,2015,2016,2017,2018,2019,2020,Report
high,89.78,107.54,144.94,175.5,217.31,230.99,
low,70.1,70.97,99.13,123.24,129.46,142.01,
change,0.0994,0.18600000000000003,0.37020000000000003,-0.052000000000000005,0.48740000000000006,-0.08810000000000001,
Date,,2016-07-01 00:00:00,2017-06-30 00:00:00,2018-06-29 00:00:00,2019-06-28 00:00:00,2020-01-03 00:00:00,Balance Sheet
Cash and Short Term Invs,,487.0,484.0,288.0,530.0,824.0,Balance Sheet
"Trade Accts Recvble, Gross",,398.0,368.0,468.0,459.0,,Balance Sheet
Prov. for Doubtful Accts,,-4.0,-3.0,-2.0,-2.0,,Balance Sheet
"Trade Accts Recvble, Net",,674.0,623.0,1248.0,1264.0,3675.0,Balance Sheet
Other Receivables,,75.0,24.0,174.0,191.0,202.0,Balance Sheet
"Total Receivables, Net",,749.0,647.0,1422.0,1455.0,3877.0,Balance Sheet
Invent. - Finished Goods,,129.0,96.0,91.0,77.0,,Balance Sheet
Invent. - Work In Progress,,546.0,550.0,121.0,90.0,,Balance Sheet
Invent. - Raw Materials,,192.0,195.0,199.0,193.0,,Balance Sheet
Total Inventory,,867.0,841.0,411.0,360.0,1219.0,Balance Sheet
Discont. Ops.-Curr. Assets,,397.0,0.0,,133.0,,Balance Sheet
Other Current Assets,,124.0,101.0,103.0,100.0,392.0,Balance Sheet
"Other Curr. Assets, Total",,521.0,101.0,103.0,233.0,392.0,Balance Sheet
Total Current Assets,,2624.0,2073.0,2224.0,2578.0,6312.0,Balance Sheet
Buildings,,592.0,617.0,620.0,631.0,,Balance Sheet
Land/Improvements,,43.0,43.0,43.0,40.0,,Balance Sheet
Machinery/Equipment,,1298.0,1411.0,1520.0,1616.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,1933.0,2071.0,2183.0,2287.0,,Balance Sheet
Accumulated Depreciation,,-1009.0,-1167.0,-1283.0,-1393.0,,Balance Sheet
Prop./Plant/Equip. - Net,,924.0,904.0,900.0,894.0,2954.0,Balance Sheet
"Goodwill, Net",,5352.0,5366.0,5372.0,5340.0,20001.0,Balance Sheet
Intangibles - Gross,,,1473.0,1459.0,1453.0,,Balance Sheet
Accum. Intangible Amort.,,,-369.0,-470.0,-583.0,,Balance Sheet
Intangibles - Net,,1231.0,1104.0,989.0,870.0,8458.0,Balance Sheet
Def. Inc. Tax - LT Asset,,549.0,409.0,119.0,173.0,102.0,Balance Sheet
Disct. Ops. - LT Asset,,1077.0,0.0,,,,Balance Sheet
Other Long Term Assets,,252.0,234.0,247.0,262.0,509.0,Balance Sheet
Total Assets,,12009.0,10090.0,9851.0,10117.0,38336.0,Balance Sheet
Accounts Payable,,494.0,540.0,622.0,525.0,1261.0,Balance Sheet
Accrued Expenses,,544.0,457.0,459.0,444.0,1250.0,Balance Sheet
Notes Payable/ST Debt,,15.0,80.0,78.0,103.0,3.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,382.0,554.0,304.0,656.0,257.0,Balance Sheet
Customer Advances,,294.0,252.0,372.0,496.0,1214.0,Balance Sheet
Income Taxes Payable,,4.0,31.0,15.0,8.0,24.0,Balance Sheet
Discontinued Operations,,248.0,12.0,,36.0,,Balance Sheet
"Other Curr. Lblts, Total",,546.0,295.0,387.0,540.0,1238.0,Balance Sheet
Total Current Liabilities,,1981.0,1926.0,1850.0,2268.0,4009.0,Balance Sheet
Total Long Term Debt,,4120.0,3396.0,3408.0,2763.0,6694.0,Balance Sheet
Total Debt,,4517.0,4030.0,3790.0,3522.0,6954.0,Balance Sheet
Deferred Income Tax,,4.0,34.0,79.0,12.0,1481.0,Balance Sheet
Minority Interest,,1.0,0.0,,,157.0,Balance Sheet
Pension Benefits - Underfunded,,2296.0,1278.0,714.0,1174.0,1819.0,Balance Sheet
Other LT Liabilities,,506.0,507.0,522.0,537.0,1589.0,Balance Sheet
Discont. Ops. - Lblts,,45.0,21.0,,,,Balance Sheet
"Other Liabilities, Total",,2847.0,1806.0,1236.0,1711.0,3408.0,Balance Sheet
Total Liabilities,,8953.0,7162.0,6573.0,6754.0,15749.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,0.0,0.0,,0.0,0.0,Balance Sheet
Common Stock,,125.0,120.0,118.0,119.0,218.0,Balance Sheet
Additional Paid-In Capital,,2096.0,1741.0,1714.0,1778.0,20694.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,1330.0,1343.0,1648.0,2173.0,2183.0,Balance Sheet
Cum. Trans. Adjustment,,-131.0,-113.0,-99.0,-106.0,,Balance Sheet
Min. Pension Lblty Adj.,,-346.0,-146.0,-83.0,-563.0,,Balance Sheet
Other Comprehensive Income,,-18.0,-17.0,-20.0,-38.0,-508.0,Balance Sheet
