,2015,2016,2017,2018,2019,2020,Report
high,135.2,148.34,149.5,199.71,173.44,153.56,
low,94.51,86.03,114.63,131.31,121.36,79.78,
change,-0.2318,0.5138,-0.09910000000000001,0.2309,-0.11720000000000001,0.061200000000000004,
Date,2015-09-30 00:00:00,2016-09-30 00:00:00,2017-09-30 00:00:00,2018-09-30 00:00:00,2019-09-30 00:00:00,,Balance Sheet
Cash & Equivalents,390.0,515.0,673.0,425.0,599.0,,Balance Sheet
Short Term Investments,384.0,368.0,344.0,615.0,373.0,,Balance Sheet
Cash and Short Term Invs,774.0,882.0,1017.0,1039.0,972.0,,Balance Sheet
"Trade Accts Recvble, Gross",281.0,270.0,294.0,297.0,325.0,,Balance Sheet
Prov. for Doubtful Accts,-2.0,-2.0,-2.0,-2.0,-3.0,,Balance Sheet
"Total Receivables, Net",279.0,268.0,292.0,295.0,401.0,,Balance Sheet
Invent. - Finished Goods,24.0,24.0,20.0,21.0,22.0,,Balance Sheet
Invent. - Raw Materials,9.0,10.0,10.0,9.0,12.0,,Balance Sheet
Total Inventory,34.0,34.0,30.0,31.0,34.0,,Balance Sheet
Prepaid Expenses,,,,,49.0,,Balance Sheet
Deferred Income Tax,1.0,4.0,0.0,0.0,0.0,,Balance Sheet
Other Current Assets,51.0,53.0,68.0,52.0,54.0,,Balance Sheet
"Other Curr. Assets, Total",101.0,104.0,68.0,52.0,54.0,,Balance Sheet
Total Current Assets,1188.0,1289.0,1406.0,1418.0,1512.0,,Balance Sheet
Buildings,71.0,84.0,88.0,108.0,151.0,,Balance Sheet
Machinery/Equipment,137.0,158.0,177.0,195.0,228.0,,Balance Sheet
Other Prop./Plant/Equip.,18.0,29.0,33.0,32.0,39.0,,Balance Sheet
Prop./Plant/Equip. - Gross,226.0,270.0,298.0,334.0,418.0,,Balance Sheet
Accumulated Depreciation,-130.0,-147.0,-176.0,-189.0,-195.0,,Balance Sheet
Prop./Plant/Equip. - Net,96.0,123.0,122.0,145.0,223.0,,Balance Sheet
"Goodwill, Net",556.0,556.0,556.0,556.0,1065.0,,Balance Sheet
Intangibles - Gross,128.0,133.0,101.0,94.0,183.0,,Balance Sheet
Accum. Intangible Amort.,-69.0,-83.0,-58.0,-63.0,-74.0,,Balance Sheet
Intangibles - Net,59.0,51.0,43.0,31.0,109.0,,Balance Sheet
Long Term Investments,398.0,276.0,285.0,411.0,358.0,,Balance Sheet
Note Rcvble - Long Term,,,,,53.0,,Balance Sheet
