,2015,2016,2017,2018,2019,2020,Report
high,80.81,91.5,93.5,91.35,81.68,73.99,
low,63.09,71.32,65.28,62.56,56.58,41.85,
change,0.1463,-0.0271,-0.09390000000000001,0.11599999999999999,-0.1353,-0.1959,
Date,2015-12-26 00:00:00,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Balance Sheet
Cash and Short Term Invs,72.0,62.0,175.0,57.0,106.0,,Balance Sheet
"Trade Accts Recvble, Gross",1307.0,1344.0,1577.0,1222.0,1306.0,,Balance Sheet
Prov. for Doubtful Accts,-77.0,-90.0,-54.0,-53.0,-60.0,,Balance Sheet
"Total Receivables, Net",1230.0,1254.0,1523.0,1169.0,1246.0,,Balance Sheet
Total Inventory,1510.0,1666.0,1934.0,1416.0,1429.0,,Balance Sheet
Prepaid Expenses,361.0,361.0,455.0,451.0,445.0,,Balance Sheet
Deferred Income Tax,253.0,52.0,50.0,27.0,65.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,,,1083.0,0.0,,Balance Sheet
"Other Curr. Assets, Total",58.0,,,1083.0,0.0,,Balance Sheet
Total Current Assets,3231.0,3343.0,4086.0,4175.0,3227.0,,Balance Sheet
Buildings,207.0,222.0,249.0,,226.0,,Balance Sheet
Land/Improvements,19.0,19.0,21.0,,18.0,,Balance Sheet
Machinery/Equipment,456.0,494.0,571.0,,456.0,,Balance Sheet
Other Prop./Plant/Equip.,114.0,129.0,149.0,,341.0,,Balance Sheet
Prop./Plant/Equip. - Gross,797.0,865.0,990.0,,1041.0,,Balance Sheet
Accumulated Depreciation,-478.0,-531.0,-615.0,,-474.0,,Balance Sheet
Prop./Plant/Equip. - Net,318.0,334.0,375.0,314.0,561.0,,Balance Sheet
"Goodwill, Net",1908.0,2020.0,2301.0,2081.0,2462.0,,Balance Sheet
Intangibles - Gross,926.0,1029.0,1183.0,,961.0,,Balance Sheet
Accum. Intangible Amort.,-331.0,-406.0,-512.0,,-388.0,,Balance Sheet
Intangibles - Net,595.0,623.0,671.0,376.0,573.0,,Balance Sheet
LT Invt. - Affiliate Comp.,293.0,299.0,268.0,,165.0,,Balance Sheet
LT Investments - Other,28.0,32.0,35.0,420.0,43.0,,Balance Sheet
Long Term Investments,321.0,332.0,304.0,420.0,208.0,,Balance Sheet
Note Rcvble - Long Term,28.0,27.0,35.0,,44.0,,Balance Sheet
Deferred Charges,1.0,,,,,,Balance Sheet
Def. Inc. Tax - LT Asset,58.0,17.0,11.0,,24.0,,Balance Sheet
Disct. Ops. - LT Asset,,,,1134.0,0.0,,Balance Sheet
Other Long Term Assets,44.0,65.0,81.0,,53.0,,Balance Sheet
Total Assets,6505.0,6760.0,7864.0,8501.0,7151.0,,Balance Sheet
Accounts Payable,1006.0,1007.0,1153.0,786.0,880.0,,Balance Sheet
Accrued Expenses,633.0,658.0,729.0,741.0,859.0,,Balance Sheet
Notes Payable/ST Debt,329.0,437.0,742.0,951.0,24.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,17.0,66.0,17.0,8.0,110.0,,Balance Sheet
Income Taxes Payable,162.0,152.0,189.0,155.0,165.0,,Balance Sheet
Discontinued Operations,,,,578.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",162.0,152.0,189.0,732.0,165.0,,Balance Sheet
Total Current Liabilities,2147.0,2321.0,2829.0,3219.0,2038.0,,Balance Sheet
Long Term Debt,464.0,715.0,908.0,980.0,619.0,,Balance Sheet
Capital Lease Obligations,,,,,4.0,,Balance Sheet
Total Long Term Debt,464.0,715.0,908.0,980.0,623.0,,Balance Sheet
Total Debt,810.0,1219.0,1666.0,1940.0,757.0,,Balance Sheet
Minority Interest,545.0,615.0,845.0,800.0,919.0,,Balance Sheet
Other LT Liabilities,212.0,264.0,420.0,450.0,507.0,,Balance Sheet
Discont. Ops. - Lblts,,,,62.0,0.0,,Balance Sheet
"Other Liabilities, Total",212.0,264.0,420.0,513.0,507.0,,Balance Sheet
Total Liabilities,3620.0,3967.0,5052.0,5539.0,4153.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,1.0,2.0,2.0,2.0,1.0,,Balance Sheet
Additional Paid-In Capital,207.0,127.0,,0.0,48.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),2896.0,2982.0,2940.0,3209.0,3116.0,,Balance Sheet
Unrealized Gain (Loss),0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,-200.0,-296.0,-112.0,-235.0,-143.0,,Balance Sheet
Min. Pension Lblty Adj.,-20.0,-21.0,-17.0,-14.0,-20.0,,Balance Sheet
Other Comprehensive Income,1.0,0.0,-1.0,0.0,-4.0,,Balance Sheet
"Other Equity, Total",-220.0,-317.0,-130.0,-249.0,-167.0,,Balance Sheet
Total Equity,2884.0,2793.0,2811.0,2961.0,2998.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,6505.0,6760.0,7864.0,8501.0,7151.0,,Balance Sheet
Ttl Comm. Shares Outs.,165.0,159.0,154.0,151.0,143.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-26 00:00:00,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Income Statement
Total Revenue,10630.0,11572.0,8883.0,9418.0,9986.0,,Income Statement
"Cost of Revenue, Total",7623.0,8345.0,6137.0,6507.0,6895.0,,Income Statement
Selling/Gen/Admin Expense,2238.0,2409.0,2035.0,2185.0,2313.0,,Income Statement
Labor & Related Expense,,,37.0,33.0,45.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",2238.0,2409.0,2072.0,2217.0,2358.0,,Income Statement
Restructuring Charge,35.0,46.0,0.0,54.0,15.0,,Income Statement
Litigation,,,5.0,38.0,0.0,,Income Statement
Unusual Expense (Income),35.0,46.0,5.0,93.0,15.0,,Income Statement
Total Operating Expense,9896.0,10800.0,8214.0,8817.0,9268.0,,Income Statement
Total Operating Income,734.0,772.0,670.0,601.0,718.0,,Income Statement
"Inter Expse,Net Non-Operat",-26.0,-32.0,-51.0,-76.0,-51.0,,Income Statement
"Inter/Invest Inc, Non-Oper",13.0,13.0,12.0,15.0,16.0,,Income Statement
OtherNon-OperatInc (Expnse),0.0,3.0,-1.0,-3.0,-3.0,,Income Statement
"Other, Net",0.0,3.0,-1.0,-3.0,-3.0,,Income Statement
Income Before Tax,721.0,756.0,630.0,537.0,680.0,,Income Statement
Income Tax - Total,211.0,218.0,166.0,119.0,160.0,,Income Statement
Income After Tax,509.0,538.0,464.0,418.0,521.0,,Income Statement
Minority Interest,-44.0,-50.0,-25.0,-20.0,-25.0,,Income Statement
Equity In Affiliates,14.0,19.0,-2.0,21.0,205.0,,Income Statement
Net Inc Before Extra Items,479.0,507.0,436.0,419.0,701.0,,Income Statement
Discontinued Operations,,,113.0,105.0,-6.0,,Income Statement
Extraordinary Item,0.0,0.0,-143.0,12.0,0.0,,Income Statement
Total Extraordinary Items,0.0,0.0,-30.0,117.0,-6.0,,Income Statement
Total Net Income,479.0,507.0,406.0,536.0,695.0,,Income Statement
Income Available to Common Excl. Extra. Items,479.0,507.0,436.0,419.0,701.0,,Income Statement
Income Available to Common Incl. Extra. Items,479.0,507.0,406.0,536.0,695.0,,Income Statement
Basic/Primary Weighted Average Shares,166.0,162.0,157.0,153.0,148.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,2.89,3.14,2.78,2.75,4.74,,Income Statement
Basic/Primary EPS Incl. Extra. Items,2.89,3.14,2.59,3.51,4.7,,Income Statement
Dilution Adjustment,,,0.0,1.0,,,Income Statement
Diluted Weighted Average Shares,168.0,164.0,158.0,154.0,149.0,,Income Statement
Diluted EPS Excl. Extra. Items,2.85,3.1,2.76,2.73,4.69,,Income Statement
Diluted EPS Incl. Extra. Items,2.85,3.1,2.57,3.49,4.65,,Income Statement
Div/Share-ComStockPrimIssue,0.0,0.0,,,,,Income Statement
Gross Divid - Common Stock,0.0,0.0,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",26.0,32.0,51.0,76.0,51.0,,Income Statement
"Depreciat/Amort, Suppl",66.0,72.0,55.0,58.0,64.0,,Income Statement
Total Special Items,35.0,46.0,5.0,93.0,15.0,,Income Statement
Normalzd Income Before Tax,756.0,802.0,635.0,630.0,695.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),10.0,13.0,1.0,21.0,3.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,222.0,231.0,167.0,140.0,163.0,,Income Statement
Normalized Income After Tax,534.0,571.0,468.0,490.0,532.0,,Income Statement
Normalzd Inc Avail to Common,504.0,539.0,440.0,491.0,712.0,,Income Statement
Basic Normalized EPS,3.04,3.34,2.81,3.22,4.82,,Income Statement
Diluted Normalized EPS,2.99,3.29,2.78,3.2,4.77,,Income Statement
Date,2015-12-26 00:00:00,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Cash Flow
Net Income,523.0,556.0,459.0,562.0,719.0,,Cash Flow
Depreciation/Depletion,159.0,170.0,134.0,144.0,185.0,,Cash Flow
Deferred Taxes,-6.0,-37.0,-2.0,-36.0,-4.0,,Cash Flow
Discontinued Operations,,,27.0,119.0,-139.0,,Cash Flow
Extraordinary Item,0.0,0.0,140.0,-10.0,0.0,,Cash Flow
Unusual Items,0.0,0.0,18.0,0.0,-250.0,,Cash Flow
Equity in Net Earnings/Loss,-14.0,-19.0,-15.0,-21.0,-18.0,,Cash Flow
Other Non-Cash Items,85.0,100.0,73.0,67.0,137.0,,Cash Flow
Non-Cash Items,71.0,81.0,243.0,154.0,-270.0,,Cash Flow
"Cash Taxes Pd, Supplemental",181.0,205.0,214.0,236.0,177.0,,Cash Flow
"Cash Interest Pd, Suppl",24.0,29.0,47.0,69.0,55.0,,Cash Flow
Accounts Receivable,-120.0,-2.0,-128.0,-127.0,-73.0,,Cash Flow
Inventories,-195.0,-105.0,-143.0,-41.0,15.0,,Cash Flow
Other Assets,-58.0,-23.0,-101.0,-166.0,-57.0,,Cash Flow
Payable/Accrued,241.0,1.0,82.0,191.0,161.0,,Cash Flow
Changes in Working Capital,-132.0,-128.0,-291.0,-143.0,46.0,,Cash Flow
Total Cash from Operations,616.0,643.0,543.0,681.0,675.0,,Cash Flow
Capital Expenditures,-72.0,-70.0,-62.0,-71.0,-76.0,,Cash Flow
Acquisition of Business,-172.0,-229.0,-181.0,-53.0,-656.0,,Cash Flow
Sale/Maturity of Investment,0.0,0.0,34.0,1.0,307.0,,Cash Flow
Other Investing Cash Flow,-17.0,-18.0,-133.0,-69.0,0.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",-188.0,-246.0,-280.0,-122.0,-348.0,,Cash Flow
Total Cash from Investing,-260.0,-316.0,-342.0,-193.0,-424.0,,Cash Flow
Financing Cash Flow Items,-142.0,-133.0,-112.0,-708.0,1136.0,,Cash Flow
Sale/Issuance of Common,,,0.0,0.0,361.0,,Cash Flow
Repurch/Retirement Common,-300.0,-550.0,-450.0,-200.0,-525.0,,Cash Flow
"Common Stock, Net",-300.0,-550.0,-450.0,-200.0,-164.0,,Cash Flow
Options Exercised,15.0,11.0,5.0,3.0,0.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",-285.0,-539.0,-445.0,-197.0,-164.0,,Cash Flow
"Short Term Debt, Net",145.0,99.0,303.0,211.0,-928.0,,Cash Flow
Long Term Debt Issued,135.0,261.0,200.0,115.0,1.0,,Cash Flow
Long Term Debt Reduction,-201.0,-15.0,-59.0,-25.0,-261.0,,Cash Flow
"Long Term Debt, Net",-66.0,245.0,141.0,90.0,-260.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",79.0,344.0,444.0,301.0,-1188.0,,Cash Flow
Total Cash From Financing,-348.0,-327.0,-113.0,-604.0,-216.0,,Cash Flow
