,2015,2016,2017,2018,2019,2020,Report
high,164.61,176.42,194.51,230.24,315.75,329.85,
low,134.55,107.56,121.52,172.18,180.05,168.51,
change,-0.0714,0.0086,0.3396,-0.0367,0.5713,-0.17079999999999998,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,447.0,475.0,914.0,1031.0,1271.0,,Balance Sheet
"Trade Accts Recvble, Gross",661.0,1235.0,1466.0,1486.0,1640.0,,Balance Sheet
Prov. for Doubtful Accts,-22.0,-33.0,-46.0,-60.0,-71.0,,Balance Sheet
"Trade Accts Recvble, Net",639.0,1202.0,1420.0,1426.0,1569.0,,Balance Sheet
Other Receivables,614.0,591.0,811.0,886.0,971.0,,Balance Sheet
"Total Receivables, Net",1253.0,1793.0,2231.0,2312.0,2540.0,,Balance Sheet
Prepaid Expenses,68.0,91.0,188.0,199.0,403.0,,Balance Sheet
Restricted Cash - Current,167.0,169.0,217.0,334.0,404.0,,Balance Sheet
Deferred Income Tax,713.0,669.0,519.0,492.0,520.0,,Balance Sheet
"Other Curr. Assets, Total",176.0,169.0,217.0,334.0,404.0,,Balance Sheet
Total Current Assets,1945.0,2528.0,3550.0,3876.0,4619.0,,Balance Sheet
Buildings,,,22.0,22.0,29.0,,Balance Sheet
Machinery/Equipment,,,270.0,312.0,365.0,,Balance Sheet
Other Prop./Plant/Equip.,164.0,253.0,19.0,18.0,75.0,,Balance Sheet
Prop./Plant/Equip. - Gross,164.0,253.0,311.0,352.0,470.0,,Balance Sheet
Accumulated Depreciation,-83.0,-111.0,-131.0,-165.0,-214.0,,Balance Sheet
Prop./Plant/Equip. - Net,81.0,143.0,180.0,186.0,256.0,,Balance Sheet
"Goodwill, Net",3546.0,4195.0,4716.0,4542.0,4833.0,,Balance Sheet
Intangibles - Gross,2578.0,3210.0,3468.0,3368.0,3508.0,,Balance Sheet
Accum. Intangible Amort.,-395.0,-556.0,-743.0,-960.0,-1166.0,,Balance Sheet
Intangibles - Net,2184.0,2653.0,2725.0,2408.0,2342.0,,Balance Sheet
Long Term Investments,77.0,36.0,33.0,43.0,30.0,,Balance Sheet
Other Long Term Assets,58.0,72.0,115.0,148.0,169.0,,Balance Sheet
Total Assets,7890.0,9627.0,11318.0,11202.0,12249.0,,Balance Sheet
Accounts Payable,670.0,1151.0,1437.0,1118.0,1250.0,,Balance Sheet
Accrued Expenses,151.0,134.0,175.0,176.0,222.0,,Balance Sheet
Notes Payable/ST Debt,614.0,591.0,811.0,886.0,971.0,,Balance Sheet
