,2015,2016,2017,2018,2019,2020,Report
high,65.78,83.08,131.1,159.94,185.75,211.58,
low,42.06,41.6,74.5,101.55,121.12,125.38,
change,0.0647,0.23329999999999998,0.405,0.2209,0.4631,0.0004,
Date,,2016-01-31 00:00:00,2017-01-31 00:00:00,2018-01-31 00:00:00,2019-01-31 00:00:00,2020-01-31 00:00:00,Balance Sheet
Cash & Equivalents,,1353.0,1213.0,1078.0,886.0,1775.0,Balance Sheet
Short Term Investments,,898.0,687.0,245.0,68.0,69.0,Balance Sheet
Cash and Short Term Invs,,2251.0,1900.0,1323.0,954.0,1844.0,Balance Sheet
"Trade Accts Recvble, Gross",,661.0,454.0,441.0,477.0,657.0,Balance Sheet
Prov. for Doubtful Accts,,-8.0,-2.0,-2.0,-2.0,-5.0,Balance Sheet
"Total Receivables, Net",,654.0,452.0,438.0,474.0,652.0,Balance Sheet
Prepaid Expenses,,80.0,95.0,110.0,188.0,162.0,Balance Sheet
Deferred Income Tax,,68.0,92.0,67.0,80.0,83.0,Balance Sheet
Other Current Assets,,8.0,13.0,6.0,4.0,1.0,Balance Sheet
"Other Curr. Assets, Total",,8.0,13.0,6.0,4.0,1.0,Balance Sheet
Total Current Assets,,2993.0,2461.0,1878.0,1620.0,2659.0,Balance Sheet
Buildings,,203.0,206.0,229.0,248.0,284.0,Balance Sheet
Machinery/Equipment,,288.0,280.0,290.0,257.0,224.0,Balance Sheet
Other Prop./Plant/Equip.,,59.0,58.0,63.0,67.0,508.0,Balance Sheet
Prop./Plant/Equip. - Gross,,550.0,544.0,582.0,572.0,1016.0,Balance Sheet
Accumulated Depreciation,,-381.0,-386.0,-437.0,-422.0,-415.0,Balance Sheet
Prop./Plant/Equip. - Net,,169.0,159.0,145.0,150.0,601.0,Balance Sheet
"Goodwill, Gross",,1684.0,1747.0,1710.0,2636.0,2600.0,Balance Sheet
Accum. Goodwill Amort.,,-149.0,-186.0,-90.0,-186.0,-155.0,Balance Sheet
"Goodwill, Net",,1535.0,1561.0,1620.0,2451.0,2445.0,Balance Sheet
Intangibles - Gross,,1014.0,1005.0,978.0,1309.0,1250.0,Balance Sheet
Accum. Intangible Amort.,,-796.0,-862.0,-896.0,-923.0,-972.0,Balance Sheet
Intangibles - Net,,218.0,143.0,82.0,386.0,278.0,Balance Sheet
Long Term Investments,,532.0,306.0,191.0,0.0,,Balance Sheet
Other Long Term Assets,,59.0,105.0,116.0,57.0,140.0,Balance Sheet
Total Assets,,5515.0,4798.0,4114.0,4729.0,6179.0,Balance Sheet
Accounts Payable,,120.0,94.0,95.0,102.0,84.0,Balance Sheet
Accrued Expenses,,369.0,363.0,422.0,416.0,484.0,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,399.0,0.0,,450.0,Balance Sheet
Customer Advances,,1069.0,1270.0,1552.0,1763.0,2176.0,Balance Sheet
Income Taxes Payable,,29.0,50.0,28.0,13.0,21.0,Balance Sheet
Other Current Liabilities,,3.0,11.0,27.0,7.0,5.0,Balance Sheet
"Other Curr. Lblts, Total",,1102.0,1331.0,1606.0,1784.0,2202.0,Balance Sheet
Total Current Liabilities,,1591.0,2185.0,2123.0,2301.0,3219.0,Balance Sheet
Total Long Term Debt,,1488.0,1092.0,1586.0,2088.0,1635.0,Balance Sheet
Total Debt,,1488.0,1491.0,1586.0,2088.0,2085.0,Balance Sheet
"Other Liabilities, Total",,749.0,696.0,594.0,471.0,1382.0,Balance Sheet
Total Liabilities,,3896.0,4065.0,4370.0,4940.0,6318.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,0.0,0.0,0.0,,0.0,Balance Sheet
Common Stock,,1822.0,1876.0,1953.0,2072.0,2317.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,-81.0,-964.0,-2085.0,-2147.0,-2296.0,Balance Sheet
Unrealized Gain (Loss),,0.0,2.0,1.0,3.0,5.0,Balance Sheet
Cum. Trans. Adjustment,,-109.0,-161.0,-79.0,-137.0,-151.0,Balance Sheet
Min. Pension Lblty Adj.,,-28.0,-34.0,-29.0,-16.0,-23.0,Balance Sheet
Other Comprehensive Income,,16.0,15.0,-17.0,15.0,8.0,Balance Sheet
"Other Equity, Total",,-121.0,-180.0,-125.0,-138.0,-165.0,Balance Sheet
Total Equity,,1620.0,734.0,-256.0,-211.0,-139.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,5515.0,4798.0,4114.0,4729.0,6179.0,Balance Sheet
Ttl Comm. Shares Outs.,,224.0,220.0,218.0,219.0,219.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Date,,2016-01-31 00:00:00,2017-01-31 00:00:00,2018-01-31 00:00:00,2019-01-31 00:00:00,2020-01-31 00:00:00,Income Statement
Total Revenue,,2504.0,2031.0,2057.0,2570.0,3274.0,Income Statement
"Cost of Revenue, Total",,371.0,342.0,303.0,286.0,325.0,Income Statement
Selling/Gen/Admin Expense,,1194.0,1184.0,1230.0,1375.0,1494.0,Income Statement
Labor & Related Expense,,115.0,126.0,163.0,149.0,222.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,1309.0,1310.0,1393.0,1524.0,1716.0,Income Statement
Research & Development,,790.0,766.0,756.0,725.0,851.0,Income Statement
Depreciation/Amortization,,33.0,32.0,20.0,18.0,39.0,Income Statement
Unusual Expense (Income),,0.0,81.0,94.0,42.0,1.0,Income Statement
Total Operating Expense,,2503.0,2531.0,2566.0,2595.0,2931.0,Income Statement
Total Operating Income,,1.0,-500.0,-509.0,-25.0,343.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,-34.0,-41.0,-54.0,-45.0,-48.0,Income Statement
"Other, Net",,9.0,9.0,6.0,17.0,5.0,Income Statement
Income Before Tax,,-20.0,-524.0,-557.0,-43.0,295.0,Income Statement
Income Tax - Total,,310.0,58.0,-399.0,54.0,71.0,Income Statement
Income After Tax,,-331.0,-582.0,-159.0,-97.0,224.0,Income Statement
