,2015,2016,2017,2018,2019,2020,Report
high,42.03,57.07,62.79,75.98,85.98,85.13,
low,35.45,38.84,48.85,56.01,60.98,26.0,
change,0.1227,0.3661,0.0978,0.0325,0.3761,-0.3735,
Date,2015-06-27 00:00:00,2016-07-02 00:00:00,2017-07-01 00:00:00,2018-06-30 00:00:00,2019-06-29 00:00:00,,Balance Sheet
Cash and Short Term Invs,5130.0,3919.0,870.0,552.0,513.0,,Balance Sheet
"Trade Accts Recvble, Gross",3395.0,3419.0,4043.0,4099.0,4210.0,,Balance Sheet
Prov. for Doubtful Accts,-42.0,-38.0,-31.0,-26.0,-28.0,,Balance Sheet
"Trade Accts Recvble, Net",3353.0,3381.0,4012.0,4074.0,4182.0,,Balance Sheet
Other Receivables,91.0,0.0,17.0,64.0,20.0,,Balance Sheet
"Total Receivables, Net",3444.0,3381.0,4029.0,4138.0,4201.0,,Balance Sheet
Total Inventory,2692.0,2639.0,2996.0,3125.0,3216.0,,Balance Sheet
Prepaid Expenses,93.0,114.0,138.0,168.0,172.0,,Balance Sheet
Deferred Income Tax,82.0,27.0,162.0,319.0,172.0,,Balance Sheet
Other Current Assets,,,1.0,20.0,38.0,,Balance Sheet
"Other Curr. Assets, Total",135.0,0.0,1.0,20.0,38.0,,Balance Sheet
Total Current Assets,11494.0,10054.0,8033.0,8003.0,8142.0,,Balance Sheet
Buildings,3878.0,3962.0,4072.0,4269.0,4545.0,,Balance Sheet
Land/Improvements,442.0,449.0,478.0,496.0,498.0,,Balance Sheet
Machinery/Equipment,4071.0,4174.0,5149.0,5436.0,4911.0,,Balance Sheet
Prop./Plant/Equip. - Gross,8390.0,8585.0,9699.0,10201.0,9954.0,,Balance Sheet
Accumulated Depreciation,-4408.0,-4705.0,-5322.0,-5679.0,-5453.0,,Balance Sheet
Prop./Plant/Equip. - Net,3982.0,3880.0,4377.0,4522.0,4502.0,,Balance Sheet
"Goodwill, Net",1960.0,2122.0,3916.0,3955.0,3896.0,,Balance Sheet
Intangibles - Gross,309.0,368.0,1290.0,1337.0,1230.0,,Balance Sheet
Accum. Intangible Amort.,-154.0,-161.0,-252.0,-357.0,-373.0,,Balance Sheet
Intangibles - Net,155.0,207.0,1038.0,980.0,857.0,,Balance Sheet
Long Term Investments,,,164.0,168.0,168.0,,Balance Sheet
Def. Inc. Tax - LT Asset,,207.0,142.0,84.0,81.0,,Balance Sheet
Restricted Cash - LT,168.0,0.0,,,,,Balance Sheet
Other Long Term Assets,230.0,251.0,86.0,358.0,321.0,,Balance Sheet
Total Assets,17989.0,16722.0,17757.0,18070.0,17967.0,,Balance Sheet
Accounts Payable,2882.0,2936.0,3971.0,4136.0,4315.0,,Balance Sheet
Accrued Expenses,1468.0,1289.0,1576.0,1609.0,1730.0,,Balance Sheet
Notes Payable/ST Debt,71.0,90.0,4.0,4.0,4.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,4979.0,9.0,530.0,782.0,37.0,,Balance Sheet
"Other Curr. Lblts, Total",,111.0,15.0,57.0,17.0,,Balance Sheet
Total Current Liabilities,9400.0,4434.0,6096.0,6589.0,6103.0,,Balance Sheet
Total Long Term Debt,2272.0,7337.0,7661.0,6957.0,8122.0,,Balance Sheet
Total Debt,7322.0,7435.0,8195.0,7743.0,8163.0,,Balance Sheet
Minority Interest,41.0,75.0,83.0,38.0,35.0,,Balance Sheet
Pension Benefits - Underfunded,,1140.0,1006.0,,,,Balance Sheet
Other LT Liabilities,935.0,228.0,368.0,1661.0,1031.0,,Balance Sheet
"Other Liabilities, Total",935.0,1368.0,1374.0,1661.0,1031.0,,Balance Sheet
Total Liabilities,12729.0,13242.0,15375.0,15563.0,15464.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,765.0,765.0,765.0,765.0,765.0,,Balance Sheet
Additional Paid-In Capital,1214.0,1281.0,1327.0,1384.0,1457.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),8752.0,9006.0,9448.0,10349.0,11230.0,,Balance Sheet
Treasury Stock - Common,-4548.0,-6215.0,-7896.0,-8581.0,-9350.0,,Balance Sheet
Unrealized Gain (Loss),,,,,3.0,,Balance Sheet
Cum. Trans. Adjustment,-98.0,-137.0,-148.0,-171.0,-290.0,,Balance Sheet
Min. Pension Lblty Adj.,-705.0,-1104.0,-974.0,-1095.0,-1218.0,,Balance Sheet
Other Comprehensive Income,-120.0,-117.0,-140.0,-143.0,-95.0,,Balance Sheet
"Other Equity, Total",-923.0,-1358.0,-1263.0,-1409.0,-1603.0,,Balance Sheet
Total Equity,5260.0,3480.0,2382.0,2507.0,2503.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,17989.0,16722.0,17757.0,18070.0,17967.0,,Balance Sheet
Ttl Comm. Shares Outs.,594.0,560.0,530.0,521.0,513.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,171.0,206.0,235.0,245.0,252.0,,Balance Sheet
Date,2015-06-27 00:00:00,2016-07-02 00:00:00,2017-07-01 00:00:00,2018-06-30 00:00:00,2019-06-29 00:00:00,,Income Statement
Total Revenue,48681.0,50367.0,55371.0,58727.0,60114.0,,Income Statement
"Cost of Revenue, Total",40129.0,41326.0,44814.0,47642.0,48705.0,,Income Statement
"Other Operat Expse, Total",7322.0,7190.0,8504.0,8756.0,9079.0,,Income Statement
Total Operating Expense,47451.0,48516.0,53318.0,56398.0,57784.0,,Income Statement
Total Operating Income,1229.0,1851.0,2053.0,2329.0,2330.0,,Income Statement
"Inter Expse, Non-Operating",-256.0,-308.0,-307.0,-328.0,-285.0,,Income Statement
"Inter Capital, Non-Operat",1.0,2.0,2.0,2.0,,,Income Statement
"Inter Expse,Net Non-Operat",-255.0,-306.0,-305.0,-326.0,-285.0,,Income Statement
"Inter/Invest Inc, Non-Oper",,0.0,2.0,-70.0,-75.0,,Income Statement
OtherNon-OperatInc (Expnse),34.0,-111.0,16.0,23.0,36.0,,Income Statement
"Other, Net",34.0,-111.0,16.0,23.0,36.0,,Income Statement
Income Before Tax,1008.0,1433.0,1766.0,1956.0,2006.0,,Income Statement
Income Tax - Total,321.0,483.0,624.0,593.0,314.0,,Income Statement
Income After Tax,687.0,950.0,1143.0,1363.0,1692.0,,Income Statement
Net Inc Before Extra Items,687.0,950.0,1143.0,1363.0,1692.0,,Income Statement
Total Extraordinary Items,,,,68.0,-18.0,,Income Statement
Total Net Income,687.0,950.0,1143.0,1431.0,1674.0,,Income Statement
Income Available to Common Excl. Extra. Items,687.0,950.0,1143.0,1363.0,1692.0,,Income Statement
Income Available to Common Incl. Extra. Items,687.0,950.0,1143.0,1431.0,1674.0,,Income Statement
Basic/Primary Weighted Average Shares,592.0,573.0,543.0,523.0,517.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,1.16,1.66,2.1,2.61,3.27,,Income Statement
Basic/Primary EPS Incl. Extra. Items,1.16,1.66,2.1,2.74,3.24,,Income Statement
Dilution Adjustment,0.0,,,,,,Income Statement
Diluted Weighted Average Shares,597.0,577.0,549.0,529.0,523.0,,Income Statement
Diluted EPS Excl. Extra. Items,1.15,1.64,2.08,2.58,3.23,,Income Statement
Diluted EPS Incl. Extra. Items,1.15,1.64,2.08,2.7,3.2,,Income Statement
Div/Share-ComStockPrimIssue,1.18,1.22,1.28,1.38,1.5,,Income Statement
Gross Divid - Common Stock,706.0,695.0,701.0,735.0,701.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",255.0,306.0,305.0,326.0,285.0,,Income Statement
"Interest Capitalized, Suppl",-1.0,-2.0,-2.0,-2.0,,,Income Statement
"Depreciat/Amort, Suppl",513.0,625.0,789.0,651.0,672.0,,Income Statement
Total Special Items,562.0,36.0,263.0,165.0,403.0,,Income Statement
Normalzd Income Before Tax,1571.0,1469.0,2029.0,2121.0,2409.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),179.0,12.0,93.0,78.0,101.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,501.0,495.0,717.0,672.0,415.0,,Income Statement
Normalized Income After Tax,1070.0,973.0,1313.0,1449.0,1994.0,,Income Statement
Normalzd Inc Avail to Common,1070.0,973.0,1313.0,1449.0,1994.0,,Income Statement
Basic Normalized EPS,1.81,1.7,2.42,2.77,3.86,,Income Statement
Diluted Normalized EPS,1.79,1.69,2.39,2.74,3.81,,Income Statement
Date,2015-06-27 00:00:00,2016-07-02 00:00:00,2017-07-01 00:00:00,2018-06-30 00:00:00,2019-06-29 00:00:00,,Cash Flow
Net Income,687.0,950.0,1143.0,1431.0,1674.0,,Cash Flow
Depreciation/Depletion,553.0,663.0,902.0,765.0,764.0,,Cash Flow
Deferred Taxes,-5.0,94.0,-52.0,188.0,-127.0,,Cash Flow
Unusual Items,,86.0,0.0,53.0,-66.0,,Cash Flow
Other Non-Cash Items,96.0,270.0,143.0,148.0,186.0,,Cash Flow
Non-Cash Items,96.0,356.0,143.0,201.0,120.0,,Cash Flow
"Cash Taxes Pd, Supplemental",377.0,181.0,761.0,268.0,531.0,,Cash Flow
