,2015,2016,2017,2018,2019,2020,Report
high,81.01,83.96,114.92,151.56,189.89,214.17,
low,60.0,66.12,78.49,111.02,127.88,133.93,
change,0.11900000000000001,0.0258,0.44770000000000004,0.1516,0.4454,-0.0207,
Date,2015-09-30 00:00:00,2016-09-30 00:00:00,2017-09-30 00:00:00,2018-09-30 00:00:00,2019-09-30 00:00:00,,Balance Sheet
Cash & Equivalents,3518.0,5619.0,9874.0,8162.0,7838.0,,Balance Sheet
Short Term Investments,2497.0,3319.0,3564.0,3547.0,4236.0,,Balance Sheet
Cash and Short Term Invs,6015.0,8938.0,13438.0,11709.0,12074.0,,Balance Sheet
"Trade Accts Recvble, Net",847.0,1041.0,1132.0,1208.0,1542.0,,Balance Sheet
Other Receivables,485.0,1699.0,1422.0,1582.0,3048.0,,Balance Sheet
"Total Receivables, Net",1332.0,2740.0,2554.0,2790.0,4590.0,,Balance Sheet
Prepaid Expenses,137.0,151.0,550.0,562.0,712.0,,Balance Sheet
Restricted Cash - Current,1072.0,1027.0,1031.0,1491.0,1205.0,,Balance Sheet
Other Current Assets,1465.0,1457.0,1450.0,1664.0,2389.0,,Balance Sheet
"Other Curr. Assets, Total",2537.0,2484.0,2481.0,3155.0,3594.0,,Balance Sheet
Total Current Assets,10021.0,14313.0,19023.0,18216.0,20970.0,,Balance Sheet
Buildings,803.0,839.0,865.0,898.0,965.0,,Balance Sheet
Land/Improvements,71.0,74.0,72.0,69.0,71.0,,Balance Sheet
Machinery/Equipment,2022.0,2378.0,2533.0,2916.0,3441.0,,Balance Sheet
Construction in Progress,120.0,125.0,139.0,153.0,180.0,,Balance Sheet
Other Prop./Plant/Equip.,1267.0,1382.0,1534.0,1661.0,1913.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4283.0,4798.0,5143.0,5697.0,6570.0,,Balance Sheet
Accumulated Depreciation,-2395.0,-2648.0,-2890.0,-3225.0,-3875.0,,Balance Sheet
Prop./Plant/Equip. - Net,1888.0,2150.0,2253.0,2472.0,2695.0,,Balance Sheet
"Goodwill, Net",11825.0,15066.0,15110.0,15194.0,15656.0,,Balance Sheet
Intangibles - Gross,10180.0,27613.0,28266.0,28031.0,27313.0,,Balance Sheet
Accum. Intangible Amort.,-339.0,-379.0,-418.0,-473.0,-533.0,,Balance Sheet
Intangibles - Net,11361.0,27234.0,27848.0,27558.0,26780.0,,Balance Sheet
Long Term Investments,3429.0,3977.0,1926.0,4082.0,2157.0,,Balance Sheet
Note Rcvble - Long Term,627.0,731.0,,,,,Balance Sheet
Pension Bene. - Overfunded,36.0,22.0,,,,,Balance Sheet
Def. Inc. Tax - LT Asset,13.0,22.0,,14.0,24.0,,Balance Sheet
Other Long Term Assets,167.0,520.0,1817.0,1689.0,4292.0,,Balance Sheet
Total Assets,39367.0,64035.0,67977.0,69225.0,72574.0,,Balance Sheet
Accounts Payable,127.0,203.0,179.0,183.0,156.0,,Balance Sheet
Accrued Expenses,2121.0,2782.0,2868.0,3495.0,3624.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,1749.0,0.0,,,Balance Sheet
Other Payables,780.0,2084.0,2003.0,2168.0,3990.0,,Balance Sheet
Other Current Liabilities,2327.0,2977.0,3195.0,5459.0,5645.0,,Balance Sheet
"Other Curr. Lblts, Total",3107.0,5061.0,5198.0,7627.0,9635.0,,Balance Sheet
Total Current Liabilities,5355.0,8046.0,9994.0,11305.0,13415.0,,Balance Sheet
Total Long Term Debt,0.0,15882.0,16618.0,16630.0,16729.0,,Balance Sheet
Total Debt,0.0,15882.0,18367.0,16630.0,16729.0,,Balance Sheet
Deferred Income Tax,3273.0,4808.0,5980.0,4618.0,4807.0,,Balance Sheet
Pension Benefits - Underfunded,77.0,137.0,62.0,,,,Balance Sheet
Other LT Liabilities,820.0,2250.0,2563.0,2666.0,2939.0,,Balance Sheet
"Other Liabilities, Total",897.0,2387.0,2625.0,2666.0,2939.0,,Balance Sheet
Total Liabilities,9525.0,31123.0,35217.0,35219.0,37890.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,5717.0,5526.0,5470.0,5462.0,,Balance Sheet
Common Stock,,,,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,18073.0,17395.0,16900.0,16678.0,16541.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),11843.0,10462.0,9508.0,11318.0,13502.0,,Balance Sheet
Treasury Stock - Common,,-170.0,0.0,,,,Balance Sheet
Unrealized Gain (Loss),5.0,36.0,73.0,-17.0,6.0,,Balance Sheet
Cum. Trans. Adjustment,-1.0,-219.0,917.0,565.0,-663.0,,Balance Sheet
Other Equity,,-34.0,-52.0,-7.0,-171.0,,Balance Sheet
Min. Pension Lblty Adj.,-161.0,-225.0,-76.0,-61.0,-192.0,,Balance Sheet
Other Comprehensive Income,83.0,-50.0,-36.0,60.0,199.0,,Balance Sheet
"Other Equity, Total",-79.0,-528.0,753.0,557.0,-827.0,,Balance Sheet
Total Equity,29842.0,32912.0,32760.0,34006.0,34684.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,39367.0,64035.0,67977.0,69225.0,72574.0,,Balance Sheet
Shr Outs.-Com. Primary Iss.,1950.0,1871.0,1818.0,1768.0,1718.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,245.0,245.0,245.0,245.0,245.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,20.0,17.0,13.0,12.0,11.0,,Balance Sheet
Ttl Comm. Shares Outs.,2429.0,2338.0,2269.0,2215.0,2161.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Shrs Out-Pref Primary Iss.,2.0,2.0,2.0,2.0,2.0,,Balance Sheet
Shrs Out-Pref Stk Iss. 2,3.0,3.0,3.0,3.0,3.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 1,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 2,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-09-30 00:00:00,2016-09-30 00:00:00,2017-09-30 00:00:00,2018-09-30 00:00:00,2019-09-30 00:00:00,,Income Statement
Total Revenue,13880.0,15082.0,18358.0,20609.0,22977.0,,Income Statement
"Cost of Revenue, Total",2553.0,2764.0,3248.0,3856.0,4165.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1755.0,2054.0,2391.0,2579.0,2755.0,,Income Statement
Depreciation/Amortization,494.0,502.0,556.0,613.0,656.0,,Income Statement
Litigation,14.0,2.0,19.0,607.0,400.0,,Income Statement
Other Unusual Expnse (In),,1877.0,0.0,0.0,,,Income Statement
Unusual Expense (Income),14.0,1879.0,19.0,607.0,400.0,,Income Statement
Total Operating Expense,4816.0,7199.0,6214.0,7655.0,7976.0,,Income Statement
Total Operating Income,9064.0,7883.0,12144.0,12954.0,15001.0,,Income Statement
"Inter Expse,Net Non-Operat",,-427.0,-563.0,-612.0,-533.0,,Income Statement
OtherNon-OperatInc (Expnse),-69.0,556.0,113.0,464.0,416.0,,Income Statement
"Other, Net",-69.0,556.0,113.0,464.0,416.0,,Income Statement
Income Before Tax,8995.0,8012.0,11694.0,12806.0,14884.0,,Income Statement
Income Tax - Total,2667.0,2021.0,4995.0,2491.0,2804.0,,Income Statement
Income After Tax,6328.0,5991.0,6699.0,10315.0,12080.0,,Income Statement
Net Inc Before Extra Items,6328.0,5991.0,6699.0,10315.0,12080.0,,Income Statement
Total Extraordinary Items,,,,-14.0,0.0,,Income Statement
Total Net Income,6328.0,5991.0,6699.0,10301.0,12080.0,,Income Statement
Total Adjust to Net Income,-15.0,-62.0,-232.0,-359.0,-430.0,,Income Statement
Income Available to Common Excl. Extra. Items,6313.0,5929.0,6467.0,9956.0,11650.0,,Income Statement
