,2015,2016,2017,2018,2019,2020,Report
high,78.77,75.1,93.39,121.67,156.66,168.98,
low,60.75,61.38,65.27,82.88,100.91,105.69,
change,0.105,-0.0907,0.2937,0.21100000000000002,0.44270000000000004,-0.028399999999999998,
Date,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,168.0,249.0,283.0,202.0,221.0,,Balance Sheet
"Trade Accts Recvble, Gross",335.0,483.0,494.0,541.0,574.0,,Balance Sheet
Prov. for Doubtful Accts,-9.0,-11.0,-10.0,-12.0,-10.0,,Balance Sheet
"Total Receivables, Net",325.0,472.0,483.0,528.0,565.0,,Balance Sheet
Invent. - Finished Goods,108.0,147.0,141.0,124.0,131.0,,Balance Sheet
Invent. - Work In Progress,23.0,20.0,27.0,35.0,31.0,,Balance Sheet
Invent. - Raw Materials,67.0,63.0,65.0,84.0,83.0,,Balance Sheet
Inventories - Other,-18.0,-19.0,-18.0,-20.0,-20.0,,Balance Sheet
LIFO Reserve,-19.0,-18.0,-17.0,-17.0,-17.0,,Balance Sheet
Total Inventory,161.0,193.0,198.0,206.0,208.0,,Balance Sheet
Prepaid Expenses,35.0,59.0,53.0,54.0,59.0,,Balance Sheet
Deferred Income Tax,72.0,255.0,172.0,160.0,151.0,,Balance Sheet
Other Current Assets,0.0,0.0,0.0,0.0,1.0,,Balance Sheet
"Other Curr. Assets, Total",32.0,0.0,0.0,0.0,1.0,,Balance Sheet
Total Current Assets,720.0,973.0,1018.0,990.0,1054.0,,Balance Sheet
Buildings,263.0,446.0,394.0,449.0,480.0,,Balance Sheet
Land/Improvements,41.0,39.0,47.0,55.0,64.0,,Balance Sheet
Machinery/Equipment,769.0,1184.0,1065.0,1198.0,1310.0,,Balance Sheet
Construction in Progress,48.0,79.0,77.0,88.0,134.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1121.0,1748.0,1583.0,1790.0,1987.0,,Balance Sheet
Accumulated Depreciation,-628.0,-684.0,-667.0,-780.0,-956.0,,Balance Sheet
Prop./Plant/Equip. - Net,493.0,1064.0,916.0,1011.0,1032.0,,Balance Sheet
"Goodwill, Net",,2157.0,2231.0,2434.0,2323.0,,Balance Sheet
Intangibles - Gross,,1282.0,949.0,1033.0,973.0,,Balance Sheet
Accum. Intangible Amort.,,-159.0,-224.0,-306.0,-369.0,,Balance Sheet
Intangibles - Net,861.0,1123.0,725.0,727.0,605.0,,Balance Sheet
Other Long Term Assets,23.0,30.0,35.0,39.0,60.0,,Balance Sheet
Total Assets,2097.0,5346.0,4924.0,5200.0,5073.0,,Balance Sheet
Accounts Payable,99.0,140.0,133.0,136.0,153.0,,Balance Sheet
Accrued Expenses,101.0,121.0,108.0,126.0,183.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Customer Advances,35.0,56.0,71.0,75.0,55.0,,Balance Sheet
Income Taxes Payable,7.0,14.0,15.0,0.0,15.0,,Balance Sheet
Other Current Liabilities,41.0,70.0,54.0,61.0,59.0,,Balance Sheet
"Other Curr. Lblts, Total",83.0,140.0,140.0,136.0,129.0,,Balance Sheet
Total Current Liabilities,283.0,401.0,382.0,398.0,465.0,,Balance Sheet
Total Long Term Debt,621.0,1568.0,1478.0,1316.0,1183.0,,Balance Sheet
Total Debt,621.0,1568.0,1478.0,1316.0,1183.0,,Balance Sheet
Minority Interest,2.0,16.0,11.0,11.0,8.0,,Balance Sheet
Reserves,19.0,24.0,17.0,25.0,24.0,,Balance Sheet
Pension Benefits - Underfunded,25.0,46.0,45.0,45.0,32.0,,Balance Sheet
Other LT Liabilities,3.0,15.0,21.0,39.0,32.0,,Balance Sheet
"Other Liabilities, Total",47.0,84.0,83.0,109.0,88.0,,Balance Sheet
Total Liabilities,1026.0,2323.0,2126.0,1994.0,1895.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,265.0,2152.0,2085.0,2048.0,1999.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1194.0,939.0,954.0,1146.0,1339.0,,Balance Sheet
Treasury Stock - Common,-320.0,0.0,,,,,Balance Sheet
Unrealized Gain (Loss),1.0,-1.0,0.0,2.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,-59.0,-73.0,-239.0,16.0,-156.0,,Balance Sheet
Min. Pension Lblty Adj.,-9.0,5.0,-2.0,-7.0,-4.0,,Balance Sheet
"Other Equity, Total",-68.0,-67.0,-241.0,10.0,-160.0,,Balance Sheet
Total Equity,1072.0,3023.0,2799.0,3206.0,3178.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,2097.0,5346.0,4924.0,5200.0,5073.0,,Balance Sheet
