,2015,2016,2017,2018,2019,2020,Report
high,59.99,69.77,86.54,89.59,113.94,119.88,
low,50.9,50.81,66.75,74.3,77.85,74.34,
change,-0.040999999999999995,0.24059999999999998,0.1996,-0.0255,0.41490000000000005,-0.06820000000000001,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,1374.0,1026.0,1205.0,1066.0,1155.0,,Balance Sheet
"Trade Accts Recvble, Gross",3558.0,3739.0,4243.0,4429.0,5376.0,,Balance Sheet
Prov. for Doubtful Accts,-87.0,-96.0,-110.0,-112.0,-140.0,,Balance Sheet
"Total Receivables, Net",3471.0,3643.0,4133.0,4317.0,5236.0,,Balance Sheet
"Other Curr. Assets, Total",199.0,215.0,224.0,551.0,677.0,,Balance Sheet
Total Current Assets,5044.0,4884.0,5562.0,5934.0,7068.0,,Balance Sheet
Buildings,865.0,906.0,974.0,1007.0,1214.0,,Balance Sheet
Land/Improvements,396.0,389.0,385.0,377.0,377.0,,Balance Sheet
Other Prop./Plant/Equip.,1133.0,1113.0,1179.0,1159.0,3189.0,,Balance Sheet
Prop./Plant/Equip. - Gross,2394.0,2408.0,2538.0,2543.0,4780.0,,Balance Sheet
Accumulated Depreciation,-1621.0,-1683.0,-1826.0,-1842.0,-2001.0,,Balance Sheet
Prop./Plant/Equip. - Net,773.0,725.0,712.0,701.0,2779.0,,Balance Sheet
"Goodwill, Net",7889.0,8369.0,9089.0,9599.0,14671.0,,Balance Sheet
Intangibles - Gross,1457.0,1594.0,1906.0,2229.0,3874.0,,Balance Sheet
Accum. Intangible Amort.,-421.0,-468.0,-632.0,-792.0,-1100.0,,Balance Sheet
Intangibles - Net,1036.0,1126.0,1274.0,1437.0,2774.0,,Balance Sheet
Pension Bene. - Overfunded,1159.0,776.0,1693.0,1688.0,1632.0,,Balance Sheet
Def. Inc. Tax - LT Asset,1138.0,1097.0,669.0,680.0,676.0,,Balance Sheet
Other Long Term Assets,1177.0,1213.0,1430.0,1539.0,1757.0,,Balance Sheet
Total Assets,18216.0,18190.0,20429.0,21578.0,31357.0,,Balance Sheet
Payable/Accrued,1886.0,1969.0,2083.0,2234.0,2746.0,,Balance Sheet
Accrued Expenses,1656.0,1655.0,1718.0,1778.0,2539.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,12.0,312.0,262.0,314.0,1215.0,,Balance Sheet
Income Taxes Payable,154.0,146.0,199.0,157.0,179.0,,Balance Sheet
Other Current Liabilities,,,,441.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",154.0,146.0,199.0,598.0,179.0,,Balance Sheet
Total Current Liabilities,3708.0,4082.0,4262.0,4924.0,6679.0,,Balance Sheet
Total Long Term Debt,4402.0,4495.0,5225.0,5510.0,10741.0,,Balance Sheet
Total Debt,4414.0,4807.0,5487.0,5824.0,11956.0,,Balance Sheet
Minority Interest,89.0,80.0,83.0,73.0,150.0,,Balance Sheet
Pension Benefits - Underfunded,2058.0,2076.0,1888.0,1911.0,2336.0,,Balance Sheet
Other LT Liabilities,1446.0,1265.0,1612.0,1649.0,3658.0,,Balance Sheet
"Other Liabilities, Total",3504.0,3341.0,3500.0,3560.0,5994.0,,Balance Sheet
Total Liabilities,11703.0,11998.0,13070.0,14067.0,23564.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,0.0,0.0,,Balance Sheet
Common Stock,561.0,561.0,561.0,561.0,561.0,,Balance Sheet
Additional Paid-In Capital,861.0,842.0,784.0,817.0,862.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),11302.0,12388.0,13140.0,14347.0,15199.0,,Balance Sheet
Treasury Stock - Common,-1991.0,-2506.0,-3083.0,-3567.0,-3774.0,,Balance Sheet
Unrealized Gain (Loss),6.0,19.0,14.0,0.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,-1102.0,-1880.0,-1165.0,-1694.0,-1543.0,,Balance Sheet
Min. Pension Lblty Adj.,-3124.0,-3232.0,-2892.0,-2953.0,-3512.0,,Balance Sheet
"Other Equity, Total",-4226.0,-5112.0,-4057.0,-4647.0,-5055.0,,Balance Sheet
Total Equity,6513.0,6192.0,7359.0,7511.0,7793.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,18216.0,18190.0,20429.0,21578.0,31357.0,,Balance Sheet
Ttl Comm. Shares Outs.,522.0,514.0,509.0,504.0,504.0,,Balance Sheet
