,2015,2016,2017,2018,2019,2020,Report
high,35.6,16.25,22.68,27.08,24.09,23.93,
low,11.3,8.91,14.4,19.22,15.93,12.54,
change,-0.6455,0.2815,0.4054,-0.034,0.026000000000000002,-0.2427,
Date,2015-10-31 00:00:00,2016-10-31 00:00:00,2017-10-31 00:00:00,2018-10-31 00:00:00,2019-10-31 00:00:00,,Balance Sheet
Cash & Equivalents,7584.0,6288.0,6997.0,5166.0,4537.0,,Balance Sheet
Short Term Investments,,,1149.0,711.0,0.0,,Balance Sheet
Cash and Short Term Invs,7584.0,6288.0,8146.0,5877.0,4537.0,,Balance Sheet
"Trade Accts Recvble, Gross",4905.0,4221.0,4515.0,5242.0,6142.0,,Balance Sheet
Prov. for Doubtful Accts,-80.0,-107.0,-101.0,-129.0,-111.0,,Balance Sheet
"Trade Accts Recvble, Net",4825.0,4114.0,4414.0,5113.0,6031.0,,Balance Sheet
Other Receivables,2258.0,2495.0,2748.0,2890.0,2908.0,,Balance Sheet
"Total Receivables, Net",7083.0,6609.0,7162.0,8003.0,8939.0,,Balance Sheet
Invent. - Finished Goods,2820.0,3103.0,3857.0,4019.0,3855.0,,Balance Sheet
Invent. - Raw Materials,1468.0,1381.0,1929.0,2043.0,1879.0,,Balance Sheet
Total Inventory,4288.0,4484.0,5786.0,6062.0,5734.0,,Balance Sheet
Deferred Income Tax,1813.0,1116.0,1410.0,100.0,60.0,,Balance Sheet
Discont. Ops.-Curr. Assets,30592.0,,,,,,Balance Sheet
Other Current Assets,1193.0,1087.0,1224.0,1445.0,967.0,,Balance Sheet
"Other Curr. Assets, Total",32832.0,1087.0,1224.0,1445.0,967.0,,Balance Sheet
Total Current Assets,51787.0,18468.0,22318.0,21387.0,20177.0,,Balance Sheet
Land/Improvements,2272.0,2421.0,2082.0,1893.0,1977.0,,Balance Sheet
Machinery/Equipment,3459.0,3663.0,3876.0,4216.0,5060.0,,Balance Sheet
Prop./Plant/Equip. - Gross,5731.0,6084.0,5958.0,6109.0,7037.0,,Balance Sheet
Accumulated Depreciation,-4239.0,-4348.0,-4080.0,-3911.0,-4243.0,,Balance Sheet
Prop./Plant/Equip. - Net,1492.0,1736.0,1878.0,2198.0,2794.0,,Balance Sheet
"Goodwill, Net",5680.0,5622.0,5622.0,5968.0,6372.0,,Balance Sheet
Intangibles - Gross,,,,,1037.0,,Balance Sheet
