,2015,2016,2017,2018,2019,2020,Report
high,45.41,63.42,69.35,82.24,98.08,104.0,
low,36.05,34.76,49.31,55.17,56.94,59.29,
change,-0.0392,0.3785,0.1434,-0.12090000000000001,0.5617,-0.11050000000000001,
Date,2015-10-02 00:00:00,2016-09-30 00:00:00,2017-09-29 00:00:00,2018-09-28 00:00:00,2019-09-27 00:00:00,,Balance Sheet
Cash and Short Term Invs,461.0,656.0,774.0,772.0,631.0,,Balance Sheet
"Total Receivables, Net",2549.0,2116.0,2103.0,2514.0,2840.0,,Balance Sheet
Prepaid Expenses,113.0,93.0,119.0,171.0,640.0,,Balance Sheet
"Other Curr. Assets, Total",,,,1099.0,1.0,,Balance Sheet
Total Current Assets,3123.0,2864.0,2996.0,4557.0,4112.0,,Balance Sheet
Buildings,357.0,313.0,314.0,,262.0,,Balance Sheet
Land/Improvements,24.0,17.0,17.0,,0.0,,Balance Sheet
Machinery/Equipment,592.0,532.0,628.0,,534.0,,Balance Sheet
Construction in Progress,17.0,37.0,21.0,,9.0,,Balance Sheet
Prop./Plant/Equip. - Gross,991.0,898.0,980.0,,805.0,,Balance Sheet
Accumulated Depreciation,-609.0,-578.0,-630.0,,-497.0,,Balance Sheet
Prop./Plant/Equip. - Net,381.0,320.0,350.0,258.0,308.0,,Balance Sheet
"Goodwill, Net",3049.0,3080.0,3010.0,4796.0,5433.0,,Balance Sheet
Intangibles - Gross,16.0,381.0,377.0,,744.0,,Balance Sheet
Accum. Intangible Amort.,,-44.0,-44.0,,-79.0,,Balance Sheet
Intangibles - Net,353.0,337.0,333.0,573.0,665.0,,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,158.0,,Balance Sheet
LT Investments - Other,223.0,178.0,145.0,,,,Balance Sheet
Long Term Investments,223.0,178.0,145.0,,158.0,,Balance Sheet
Note Rcvble - Long Term,13.0,18.0,18.0,,,,Balance Sheet
Def. Inc. Tax - LT Asset,374.0,414.0,369.0,,515.0,,Balance Sheet
Disct. Ops. - LT Asset,,,,1702.0,27.0,,Balance Sheet
Other Long Term Assets,270.0,149.0,160.0,761.0,246.0,,Balance Sheet
Total Assets,7786.0,7360.0,7381.0,12646.0,11463.0,,Balance Sheet
Accounts Payable,567.0,522.0,684.0,776.0,1073.0,,Balance Sheet
Accrued Expenses,909.0,789.0,745.0,1167.0,1029.0,,Balance Sheet
Notes Payable/ST Debt,13.0,2.0,3.0,3.0,200.0,,Balance Sheet
Dividends Payable,,,18.0,,23.0,,Balance Sheet
Customer Advances,403.0,389.0,360.0,378.0,662.0,,Balance Sheet
Discontinued Operations,,,,822.0,3.0,,Balance Sheet
Other Current Liabilities,88.0,80.0,116.0,,84.0,,Balance Sheet
"Other Curr. Lblts, Total",491.0,469.0,495.0,1199.0,772.0,,Balance Sheet
Total Current Liabilities,1981.0,1783.0,1926.0,3146.0,3074.0,,Balance Sheet
Total Long Term Debt,584.0,385.0,235.0,2144.0,1201.0,,Balance Sheet
Total Debt,598.0,388.0,238.0,2147.0,1401.0,,Balance Sheet
Deferred Income Tax,191.0,156.0,178.0,,233.0,,Balance Sheet
Minority Interest,65.0,65.0,59.0,90.0,54.0,,Balance Sheet
Pension Benefits - Underfunded,547.0,527.0,369.0,,576.0,,Balance Sheet
Other LT Liabilities,126.0,178.0,185.0,1261.0,610.0,,Balance Sheet
Discont. Ops. - Lblts,,,,151.0,0.0,,Balance Sheet
"Other Liabilities, Total",673.0,705.0,555.0,1412.0,1186.0,,Balance Sheet
Total Liabilities,3494.0,3095.0,2953.0,6791.0,5748.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,,,Balance Sheet
Common Stock,123.0,121.0,120.0,142.0,133.0,,Balance Sheet
Additional Paid-In Capital,1137.0,1168.0,1240.0,2709.0,2559.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),3496.0,3587.0,3722.0,3810.0,3939.0,,Balance Sheet
Cum. Trans. Adjustment,-199.0,-246.0,-386.0,-496.0,-480.0,,Balance Sheet
Min. Pension Lblty Adj.,-266.0,-365.0,-266.0,-310.0,-437.0,,Balance Sheet
Other Comprehensive Income,1.0,0.0,-2.0,-1.0,0.0,,Balance Sheet
"Other Equity, Total",-465.0,-611.0,-654.0,-807.0,-917.0,,Balance Sheet
Total Equity,4292.0,4265.0,4428.0,5854.0,5715.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,7786.0,7360.0,7381.0,12646.0,11463.0,,Balance Sheet
Ttl Comm. Shares Outs.,123.0,121.0,120.0,142.0,133.0,,Balance Sheet
