,2015,2016,2017,2018,2019,2020,Report
high,102.85,100.69,114.85,120.34,156.98,178.59,
low,69.7,62.2,79.05,90.55,92.8,92.86,
change,-0.26789999999999997,0.1595,0.2304,-0.10189999999999999,0.6301,-0.1124,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,137.0,171.0,134.0,101.0,149.0,,Balance Sheet
"Trade Accts Recvble, Gross",177.0,196.0,242.0,305.0,281.0,,Balance Sheet
Prov. for Doubtful Accts,-5.0,-5.0,-5.0,-4.0,-7.0,,Balance Sheet
"Trade Accts Recvble, Net",172.0,191.0,238.0,301.0,274.0,,Balance Sheet
Other Receivables,72.0,113.0,82.0,11.0,67.0,,Balance Sheet
"Total Receivables, Net",244.0,304.0,319.0,312.0,342.0,,Balance Sheet
Total Inventory,138.0,153.0,151.0,160.0,151.0,,Balance Sheet
Prepaid Expenses,17.0,18.0,18.0,22.0,21.0,,Balance Sheet
"Other Curr. Assets, Total",2.0,2.0,58.0,41.0,67.0,,Balance Sheet
Total Current Assets,537.0,648.0,680.0,635.0,729.0,,Balance Sheet
Land/Improvements,359.0,360.0,360.0,361.0,366.0,,Balance Sheet
Machinery/Equipment,9110.0,9626.0,10092.0,10402.0,10615.0,,Balance Sheet
Construction in Progress,185.0,293.0,224.0,153.0,170.0,,Balance Sheet
Other Prop./Plant/Equip.,159.0,182.0,229.0,306.0,504.0,,Balance Sheet
Prop./Plant/Equip. - Gross,9814.0,10462.0,10905.0,11220.0,11654.0,,Balance Sheet
Accumulated Depreciation,-2108.0,-2392.0,-2501.0,-2529.0,-2690.0,,Balance Sheet
Prop./Plant/Equip. - Net,7705.0,8070.0,8404.0,8691.0,8965.0,,Balance Sheet
Long Term Investments,35.0,33.0,45.0,45.0,48.0,,Balance Sheet
Other Long Term Assets,64.0,67.0,70.0,98.0,46.0,,Balance Sheet
Total Assets,8341.0,8818.0,9199.0,9470.0,9787.0,,Balance Sheet
Accounts Payable,177.0,248.0,225.0,181.0,157.0,,Balance Sheet
Accrued Expenses,51.0,79.0,89.0,61.0,148.0,,Balance Sheet
Notes Payable/ST Debt,80.0,181.0,345.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,276.0,25.0,39.0,10.0,18.0,,Balance Sheet
Dividends Payable,36.0,35.0,37.0,36.0,39.0,,Balance Sheet
Customer Advances,,,,,31.0,,Balance Sheet
Income Taxes Payable,19.0,36.0,112.0,35.0,34.0,,Balance Sheet
Other Payables,73.0,99.0,125.0,124.0,65.0,,Balance Sheet
Other Current Liabilities,46.0,41.0,0.0,,0.0,,Balance Sheet
"Other Curr. Lblts, Total",174.0,211.0,274.0,196.0,169.0,,Balance Sheet
Total Current Liabilities,758.0,744.0,972.0,447.0,491.0,,Balance Sheet
Long Term Debt,2024.0,2257.0,2224.0,2671.0,3221.0,,Balance Sheet
Capital Lease Obligations,21.0,15.0,11.0,9.0,7.0,,Balance Sheet
Total Long Term Debt,2045.0,2272.0,2236.0,2679.0,3228.0,,Balance Sheet
Total Debt,2401.0,2478.0,2619.0,2689.0,3246.0,,Balance Sheet
Deferred Income Tax,1191.0,1289.0,987.0,1080.0,1128.0,,Balance Sheet
Minority Interest,310.0,315.0,317.0,320.0,323.0,,Balance Sheet
"Other Liabilities, Total",123.0,108.0,139.0,131.0,194.0,,Balance Sheet
Total Liabilities,4427.0,4728.0,4650.0,4657.0,5364.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",6.0,6.0,6.0,6.0,6.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,947.0,955.0,943.0,947.0,844.0,,Balance Sheet
