,2015,2016,2017,2018,2019,2020,Report
high,60.38,52.83,67.07,88.45,69.65,61.92,
low,43.42,29.24,46.88,54.29,43.96,15.26,
change,-0.0221,-0.0257,0.22870000000000001,-0.10740000000000001,0.0358,-0.4575,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,1127.0,887.0,3011.0,1687.0,1527.0,,Balance Sheet
"Trade Accts Recvble, Gross",2939.0,3629.0,4706.0,5862.0,7889.0,,Balance Sheet
Prov. for Doubtful Accts,-12.0,-12.0,-11.0,-9.0,-17.0,,Balance Sheet
"Total Receivables, Net",2927.0,3617.0,4695.0,5853.0,7872.0,,Balance Sheet
Invent. - Finished Goods,2804.0,2810.0,2839.0,5234.0,5548.0,,Balance Sheet
Invent. - Raw Materials,2618.0,2693.0,2550.0,4375.0,4468.0,,Balance Sheet
Inventories - Other,173.0,153.0,161.0,228.0,227.0,,Balance Sheet
LIFO Reserve,-370.0,0.0,,,,,Balance Sheet
Total Inventory,5225.0,5656.0,5550.0,9837.0,10243.0,,Balance Sheet
Restricted Cash - Current,,,,38.0,2.0,,Balance Sheet
Other Current Assets,192.0,241.0,145.0,608.0,526.0,,Balance Sheet
"Other Curr. Assets, Total",192.0,241.0,145.0,646.0,528.0,,Balance Sheet
Total Current Assets,9471.0,10401.0,13401.0,18023.0,20170.0,,Balance Sheet
Prop./Plant/Equip. - Gross,35604.0,38006.0,40538.0,61213.0,67082.0,,Balance Sheet
Accumulated Depreciation,-10440.0,-12241.0,-14095.0,-16155.0,-19008.0,,Balance Sheet
Prop./Plant/Equip. - Net,25164.0,25765.0,26443.0,45058.0,48074.0,,Balance Sheet
"Goodwill, Net",4019.0,3587.0,3586.0,20184.0,20040.0,,Balance Sheet
Long Term Investments,3622.0,3827.0,4787.0,5898.0,6898.0,,Balance Sheet
Other Long Term Assets,839.0,833.0,830.0,3777.0,3374.0,,Balance Sheet
Total Assets,43115.0,44413.0,49047.0,92940.0,98556.0,,Balance Sheet
Accounts Payable,4743.0,5593.0,8297.0,9366.0,11623.0,,Balance Sheet
Accrued Expenses,963.0,994.0,1092.0,1152.0,1730.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,29.0,28.0,624.0,544.0,711.0,,Balance Sheet
Income Taxes Payable,184.0,153.0,169.0,1446.0,1186.0,,Balance Sheet
Other Current Liabilities,426.0,378.0,296.0,708.0,897.0,,Balance Sheet
"Other Curr. Lblts, Total",610.0,531.0,465.0,2154.0,2083.0,,Balance Sheet
Total Current Liabilities,6345.0,7146.0,10478.0,13216.0,16147.0,,Balance Sheet
Long Term Debt,11896.0,10544.0,12322.0,26980.0,27491.0,,Balance Sheet
Capital Lease Obligations,,,,,636.0,,Balance Sheet
Total Long Term Debt,11896.0,10544.0,12322.0,26980.0,28127.0,,Balance Sheet
Total Debt,11925.0,10572.0,12946.0,27524.0,28838.0,,Balance Sheet
Deferred Income Tax,3285.0,3861.0,2654.0,4864.0,6392.0,,Balance Sheet
Minority Interest,6438.0,7646.0,7795.0,9878.0,9413.0,,Balance Sheet
Pension Benefits - Underfunded,1179.0,1055.0,1099.0,1509.0,1643.0,,Balance Sheet
Other LT Liabilities,735.0,604.0,666.0,1318.0,3140.0,,Balance Sheet
"Other Liabilities, Total",1914.0,1659.0,1765.0,2827.0,4783.0,,Balance Sheet
Total Liabilities,29878.0,30856.0,35014.0,57765.0,64862.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,7.0,7.0,7.0,10.0,10.0,,Balance Sheet
Additional Paid-In Capital,11071.0,11060.0,11262.0,33729.0,33157.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),9752.0,10206.0,12864.0,14755.0,15990.0,,Balance Sheet
Treasury Stock - Common,-7275.0,-7482.0,-9869.0,-13175.0,-15143.0,,Balance Sheet
Min. Pension Lblty Adj.,-325.0,-240.0,-238.0,-155.0,-328.0,,Balance Sheet
Other Comprehensive Income,7.0,6.0,7.0,11.0,8.0,,Balance Sheet
"Other Equity, Total",-318.0,-234.0,-231.0,-144.0,-320.0,,Balance Sheet
Total Equity,13237.0,13557.0,14033.0,35175.0,33694.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,43115.0,44413.0,49047.0,92940.0,98556.0,,Balance Sheet
Ttl Comm. Shares Outs.,531.0,528.0,486.0,680.0,649.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,198.0,203.0,248.0,295.0,329.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Net Sales,219.0,42.0,1260.0,1342.0,538.0,,Income Statement
Gross Revenue,72032.0,63290.0,74099.0,95737.0,123968.0,,Income Statement
Total Revenue,72251.0,63332.0,75359.0,97079.0,124506.0,,Income Statement
Excise Taxes Payments,7692.0,,,,,,Income Statement
"Cost of Revenue, Total",63877.0,57018.0,67063.0,86007.0,110320.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1967.0,2032.0,2062.0,2778.0,4159.0,,Income Statement
Depreciation/Amortization,1646.0,2001.0,2114.0,2490.0,3638.0,,Income Statement
"Inter/Invest Inc, Operating",-294.0,167.0,26.0,59.0,-77.0,,Income Statement
Litigation,,,86.0,,,,Income Statement
Impair-Assets Held for Use,,130.0,0.0,0.0,1197.0,,Income Statement
Impair-Assets Held for Sale,370.0,-370.0,0.0,0.0,,,Income Statement
Other Unusual Expnse (In),5.0,0.0,0.0,261.0,0.0,,Income Statement
