,2015,2016,2017,2018,2019,2020,Report
high,70.32,40.95,43.42,56.51,55.15,48.19,
low,39.64,20.77,25.04,35.7,38.9,19.73,
change,-0.3454,-0.21420000000000003,0.3285,0.0152,0.1178,-0.3976,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash,71.0,89.0,120.0,34.0,59.0,,Balance Sheet
Cash & Equivalents,190.0,1075.0,710.0,623.0,211.0,,Balance Sheet
Short Term Investments,25.0,,5.0,25.0,17.0,,Balance Sheet
Cash and Short Term Invs,286.0,1164.0,835.0,682.0,287.0,,Balance Sheet
"Trade Accts Recvble, Gross",,230.0,300.0,229.0,,,Balance Sheet
Prov. for Doubtful Accts,,-3.0,-3.0,-3.0,,,Balance Sheet
"Trade Accts Recvble, Net",210.0,227.0,297.0,226.0,229.0,,Balance Sheet
Other Receivables,57.0,9.0,10.0,9.0,13.0,,Balance Sheet
"Total Receivables, Net",267.0,236.0,307.0,235.0,242.0,,Balance Sheet
Invent. - Finished Goods,286.0,279.0,233.0,272.0,311.0,,Balance Sheet
Invent. - Raw Materials,35.0,60.0,42.0,37.0,40.0,,Balance Sheet
Total Inventory,321.0,339.0,275.0,309.0,351.0,,Balance Sheet
Prepaid Expenses,185.0,841.0,33.0,28.0,71.0,,Balance Sheet
Restricted Cash - Current,23.0,5.0,0.0,,,,Balance Sheet
Other Current Assets,45.0,70.0,15.0,20.0,23.0,,Balance Sheet
"Other Curr. Assets, Total",68.0,75.0,15.0,20.0,23.0,,Balance Sheet
Total Current Assets,1127.0,2655.0,1465.0,1274.0,974.0,,Balance Sheet
Buildings,271.0,878.0,882.0,886.0,890.0,,Balance Sheet
Land/Improvements,68.0,69.0,71.0,69.0,71.0,,Balance Sheet
Machinery/Equipment,7348.0,11664.0,12070.0,12127.0,12338.0,,Balance Sheet
Construction in Progress,3626.0,280.0,223.0,225.0,236.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,280.0,,Balance Sheet
Prop./Plant/Equip. - Gross,11313.0,12891.0,13246.0,13307.0,13815.0,,Balance Sheet
Accumulated Depreciation,-2774.0,-3239.0,-4071.0,-4684.0,-5365.0,,Balance Sheet
Prop./Plant/Equip. - Net,8539.0,9652.0,9175.0,8623.0,8450.0,,Balance Sheet
"Goodwill, Net",2390.0,2345.0,2371.0,2353.0,2365.0,,Balance Sheet
Intangibles - Gross,185.0,164.0,174.0,167.0,162.0,,Balance Sheet
Accum. Intangible Amort.,-29.0,-36.0,-45.0,-52.0,-52.0,,Balance Sheet
Intangibles - Net,156.0,128.0,129.0,115.0,110.0,,Balance Sheet
Long Term Investments,298.0,139.0,108.0,93.0,88.0,,Balance Sheet
Other Long Term Assets,173.0,212.0,215.0,203.0,185.0,,Balance Sheet
Total Assets,12683.0,15131.0,13463.0,12661.0,12172.0,,Balance Sheet
Accounts Payable,97.0,81.0,99.0,101.0,78.0,,Balance Sheet
Accrued Expenses,821.0,557.0,373.0,444.0,449.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Customer Advances,162.0,42.0,89.0,149.0,119.0,,Balance Sheet
Income Taxes Payable,5.0,1.0,2.0,5.0,1.0,,Balance Sheet
Other Current Liabilities,130.0,5.0,17.0,6.0,18.0,,Balance Sheet
"Other Curr. Lblts, Total",297.0,48.0,108.0,160.0,138.0,,Balance Sheet
