,2015,2016,2017,2018,2019,2020,Report
high,33.03,44.15,52.2,59.19,52.08,52.48,
low,26.22,19.65,38.43,38.08,39.11,23.58,
change,-0.0484,0.6204999999999999,0.16210000000000002,-0.21910000000000002,0.297,-0.4133,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Due from Banks,798.0,737.0,548.0,614.0,705.0,,Balance Sheet
Interest-Earning Deposits,6108.0,1411.0,782.0,619.0,743.0,,Balance Sheet
Fed. Fund/Resale,620.0,568.0,514.0,1461.0,484.0,,Balance Sheet
Trading Account Assets,48.0,115.0,148.0,106.0,182.0,,Balance Sheet
Other Short Trm Invest.,926.0,949.0,1067.0,1091.0,1056.0,,Balance Sheet
Securities Held,546.0,868.0,770.0,774.0,592.0,,Balance Sheet
Securities for Sale,7643.0,13372.0,15161.0,14737.0,13725.0,,Balance Sheet
Total Invest. Securities,8189.0,14240.0,15931.0,15511.0,14317.0,,Balance Sheet
Loans Held for Sale,150.0,172.0,44.0,93.0,129.0,,Balance Sheet
"Other Erng. Assets, Total",16040.0,17455.0,18486.0,18881.0,16911.0,,Balance Sheet
Total Gross Loans,40650.0,42649.0,44780.0,46714.0,48709.0,,Balance Sheet
Loan Loss Allowances,-606.0,-568.0,-518.0,-495.0,-495.0,,Balance Sheet
Net Loans,40043.0,42082.0,44262.0,46219.0,48214.0,,Balance Sheet
Buildings,599.0,683.0,720.0,736.0,747.0,,Balance Sheet
Land/Improvements,230.0,229.0,234.0,238.0,235.0,,Balance Sheet
Other Prop./Plant/Equip.,894.0,952.0,987.0,1021.0,1331.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1723.0,1865.0,1941.0,1995.0,2313.0,,Balance Sheet
Accumulated Depreciation,-817.0,-845.0,-847.0,-871.0,-953.0,,Balance Sheet
Prop./Plant/Equip. - Net,905.0,1020.0,1094.0,1124.0,1360.0,,Balance Sheet
"Goodwill, Net",1014.0,1014.0,1014.0,1014.0,1014.0,,Balance Sheet
Intangibles - Gross,195.0,195.0,195.0,195.0,195.0,,Balance Sheet
Accum. Intangible Amort.,-178.0,-186.0,-193.0,-194.0,-195.0,,Balance Sheet
Intangibles - Net,16.0,8.0,2.0,1.0,0.0,,Balance Sheet
Def. Inc. Tax - LT Asset,203.0,250.0,93.0,130.0,37.0,,Balance Sheet
Other Real Estate Owned,7.0,4.0,4.0,4.0,8.0,,Balance Sheet
