,2015,2016,2017,2018,2019,2020,Report
high,53.5,55.5,64.79,70.22,66.38,70.52,
low,38.54,37.69,41.02,47.61,47.84,50.06,
change,0.1526,-0.09210000000000002,0.4175,-0.2237,0.30870000000000003,0.0285,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,2175.0,378.0,529.0,638.0,798.0,,Balance Sheet
Short Term Investments,745.0,221.0,673.0,321.0,533.0,,Balance Sheet
Cash and Short Term Invs,2920.0,598.0,1202.0,958.0,1331.0,,Balance Sheet
"Trade Accts Recvble, Net",353.0,448.0,449.0,485.0,540.0,,Balance Sheet
Other Receivables,125.0,125.0,0.0,,,,Balance Sheet
"Total Receivables, Net",478.0,573.0,449.0,485.0,540.0,,Balance Sheet
Invent. - Finished Goods,104.0,103.0,177.0,183.0,226.0,,Balance Sheet
Invent. - Raw Materials,52.0,59.0,79.0,94.0,135.0,,Balance Sheet
Total Inventory,156.0,162.0,256.0,278.0,361.0,,Balance Sheet
Prepaid Expenses,45.0,99.0,180.0,84.0,84.0,,Balance Sheet
Total Current Assets,3600.0,1432.0,2086.0,1804.0,2316.0,,Balance Sheet
Buildings,43.0,72.0,110.0,121.0,137.0,,Balance Sheet
Land/Improvements,7.0,47.0,47.0,44.0,78.0,,Balance Sheet
Machinery/Equipment,126.0,149.0,190.0,226.0,260.0,,Balance Sheet
Other Prop./Plant/Equip.,15.0,15.0,21.0,26.0,31.0,,Balance Sheet
Prop./Plant/Equip. - Gross,190.0,283.0,369.0,417.0,506.0,,Balance Sheet
Accumulated Depreciation,-93.0,-110.0,-139.0,-174.0,-207.0,,Balance Sheet
Prop./Plant/Equip. - Net,97.0,173.0,230.0,243.0,299.0,,Balance Sheet
"Goodwill, Net",1280.0,1332.0,1332.0,1332.0,1332.0,,Balance Sheet
Intangibles - Gross,432.0,1047.0,1060.0,1084.0,1101.0,,Balance Sheet
Accum. Intangible Amort.,-4.0,-15.0,-26.0,-38.0,-49.0,,Balance Sheet
Intangibles - Net,428.0,1033.0,1034.0,1046.0,1052.0,,Balance Sheet
Long Term Investments,15.0,2.0,2.0,0.0,13.0,,Balance Sheet
Other Long Term Assets,11.0,22.0,14.0,16.0,54.0,,Balance Sheet
Total Assets,5571.0,4153.0,4791.0,4527.0,5150.0,,Balance Sheet
Accounts Payable,145.0,193.0,246.0,249.0,274.0,,Balance Sheet
Accrued Expenses,230.0,228.0,261.0,298.0,327.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,1.0,,Balance Sheet
Customer Advances,32.0,42.0,43.0,44.0,44.0,,Balance Sheet
Income Taxes Payable,3.0,8.0,11.0,10.0,15.0,,Balance Sheet
"Other Curr. Lblts, Total",35.0,49.0,54.0,54.0,59.0,,Balance Sheet
Total Current Liabilities,410.0,471.0,560.0,601.0,661.0,,Balance Sheet
Total Long Term Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Total Debt,0.0,0.0,0.0,0.0,1.0,,Balance Sheet
"Other Liabilities, Total",352.0,353.0,335.0,315.0,318.0,,Balance Sheet
Total Liabilities,762.0,824.0,896.0,916.0,979.0,,Balance Sheet
Common Stock,1.0,3.0,3.0,3.0,3.0,,Balance Sheet
Additional Paid-In Capital,3992.0,4051.0,4151.0,4238.0,4398.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1395.0,2108.0,2928.0,3915.0,5022.0,,Balance Sheet
Treasury Stock - Common,-556.0,-2809.0,-3170.0,-4512.0,-5220.0,,Balance Sheet
Unrealized Gain (Loss),,0.0,-1.0,0.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,,-23.0,-16.0,-33.0,-33.0,,Balance Sheet
Other Comprehensive Income,-22.0,,,,,,Balance Sheet
"Other Equity, Total",-22.0,-23.0,-16.0,-33.0,-33.0,,Balance Sheet
Total Equity,4809.0,3330.0,3895.0,3611.0,4171.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,5571.0,4153.0,4791.0,4527.0,5150.0,,Balance Sheet
Ttl Comm. Shares Outs.,609.0,567.0,566.0,544.0,537.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,12.0,57.0,63.0,87.0,100.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Gross Revenue,3106.0,3485.0,3861.0,4430.0,4868.0,,Income Statement
Sales Returns & Allowances,-383.0,-436.0,-492.0,-622.0,-667.0,,Income Statement
Total Revenue,2723.0,3049.0,3369.0,3807.0,4201.0,,Income Statement
"Cost of Revenue, Total",1123.0,1153.0,1284.0,1569.0,1746.0,,Income Statement
Selling/Gen/Admin Expense,68.0,72.0,58.0,60.0,85.0,,Income Statement
Labor & Related Expense,77.0,82.0,104.0,118.0,140.0,,Income Statement
Advertising Expense,210.0,271.0,324.0,354.0,392.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",355.0,425.0,486.0,531.0,616.0,,Income Statement
Unusual Expense (Income),63.0,80.0,35.0,27.0,11.0,,Income Statement
Loss(Gain)/Sale Asts (Oper),-161.0,0.0,0.0,,,,Income Statement
Other Operating Expense,269.0,278.0,334.0,362.0,382.0,,Income Statement
"Other, Net",20.0,28.0,32.0,35.0,43.0,,Income Statement
"Other Operat Expse, Total",289.0,306.0,365.0,397.0,425.0,,Income Statement
Total Operating Expense,1829.0,1964.0,2170.0,2524.0,2798.0,,Income Statement
Total Operating Income,894.0,1085.0,1199.0,1284.0,1403.0,,Income Statement
"Inter Income, Non-Operating",,,,,18.0,,Income Statement
"Invest Income, Non-Operat",3.0,2.0,-14.0,10.0,-7.0,,Income Statement
"Inter Inc(Exp),Net Non-Oper",-5.0,-7.0,17.0,0.0,2.0,,Income Statement
Income Before Tax,892.0,1080.0,1202.0,1293.0,1416.0,,Income Statement
Income Tax - Total,345.0,367.0,339.0,298.0,308.0,,Income Statement
Income After Tax,547.0,713.0,863.0,995.0,1108.0,,Income Statement
Net Inc Before Extra Items,547.0,713.0,863.0,995.0,1108.0,,Income Statement
Total Extraordinary Items,,,-42.0,-2.0,,,Income Statement
Total Net Income,547.0,713.0,821.0,993.0,1108.0,,Income Statement
Income Available to Common Excl. Extra. Items,547.0,713.0,863.0,995.0,1108.0,,Income Statement
Income Available to Common Incl. Extra. Items,547.0,713.0,821.0,993.0,1108.0,,Income Statement
Basic/Primary Weighted Average Shares,566.0,588.0,567.0,557.0,542.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,0.97,1.21,1.52,1.79,2.04,,Income Statement
Basic/Primary EPS Incl. Extra. Items,0.97,1.21,1.45,1.78,2.04,,Income Statement
Dilution Adjustment,0.0,0.0,,,,,Income Statement
Diluted Weighted Average Shares,578.0,600.0,577.0,564.0,547.0,,Income Statement
Diluted EPS Excl. Extra. Items,0.95,1.19,1.49,1.76,2.03,,Income Statement
Diluted EPS Incl. Extra. Items,0.95,1.19,1.42,1.76,2.03,,Income Statement
Div/Share-ComStockPrimIssue,0.0,,,,,,Income Statement
Gross Divid - Common Stock,0.0,0.0,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",0.0,0.0,0.0,0.0,0.0,,Income Statement
"Depreciat/Amort, Suppl",27.0,30.0,37.0,45.0,49.0,,Income Statement
Total Special Items,63.0,80.0,35.0,27.0,11.0,,Income Statement
Normalzd Income Before Tax,954.0,1159.0,1237.0,1320.0,1427.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),24.0,27.0,10.0,6.0,2.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,369.0,394.0,349.0,305.0,311.0,,Income Statement
Normalized Income After Tax,585.0,765.0,888.0,1015.0,1117.0,,Income Statement
Normalzd Inc Avail to Common,585.0,765.0,888.0,1015.0,1117.0,,Income Statement
Basic Normalized EPS,1.03,1.3,1.57,1.82,2.06,,Income Statement
Diluted Normalized EPS,1.01,1.28,1.54,1.8,2.04,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,547.0,713.0,821.0,993.0,1108.0,,Cash Flow
