,2015,2016,2017,2018,2019,2020,Report
high,61.82,74.7,91.29,102.17,92.0,102.45,
low,45.86,39.84,69.09,69.12,71.39,54.21,
change,0.0026000000000000003,0.22469999999999998,0.2688,-0.1696,0.2267,-0.2577,
Date,2015-09-30 00:00:00,2016-09-30 00:00:00,2017-09-30 00:00:00,2018-09-30 00:00:00,2019-09-30 00:00:00,,Balance Sheet
Cash,2598.0,,,,,,Balance Sheet
Cash & Equivalents,,1650.0,3670.0,3500.0,3957.0,,Balance Sheet
Cash and Short Term Invs,2598.0,1650.0,3670.0,3500.0,3957.0,,Balance Sheet
"Trade Accts Recvble, Gross",2186.0,,,,,,Balance Sheet
Prov. for Doubtful Accts,0.0,,,,,,Balance Sheet
"Trade Accts Recvble, Net",2320.0,3096.0,3035.0,3599.0,2952.0,,Balance Sheet
Other Receivables,538.0,631.0,669.0,593.0,549.0,,Balance Sheet
"Total Receivables, Net",2859.0,3727.0,3703.0,4192.0,3501.0,,Balance Sheet
Prepaid Expenses,37.0,39.0,27.0,16.0,,,Balance Sheet
"Other Curr. Assets, Total",2905.0,4884.0,3476.0,2441.0,2014.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Buildings,241.0,261.0,324.0,350.0,385.0,,Balance Sheet
Land/Improvements,20.0,24.0,29.0,29.0,29.0,,Balance Sheet
Machinery/Equipment,189.0,272.0,346.0,417.0,486.0,,Balance Sheet
Construction in Progress,6.0,4.0,12.0,16.0,10.0,,Balance Sheet
Other Prop./Plant/Equip.,180.0,201.0,224.0,248.0,278.0,,Balance Sheet
Prop./Plant/Equip. - Gross,637.0,761.0,936.0,1061.0,1188.0,,Balance Sheet
Accumulated Depreciation,-381.0,-440.0,-498.0,-574.0,-661.0,,Balance Sheet
Prop./Plant/Equip. - Net,256.0,321.0,437.0,486.0,527.0,,Balance Sheet
"Goodwill, Net",308.0,408.0,411.0,478.0,464.0,,Balance Sheet
Intangibles - Gross,96.0,129.0,119.0,209.0,209.0,,Balance Sheet
Accum. Intangible Amort.,-26.0,-34.0,-36.0,-49.0,-62.0,,Balance Sheet
Intangibles - Net,69.0,95.0,82.0,161.0,147.0,,Balance Sheet
LT Invt. - Affiliate Comp.,200.0,116.0,112.0,107.0,75.0,,Balance Sheet
LT Investments - Other,2512.0,3216.0,4296.0,5058.0,5509.0,,Balance Sheet
Long Term Investments,2712.0,3332.0,4408.0,5166.0,5584.0,,Balance Sheet
Note Rcvble - Long Term,13477.0,16049.0,17880.0,20453.0,21874.0,,Balance Sheet
Def. Inc. Tax - LT Asset,267.0,322.0,313.0,203.0,231.0,,Balance Sheet
Other Assets,981.0,658.0,475.0,316.0,531.0,,Balance Sheet
"Other Assets, Total",981.0,658.0,475.0,316.0,531.0,,Balance Sheet
Total Assets,26468.0,31487.0,34883.0,37413.0,38830.0,,Balance Sheet
Accounts Payable,5557.0,7307.0,6152.0,6290.0,5108.0,,Balance Sheet
Accrued Expenses,843.0,898.0,1060.0,1189.0,1272.0,,Balance Sheet
Notes Payable/ST Debt,12252.0,14456.0,17953.0,20128.0,22431.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,1867.0,2289.0,3063.0,2449.0,2444.0,,Balance Sheet
Total Debt,14119.0,16745.0,21016.0,22576.0,24875.0,,Balance Sheet
Minority Interest,264.0,146.0,112.0,84.0,62.0,,Balance Sheet
"Other Liabilities, Total",1164.0,1473.0,962.0,905.0,932.0,,Balance Sheet
Total Liabilities,21946.0,26570.0,29302.0,31044.0,32249.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,1.0,2.0,2.0,2.0,2.0,,Balance Sheet
Additional Paid-In Capital,1345.0,1499.0,1645.0,1808.0,1938.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),3420.0,3835.0,4340.0,5033.0,5874.0,,Balance Sheet
Treasury Stock - Common,-203.0,-363.0,-390.0,-447.0,-1210.0,,Balance Sheet
Cum. Trans. Adjustment,-37.0,-35.0,-19.0,-23.0,-25.0,,Balance Sheet
Other Comprehensive Income,-3.0,-21.0,4.0,-4.0,2.0,,Balance Sheet
"Other Equity, Total",-41.0,-56.0,-15.0,-27.0,-23.0,,Balance Sheet
Total Equity,4522.0,4917.0,5582.0,6368.0,6581.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,26468.0,31487.0,34883.0,37413.0,38830.0,,Balance Sheet
Ttl Comm. Shares Outs.,143.0,142.0,144.0,146.0,138.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,6.0,10.0,10.0,11.0,21.0,,Balance Sheet
Date,2015-09-30 00:00:00,2016-09-30 00:00:00,2017-09-30 00:00:00,2018-09-30 00:00:00,2019-09-30 00:00:00,,Income Statement
Total Revenue,5308.0,5521.0,6525.0,7476.0,8023.0,,Income Statement
"Cost of Revenue, Total",210.0,219.0,281.0,368.0,462.0,,Income Statement
Selling/Gen/Admin Expense,589.0,596.0,657.0,735.0,785.0,,Income Statement
Labor & Related Expense,3525.0,3627.0,4223.0,4803.0,5092.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",4114.0,4223.0,4879.0,5538.0,5877.0,,Income Statement
"Inter/Invest Inc, Operating",,-2.0,8.0,-8.0,-5.0,,Income Statement
Other Unusual Expnse (In),0.0,41.0,61.0,4.0,15.0,,Income Statement
