,2015,2016,2017,2018,2019,2020,Report
high,72.97,87.55,95.3,133.97,182.28,187.49,
low,56.4,59.13,76.92,89.18,110.61,120.77,
change,0.132,0.2249,0.0833,0.2664,0.4147,-0.1905,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1980.0,1030.0,1205.0,1246.0,1001.0,,Balance Sheet
Short Term Investments,438.0,46.0,0.0,,,,Balance Sheet
Cash and Short Term Invs,2418.0,1076.0,1205.0,1246.0,1001.0,,Balance Sheet
"Trade Accts Recvble, Gross",1390.0,1454.0,1568.0,1344.0,1475.0,,Balance Sheet
Prov. for Doubtful Accts,-28.0,-44.0,-45.0,-51.0,-63.0,,Balance Sheet
"Trade Accts Recvble, Net",1362.0,1410.0,1585.0,2335.0,2482.0,,Balance Sheet
Other Receivables,44.0,90.0,90.0,138.0,77.0,,Balance Sheet
"Total Receivables, Net",1406.0,1500.0,1675.0,2473.0,2559.0,,Balance Sheet
Invent. - Finished Goods,151.0,151.0,178.0,206.0,209.0,,Balance Sheet
Invent. - Work In Progress,661.0,748.0,831.0,293.0,374.0,,Balance Sheet
Inventories - Other,-142.0,-131.0,-133.0,-143.0,-136.0,,Balance Sheet
Total Inventory,670.0,768.0,876.0,356.0,447.0,,Balance Sheet
Restricted Cash - Current,,,63.0,11.0,,,Balance Sheet
Discont. Ops.-Curr. Assets,27.0,0.0,,,,,Balance Sheet
Other Current Assets,98.0,124.0,131.0,186.0,171.0,,Balance Sheet
"Other Curr. Assets, Total",125.0,124.0,194.0,197.0,171.0,,Balance Sheet
Total Current Assets,4619.0,3468.0,3950.0,4272.0,4178.0,,Balance Sheet
Buildings,523.0,306.0,316.0,362.0,410.0,,Balance Sheet
Land/Improvements,17.0,12.0,11.0,10.0,15.0,,Balance Sheet
Machinery/Equipment,1585.0,1921.0,2122.0,1886.0,2051.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,554.0,,Balance Sheet
Prop./Plant/Equip. - Gross,2125.0,2239.0,2449.0,2258.0,3030.0,,Balance Sheet
Accumulated Depreciation,-1638.0,-1450.0,-1593.0,-1363.0,-1484.0,,Balance Sheet
Prop./Plant/Equip. - Net,487.0,789.0,856.0,895.0,1546.0,,Balance Sheet
"Goodwill, Net",420.0,728.0,938.0,1514.0,2067.0,,Balance Sheet
Intangibles - Gross,111.0,983.0,1183.0,1719.0,2037.0,,Balance Sheet
Accum. Intangible Amort.,-62.0,-162.0,-322.0,-489.0,-710.0,,Balance Sheet
Intangibles - Net,49.0,821.0,861.0,1230.0,1327.0,,Balance Sheet
LT Invt. - Affiliate Comp.,9.0,17.0,13.0,12.0,20.0,,Balance Sheet
LT Investments - Other,222.0,221.0,234.0,157.0,139.0,,Balance Sheet
Long Term Investments,231.0,238.0,247.0,169.0,159.0,,Balance Sheet
Note Rcvble - Long Term,88.0,89.0,111.0,161.0,148.0,,Balance Sheet
Pension Bene. - Overfunded,128.0,102.0,133.0,135.0,223.0,,Balance Sheet
Def. Inc. Tax - LT Asset,2278.0,2219.0,1023.0,985.0,943.0,,Balance Sheet
Disct. Ops. - LT Asset,40.0,0.0,,,,,Balance Sheet
Other Long Term Assets,6.0,9.0,89.0,48.0,51.0,,Balance Sheet
Total Assets,8346.0,8463.0,8208.0,9409.0,10642.0,,Balance Sheet
Accounts Payable,518.0,553.0,593.0,592.0,618.0,,Balance Sheet
Accrued Expenses,687.0,838.0,903.0,817.0,985.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,4.0,4.0,52.0,31.0,16.0,,Balance Sheet
Dividends Payable,71.0,77.0,84.0,93.0,110.0,,Balance Sheet
Customer Advances,727.0,873.0,1041.0,1263.0,1449.0,,Balance Sheet
Income Taxes Payable,48.0,111.0,107.0,111.0,95.0,,Balance Sheet
Other Current Liabilities,138.0,212.0,151.0,189.0,166.0,,Balance Sheet
"Other Curr. Lblts, Total",984.0,1273.0,1383.0,1656.0,1820.0,,Balance Sheet
Total Current Liabilities,2193.0,2668.0,2931.0,3096.0,3439.0,,Balance Sheet
Long Term Debt,4345.0,4392.0,4419.0,5289.0,5097.0,,Balance Sheet
Capital Lease Obligations,,,,,16.0,,Balance Sheet
Total Long Term Debt,4345.0,4392.0,4419.0,5289.0,5113.0,,Balance Sheet
Total Debt,4349.0,4396.0,4471.0,5320.0,5129.0,,Balance Sheet
Deferred Income Tax,,121.0,115.0,201.0,184.0,,Balance Sheet
Minority Interest,10.0,12.0,15.0,17.0,17.0,,Balance Sheet
Pension Benefits - Underfunded,1561.0,1799.0,2019.0,1557.0,1524.0,,Balance Sheet
Other LT Liabilities,343.0,435.0,451.0,542.0,1065.0,,Balance Sheet
"Other Liabilities, Total",1904.0,2234.0,2470.0,2099.0,2589.0,,Balance Sheet
Total Liabilities,8452.0,9427.0,9950.0,10702.0,11342.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,0.0,0.0,,Balance Sheet
Common Stock,2.0,2.0,2.0,2.0,2.0,,Balance Sheet
Additional Paid-In Capital,42.0,203.0,351.0,419.0,499.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1716.0,1148.0,467.0,1051.0,1239.0,,Balance Sheet
