,2015,2016,2017,2018,2019,2020,Report
high,92.8,110.01,110.95,104.98,140.15,148.88,
low,72.51,82.91,92.5,85.16,92.19,82.0,
change,0.1809,0.08310000000000001,0.023100000000000002,-0.0487,0.389,-0.1268,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,38.0,34.0,11.0,34.0,20.0,,Balance Sheet
Total Inventory,,,,58.0,35.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Prop./Plant/Equip. - Gross,8199.0,12953.0,13292.0,13599.0,13864.0,,Balance Sheet
Accumulated Depreciation,-1482.0,-1656.0,-2075.0,-2549.0,-2955.0,,Balance Sheet
Prop./Plant/Equip. - Net,6717.0,11297.0,11217.0,11049.0,10963.0,,Balance Sheet
"Goodwill, Net",2.0,1.0,,,,,Balance Sheet
Intangibles - Net,,,,4.0,3.0,,Balance Sheet
Long Term Investments,2.0,44.0,45.0,48.0,57.0,,Balance Sheet
Deferred Charges,5.0,5.0,,,,,Balance Sheet
Disct. Ops. - LT Asset,,,5.0,,,,Balance Sheet
Restricted Cash - LT,26.0,88.0,78.0,17.0,50.0,,Balance Sheet
Other Assets,59.0,135.0,136.0,113.0,103.0,,Balance Sheet
"Other Assets, Total",59.0,135.0,136.0,113.0,103.0,,Balance Sheet
Total Assets,6848.0,11604.0,11492.0,11324.0,11230.0,,Balance Sheet
Accounts Payable,6.0,12.0,,,,,Balance Sheet
Accrued Expenses,226.0,414.0,406.0,414.0,472.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",12.0,19.0,,,,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,3428.0,4500.0,4502.0,4528.0,4455.0,,Balance Sheet
Total Debt,3428.0,4500.0,4502.0,4528.0,4455.0,,Balance Sheet
Minority Interest,166.0,238.0,234.0,222.0,221.0,,Balance Sheet
"Other Liabilities, Total",10.0,8.0,,,,,Balance Sheet
Total Liabilities,3847.0,5191.0,5142.0,5165.0,5148.0,,Balance Sheet
Redeemable Preferred Stock,8.0,10.0,10.0,9.0,14.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,3627.0,7109.0,7121.0,7138.0,7166.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-634.0,-707.0,-785.0,-989.0,-1085.0,,Balance Sheet
"Other Equity, Total",-2.0,1.0,2.0,0.0,-13.0,,Balance Sheet
Total Equity,3000.0,6414.0,6350.0,6159.0,6083.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,6848.0,11604.0,11492.0,11324.0,11230.0,,Balance Sheet
Ttl Comm. Shares Outs.,75.0,114.0,114.0,114.0,114.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,1043.0,1125.0,1529.0,1571.0,1641.0,,Income Statement
"Cost of Revenue, Total",329.0,351.0,620.0,642.0,668.0,,Income Statement
Selling/Gen/Admin Expense,26.0,29.0,40.0,35.0,46.0,,Income Statement
Labor & Related Expense,103.0,107.0,,,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",129.0,136.0,40.0,35.0,46.0,,Income Statement
Depreciation/Amortization,295.0,323.0,494.0,490.0,497.0,,Income Statement
Unusual Expense (Income),6.0,44.0,20.0,9.0,0.0,,Income Statement
Loss(Gain)/Sale Asts (Oper),3.0,3.0,,,,,Income Statement
Total Operating Expense,758.0,853.0,1174.0,1176.0,1211.0,,Income Statement
Total Operating Income,285.0,272.0,355.0,395.0,430.0,,Income Statement
"Inter Expse, Non-Operating",-124.0,-132.0,-162.0,-176.0,-183.0,,Income Statement
"Inter Capital, Non-Operat",2.0,2.0,7.0,2.0,3.0,,Income Statement
"Inter Expse,Net Non-Operat",-122.0,-130.0,-155.0,-174.0,-180.0,,Income Statement
"Inter/Invest Inc, Non-Oper",,,,-3.0,18.0,,Income Statement
"Inter Inc(Exp),Net Non-Oper",0.0,1.0,,,,,Income Statement
Gain(Loss)on Sale of Assets,190.0,83.0,127.0,4.0,93.0,,Income Statement
"Other, Net",0.0,0.0,14.0,8.0,7.0,,Income Statement
Income Before Tax,352.0,226.0,342.0,232.0,369.0,,Income Statement
Income Tax - Total,2.0,2.0,3.0,3.0,4.0,,Income Statement
Income After Tax,351.0,224.0,339.0,229.0,365.0,,Income Statement
Minority Interest,-18.0,-12.0,-12.0,-8.0,-13.0,,Income Statement
Equity In Affiliates,0.0,0.0,1.0,2.0,2.0,,Income Statement
Net Inc Before Extra Items,332.0,212.0,328.0,223.0,354.0,,Income Statement
Total Extraordinary Items,0.0,0.0,,,,,Income Statement
Total Net Income,332.0,212.0,328.0,223.0,354.0,,Income Statement
Preferred Dividends,,0.0,-4.0,-4.0,-4.0,,Income Statement
Misc Earnings Adjustment,-1.0,-1.0,-1.0,0.0,-1.0,,Income Statement
Total Adjust to Net Income,-1.0,-1.0,-4.0,-4.0,-4.0,,Income Statement
Income Available to Common Excl. Extra. Items,332.0,211.0,324.0,219.0,350.0,,Income Statement
Income Available to Common Incl. Extra. Items,332.0,211.0,324.0,219.0,350.0,,Income Statement
Basic/Primary Weighted Average Shares,75.0,79.0,113.0,114.0,118.0,,Income Statement
