,2015,2016,2017,2018,2019,2020,Report
high,71.15,63.34,99.44,107.85,69.45,38.37,
low,29.51,24.27,57.06,49.19,26.02,7.9,
change,-0.4993,0.865,0.5952000000000001,-0.4397,-0.281,-0.5359,
Date,2015-04-03 00:00:00,2016-04-01 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,2076.0,1178.0,1263.0,2593.0,2899.0,,Balance Sheet
"Trade Accts Recvble, Gross",1708.0,1862.0,1669.0,5521.0,5241.0,,Balance Sheet
Prov. for Doubtful Accts,-26.0,-31.0,-26.0,-40.0,-60.0,,Balance Sheet
"Total Receivables, Net",1682.0,1831.0,1643.0,5481.0,5181.0,,Balance Sheet
Prepaid Expenses,292.0,403.0,299.0,496.0,627.0,,Balance Sheet
Discont. Ops.-Curr. Assets,806.0,0.0,,581.0,0.0,,Balance Sheet
Other Current Assets,,,42.0,469.0,359.0,,Balance Sheet
"Other Curr. Assets, Total",806.0,0.0,42.0,1050.0,359.0,,Balance Sheet
Total Current Assets,4856.0,3412.0,3247.0,9620.0,9066.0,,Balance Sheet
Land/Improvements,912.0,921.0,873.0,,2180.0,,Balance Sheet
Machinery/Equipment,2750.0,2794.0,2695.0,,4719.0,,Balance Sheet
Construction in Progress,3.0,7.0,10.0,,14.0,,Balance Sheet
Other Prop./Plant/Equip.,185.0,197.0,141.0,7049.0,224.0,,Balance Sheet
Prop./Plant/Equip. - Gross,3850.0,3919.0,3719.0,7049.0,7137.0,,Balance Sheet
Accumulated Depreciation,-2740.0,-2894.0,-2816.0,-3686.0,-3958.0,,Balance Sheet
Prop./Plant/Equip. - Net,1110.0,1025.0,903.0,3363.0,3179.0,,Balance Sheet
"Goodwill, Net",838.0,1277.0,1855.0,7619.0,7606.0,,Balance Sheet
Intangibles - Gross,3088.0,3071.0,4087.0,10548.0,9338.0,,Balance Sheet
Accum. Intangible Amort.,-2044.0,-2025.0,-2293.0,-3369.0,-3399.0,,Balance Sheet
Intangibles - Net,1044.0,1046.0,1794.0,7179.0,5939.0,,Balance Sheet
Def. Inc. Tax - LT Asset,396.0,345.0,381.0,373.0,355.0,,Balance Sheet
Disct. Ops. - LT Asset,1479.0,0.0,,3363.0,0.0,,Balance Sheet
Other Long Term Assets,498.0,631.0,483.0,2404.0,3429.0,,Balance Sheet
Total Assets,10221.0,7736.0,8663.0,33921.0,29574.0,,Balance Sheet
Accounts Payable,295.0,341.0,410.0,1513.0,1666.0,,Balance Sheet
Accrued Expenses,1213.0,1008.0,1234.0,3855.0,3994.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,646.0,863.0,694.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,883.0,710.0,92.0,1055.0,1248.0,,Balance Sheet
Customer Advances,457.0,509.0,518.0,1641.0,1630.0,,Balance Sheet
Income Taxes Payable,25.0,40.0,38.0,127.0,208.0,,Balance Sheet
Discontinued Operations,691.0,0.0,,789.0,0.0,,Balance Sheet
Other Current Liabilities,,,12.0,9.0,13.0,,Balance Sheet
"Other Curr. Lblts, Total",1173.0,549.0,568.0,2566.0,1851.0,,Balance Sheet
Total Current Liabilities,3564.0,2608.0,2950.0,9852.0,9453.0,,Balance Sheet
Long Term Debt,1635.0,1934.0,2121.0,5473.0,4825.0,,Balance Sheet
Capital Lease Obligations,,,104.0,619.0,645.0,,Balance Sheet
Total Long Term Debt,1635.0,1934.0,2225.0,6092.0,5470.0,,Balance Sheet
Total Debt,2518.0,2644.0,2963.0,8010.0,7412.0,,Balance Sheet
Deferred Income Tax,453.0,356.0,423.0,1166.0,1184.0,,Balance Sheet
Minority Interest,28.0,7.0,278.0,350.0,323.0,,Balance Sheet
Pension Benefits - Underfunded,287.0,298.0,342.0,,790.0,,Balance Sheet
Other LT Liabilities,563.0,508.0,557.0,2518.0,952.0,,Balance Sheet
Discont. Ops. - Lblts,754.0,0.0,,456.0,0.0,,Balance Sheet
"Other Liabilities, Total",1604.0,806.0,899.0,2974.0,1742.0,,Balance Sheet
Total Liabilities,7284.0,5711.0,6775.0,20434.0,18172.0,,Balance Sheet
Common Stock,148.0,149.0,152.0,3.0,3.0,,Balance Sheet
Additional Paid-In Capital,2286.0,2439.0,2565.0,12210.0,11301.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),928.0,33.0,-170.0,1301.0,478.0,,Balance Sheet
Treasury Stock - Common,-446.0,-485.0,-497.0,-85.0,-136.0,,Balance Sheet
Unrealized Gain (Loss),,,,9.0,9.0,,Balance Sheet
Cum. Trans. Adjustment,,,-458.0,-261.0,-517.0,,Balance Sheet
Min. Pension Lblty Adj.,,,276.0,301.0,267.0,,Balance Sheet
Other Comprehensive Income,21.0,-111.0,20.0,9.0,-3.0,,Balance Sheet
"Other Equity, Total",21.0,-111.0,-162.0,49.0,-253.0,,Balance Sheet
Total Equity,2937.0,2025.0,1888.0,13487.0,11402.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,10221.0,7736.0,8663.0,33921.0,29574.0,,Balance Sheet
Ttl Comm. Shares Outs.,139.0,138.0,141.0,285.0,268.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,10.0,10.0,11.0,1.0,2.0,,Balance Sheet
Date,2015-04-03 00:00:00,2016-04-01 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,,Income Statement
Total Revenue,8117.0,7106.0,7607.0,21733.0,20753.0,,Income Statement
"Cost of Revenue, Total",6159.0,5204.0,5545.0,16317.0,14946.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1417.0,1040.0,1262.0,1531.0,1558.0,,Income Statement
Depreciation/Amortization,840.0,658.0,647.0,1795.0,1968.0,,Income Statement
Restructuring Charge,256.0,23.0,238.0,789.0,465.0,,Income Statement
Other Unusual Expnse (In),0.0,95.0,17.0,359.0,401.0,,Income Statement
Unusual Expense (Income),256.0,118.0,255.0,1148.0,866.0,,Income Statement
"Other Operat Expse, Total",10.0,-9.0,82.0,-522.0,-353.0,,Income Statement
Total Operating Expense,8682.0,7011.0,7791.0,20269.0,18985.0,,Income Statement
Total Operating Income,-565.0,95.0,-184.0,1464.0,1768.0,,Income Statement
"Inter Expse,Net Non-Operat",-126.0,-123.0,-117.0,-320.0,-334.0,,Income Statement
"Inter Income, Non-Operating",20.0,38.0,35.0,89.0,128.0,,Income Statement
"Invest Income, Non-Operat",,,92.0,71.0,-47.0,,Income Statement
"Inter/Invest Inc, Non-Oper",20.0,38.0,127.0,160.0,81.0,,Income Statement
Income Before Tax,-671.0,10.0,-174.0,1304.0,1515.0,,Income Statement
Income Tax - Total,-464.0,-62.0,-74.0,-265.0,332.0,,Income Statement
Income After Tax,-207.0,72.0,-100.0,1569.0,1183.0,,Income Statement
Minority Interest,-15.0,-12.0,-23.0,-31.0,-5.0,,Income Statement
Net Inc Before Extra Items,-222.0,60.0,-123.0,1538.0,1178.0,,Income Statement
Discontinued Operations,224.0,191.0,0.0,236.0,35.0,,Income Statement
Extraordinary Item,,,,-23.0,44.0,,Income Statement
Total Extraordinary Items,224.0,191.0,0.0,213.0,79.0,,Income Statement
Total Net Income,2.0,251.0,-123.0,1751.0,1257.0,,Income Statement
Income Available to Common Excl. Extra. Items,-222.0,60.0,-123.0,1538.0,1178.0,,Income Statement
Income Available to Common Incl. Extra. Items,2.0,251.0,-123.0,1751.0,1257.0,,Income Statement
Basic/Primary Weighted Average Shares,143.0,138.0,140.0,285.0,278.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,-1.56,0.43,-0.88,5.4,4.24,,Income Statement
Basic/Primary EPS Incl. Extra. Items,0.01,1.82,-0.88,6.15,4.53,,Income Statement
Diluted Weighted Average Shares,143.0,141.0,140.0,290.0,281.0,,Income Statement
Diluted EPS Excl. Extra. Items,-1.56,0.42,-0.88,5.31,4.19,,Income Statement
Diluted EPS Incl. Extra. Items,0.01,1.78,-0.88,6.04,4.47,,Income Statement
Div/Share-ComStockPrimIssue,0.89,0.83,0.56,0.68,0.75,,Income Statement
Gross Divid - Common Stock,131.0,421.0,80.0,209.0,209.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",126.0,123.0,117.0,320.0,334.0,,Income Statement
"Depreciat/Amort, Suppl",603.0,481.0,338.0,928.0,875.0,,Income Statement
Total Special Items,256.0,118.0,255.0,1148.0,866.0,,Income Statement
Normalzd Income Before Tax,-415.0,128.0,81.0,2452.0,2381.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),90.0,41.0,89.0,402.0,190.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,-374.0,-21.0,15.0,137.0,522.0,,Income Statement
Normalized Income After Tax,-41.0,149.0,66.0,2315.0,1859.0,,Income Statement
Normalzd Inc Avail to Common,-56.0,137.0,43.0,2284.0,1854.0,,Income Statement
Basic Normalized EPS,-0.39,0.99,0.3,8.02,6.68,,Income Statement
Diluted Normalized EPS,-0.39,0.97,0.3,7.88,6.59,,Income Statement
Date,2015-04-03 00:00:00,2016-04-01 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,,Cash Flow
Net Income,17.0,263.0,-100.0,1782.0,1262.0,,Cash Flow
Depreciation/Depletion,977.0,767.0,658.0,2014.0,2023.0,,Cash Flow
Deferred Taxes,-449.0,-37.0,-92.0,-842.0,97.0,,Cash Flow
Unusual Items,-22.0,56.0,14.0,45.0,-163.0,,Cash Flow
Other Non-Cash Items,878.0,176.0,200.0,-71.0,227.0,,Cash Flow
Non-Cash Items,856.0,232.0,214.0,-26.0,64.0,,Cash Flow
"Cash Taxes Pd, Supplemental",146.0,65.0,63.0,376.0,197.0,,Cash Flow
"Cash Interest Pd, Suppl",144.0,124.0,103.0,288.0,308.0,,Cash Flow
Accounts Receivable,237.0,129.0,-25.0,-464.0,-947.0,,Cash Flow
Prepaid Expenses,-36.0,-15.0,-29.0,-196.0,-632.0,,Cash Flow
Payable/Accrued,-313.0,-357.0,54.0,-96.0,-52.0,,Cash Flow
Changes in Working Capital,72.0,-423.0,-61.0,-361.0,-1663.0,,Cash Flow
Total Cash from Operations,1473.0,802.0,619.0,2567.0,1783.0,,Cash Flow
Purchase of Fixed Assets,-381.0,-356.0,-246.0,-224.0,-297.0,,Cash Flow
Purchase/Acq of Intangibles,-267.0,-285.0,-241.0,-539.0,-655.0,,Cash Flow
Capital Expenditures,-648.0,-641.0,-487.0,-763.0,-952.0,,Cash Flow
Acquisition of Business,-62.0,-554.0,-434.0,-203.0,-430.0,,Cash Flow
Sale of Business,,37.0,3.0,938.0,0.0,,Cash Flow
Sale of Fixed Assets,155.0,61.0,57.0,58.0,357.0,,Cash Flow
Purchase of Investments,0.0,-70.0,,,,,Cash Flow
Other Investing Cash Flow,19.0,-13.0,296.0,689.0,1094.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",112.0,-539.0,-78.0,1482.0,1021.0,,Cash Flow
Total Cash from Investing,-536.0,-1180.0,-565.0,719.0,69.0,,Cash Flow
Financing Cash Flow Items,-30.0,-62.0,35.0,-104.0,1107.0,,Cash Flow
Total Cash Dividends Paid,-128.0,-430.0,-78.0,-174.0,-210.0,,Cash Flow
"Common Stock, Net",-842.0,-73.0,0.0,-132.0,-1344.0,,Cash Flow
Options Exercised,196.0,82.0,54.0,138.0,47.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",-646.0,9.0,54.0,6.0,-1297.0,,Cash Flow
Short Term Debt Issued,0.0,3027.0,3111.0,2413.0,2747.0,,Cash Flow
Short Term Debt Reduction,-32.0,-2088.0,-2875.0,-3034.0,-2840.0,,Cash Flow
"Short Term Debt, Net",-32.0,939.0,236.0,-621.0,-93.0,,Cash Flow
Long Term Debt Issued,0.0,928.0,159.0,1610.0,2399.0,,Cash Flow
Long Term Debt Reduction,-242.0,-1869.0,-313.0,-2607.0,-3569.0,,Cash Flow
"Long Term Debt, Net",-242.0,-941.0,-154.0,-997.0,-1170.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",-274.0,-2.0,82.0,-1618.0,-1263.0,,Cash Flow
Total Cash From Financing,-1078.0,-485.0,93.0,-1890.0,-1663.0,,Cash Flow
Foreign Exchange Effects,-204.0,-57.0,-60.0,65.0,-19.0,,Cash Flow
Net Change in Cash,-345.0,-920.0,87.0,1461.0,170.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,2443.0,2098.0,1181.0,1268.0,2729.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,2098.0,1178.0,1268.0,2729.0,2899.0,,Cash Flow
"Depreciation, Supplemental",977.0,767.0,658.0,2014.0,2023.0,,Cash Flow
Free Cash Flow,825.0,161.0,132.0,1804.0,831.0,,
FCF Growth,,-0.8048484848484848,-0.18012422360248448,12.666666666666666,-0.5393569844789357,0.0,
