,2015,2016,2017,2018,2019,2020,Report
high,84.17,92.4,95.9,116.82,114.73,152.49,
low,64.21,60.91,70.24,83.7,90.28,100.31,
change,0.135,0.2004,-0.024900000000000002,0.1567,0.10289999999999999,0.353,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,369.0,836.0,1115.0,619.0,546.0,,Balance Sheet
Short Term Investments,503.0,727.0,633.0,584.0,43.0,,Balance Sheet
Cash and Short Term Invs,871.0,1563.0,1748.0,1202.0,589.0,,Balance Sheet
"Trade Accts Recvble, Gross",677.0,687.0,717.0,693.0,730.0,,Balance Sheet
Prov. for Doubtful Accts,-8.0,-6.0,-5.0,-5.0,-10.0,,Balance Sheet
"Total Receivables, Net",669.0,681.0,713.0,688.0,720.0,,Balance Sheet
Total Inventory,11.0,13.0,14.0,22.0,16.0,,Balance Sheet
Prepaid Expenses,132.0,125.0,145.0,173.0,186.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,180.0,0.0,,,,Balance Sheet
Other Current Assets,1.0,,2.0,1.0,2.0,,Balance Sheet
"Other Curr. Assets, Total",1.0,180.0,2.0,1.0,2.0,,Balance Sheet
Total Current Assets,1684.0,2561.0,2621.0,2087.0,1513.0,,Balance Sheet
Buildings,302.0,,245.0,259.0,276.0,,Balance Sheet
Land/Improvements,28.0,,17.0,17.0,17.0,,Balance Sheet
Machinery/Equipment,882.0,,638.0,701.0,742.0,,Balance Sheet
Construction in Progress,14.0,,29.0,8.0,3.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,206.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1226.0,,929.0,985.0,1244.0,,Balance Sheet
Accumulated Depreciation,-852.0,,-676.0,-742.0,-806.0,,Balance Sheet
Prop./Plant/Equip. - Net,374.0,262.0,253.0,243.0,438.0,,Balance Sheet
"Goodwill, Net",1963.0,1586.0,1614.0,1803.0,1798.0,,Balance Sheet
Intangibles - Gross,1038.0,871.0,886.0,974.0,922.0,,Balance Sheet
Accum. Intangible Amort.,-754.0,-698.0,-744.0,-807.0,-814.0,,Balance Sheet
Intangibles - Net,283.0,174.0,142.0,167.0,108.0,,Balance Sheet
Long Term Investments,912.0,999.0,1003.0,574.0,29.0,,Balance Sheet
Def. Inc. Tax - LT Asset,215.0,234.0,152.0,137.0,362.0,,Balance Sheet
Disct. Ops. - LT Asset,,539.0,0.0,,,,Balance Sheet
Other Long Term Assets,37.0,35.0,34.0,125.0,141.0,,Balance Sheet
Total Assets,5468.0,6390.0,5820.0,5136.0,4389.0,,Balance Sheet
Accounts Payable,95.0,73.0,67.0,76.0,85.0,,Balance Sheet
Accrued Expenses,314.0,257.0,277.0,288.0,330.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,0.0,1348.0,0.0,1155.0,0.0,,Balance Sheet
Customer Advances,1250.0,1208.0,1308.0,1345.0,1352.0,,Balance Sheet
Income Taxes Payable,18.0,40.0,34.0,44.0,60.0,,Balance Sheet
Discontinued Operations,,173.0,0.0,,,,Balance Sheet
Other Current Liabilities,4.0,,1.0,3.0,1.0,,Balance Sheet
"Other Curr. Lblts, Total",1272.0,1421.0,1343.0,1392.0,1414.0,,Balance Sheet
Total Current Liabilities,1681.0,3098.0,1687.0,2911.0,1829.0,,Balance Sheet
Total Long Term Debt,1311.0,79.0,2127.0,750.0,743.0,,Balance Sheet
Total Debt,1311.0,1428.0,2127.0,1905.0,743.0,,Balance Sheet
Other LT Liabilities,502.0,596.0,1013.0,923.0,980.0,,Balance Sheet
Discont. Ops. - Lblts,,8.0,0.0,,,,Balance Sheet
