,2015,2016,2017,2018,2019,2020,Report
high,90.58,94.81,88.56,101.96,124.46,115.81,
low,64.78,68.09,71.34,77.53,86.99,72.7,
change,0.2879,-0.11960000000000001,0.132,0.0311,0.1721,-0.134,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,76.0,44.0,56.0,57.0,66.0,,Balance Sheet
"Total Receivables, Net",49.0,17.0,,,,,Balance Sheet
Prepaid Expenses,11.0,,,,,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Buildings,,,,,7048.0,,Balance Sheet
Land/Improvements,,,,,1939.0,,Balance Sheet
Machinery/Equipment,31.0,,,,,,Balance Sheet
Construction in Progress,,,,,41.0,,Balance Sheet
Other Prop./Plant/Equip.,6417.0,7671.0,,8754.0,273.0,,Balance Sheet
Prop./Plant/Equip. - Gross,6448.0,7671.0,,8754.0,9300.0,,Balance Sheet
Accumulated Depreciation,-748.0,-901.0,,-1262.0,-1474.0,,Balance Sheet
Prop./Plant/Equip. - Net,5700.0,6770.0,7132.0,7492.0,7827.0,,Balance Sheet
Intangibles - Net,2.0,,,,135.0,,Balance Sheet
LT Invt. - Affiliate Comp.,103.0,80.0,76.0,125.0,338.0,,Balance Sheet
LT Investments - Other,4.0,,,,,,Balance Sheet
Long Term Investments,107.0,80.0,76.0,125.0,338.0,,Balance Sheet
Note Rcvble - Long Term,84.0,,,,,,Balance Sheet
Deferred Charges,2.0,,,,,,Balance Sheet
Restricted Cash - LT,31.0,14.0,30.0,15.0,5.0,,Balance Sheet
Other Assets,9.0,167.0,167.0,158.0,162.0,,Balance Sheet
"Other Assets, Total",9.0,167.0,167.0,158.0,162.0,,Balance Sheet
Total Assets,6071.0,7091.0,7461.0,7848.0,8532.0,,Balance Sheet
Payable/Accrued,83.0,101.0,96.0,101.0,111.0,,Balance Sheet
Accrued Expenses,,,,,275.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",2.0,2.0,,,,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,3536.0,4306.0,4554.0,4812.0,5046.0,,Balance Sheet
Total Debt,3536.0,4306.0,4554.0,4812.0,5046.0,,Balance Sheet
Deferred Income Tax,11.0,10.0,,,,,Balance Sheet
Minority Interest,284.0,351.0,373.0,372.0,382.0,,Balance Sheet
"Other Liabilities, Total",68.0,76.0,87.0,150.0,178.0,,Balance Sheet
Total Liabilities,3982.0,4847.0,5110.0,5434.0,5992.0,,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,2432.0,2566.0,2569.0,2641.0,2869.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-338.0,-339.0,-253.0,-263.0,-301.0,,Balance Sheet
"Other Equity, Total",-6.0,17.0,33.0,35.0,-29.0,,Balance Sheet
Total Equity,2089.0,2245.0,2351.0,2414.0,2540.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,6071.0,7091.0,7461.0,7848.0,8532.0,,Balance Sheet
Ttl Comm. Shares Outs.,124.0,126.0,126.0,127.0,130.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,782.0,992.0,1105.0,1197.0,1308.0,,Income Statement
"Cost of Revenue, Total",217.0,253.0,277.0,301.0,365.0,,Income Statement
Selling/Gen/Admin Expense,68.0,82.0,79.0,81.0,89.0,,Income Statement
Advertising Expense,,13.0,14.0,16.0,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",68.0,95.0,93.0,97.0,89.0,,Income Statement
Depreciation/Amortization,133.0,183.0,193.0,209.0,220.0,,Income Statement
Unusual Expense (Income),69.0,12.0,0.0,0.0,-1.0,,Income Statement
Loss(Gain)/Sale Asts (Oper),69.0,12.0,0.0,0.0,-1.0,,Income Statement
Total Operating Expense,488.0,542.0,563.0,608.0,673.0,,Income Statement
Total Operating Income,295.0,450.0,542.0,589.0,635.0,,Income Statement
"Inter Expse,Net Non-Operat",-99.0,-138.0,-159.0,-183.0,-191.0,,Income Statement
"Inter Income, Non-Operating",8.0,11.0,7.0,5.0,7.0,,Income Statement
"Invest Income, Non-Operat",15.0,82.0,15.0,14.0,11.0,,Income Statement
"Inter/Invest Inc, Non-Oper",24.0,93.0,22.0,20.0,19.0,,Income Statement
Gain(Loss)on Sale of Assets,2.0,8.0,113.0,31.0,,,Income Statement
Income Before Tax,221.0,413.0,518.0,456.0,462.0,,Income Statement
Income Tax - Total,11.0,16.0,12.0,9.0,11.0,,Income Statement
Income After Tax,210.0,397.0,506.0,447.0,451.0,,Income Statement
Minority Interest,-20.0,-31.0,-35.0,-32.0,-31.0,,Income Statement
