,2015,2016,2017,2018,2019,2020,Report
high,350.11,434.5,694.48,697.26,873.51,843.82,
low,275.3,291.33,408.97,521.79,500.74,579.4,
change,0.0433,0.25670000000000004,0.4683,-0.09140000000000001,0.423,-0.1063,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,99.0,159.0,149.0,178.0,208.0,,Balance Sheet
"Trade Accts Recvble, Gross",426.0,469.0,544.0,551.0,583.0,,Balance Sheet
Prov. for Doubtful Accts,-14.0,-14.0,-16.0,-15.0,-17.0,,Balance Sheet
"Total Receivables, Net",411.0,455.0,529.0,536.0,566.0,,Balance Sheet
Invent. - Finished Goods,81.0,80.0,94.0,99.0,102.0,,Balance Sheet
Invent. - Work In Progress,35.0,41.0,43.0,47.0,43.0,,Balance Sheet
Invent. - Raw Materials,98.0,100.0,119.0,123.0,129.0,,Balance Sheet
Total Inventory,214.0,222.0,255.0,269.0,274.0,,Balance Sheet
Prepaid Expenses,71.0,61.0,74.0,63.0,61.0,,Balance Sheet
Total Current Assets,795.0,897.0,1007.0,1046.0,1110.0,,Balance Sheet
Buildings,211.0,248.0,301.0,318.0,327.0,,Balance Sheet
Land/Improvements,47.0,56.0,58.0,58.0,58.0,,Balance Sheet
Machinery/Equipment,695.0,719.0,818.0,857.0,928.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,87.0,,Balance Sheet
Prop./Plant/Equip. - Gross,954.0,1023.0,1177.0,1233.0,1400.0,,Balance Sheet
Accumulated Depreciation,-437.0,-459.0,-509.0,-516.0,-564.0,,Balance Sheet
Prop./Plant/Equip. - Net,517.0,564.0,668.0,718.0,836.0,,Balance Sheet
"Goodwill, Net",446.0,476.0,540.0,535.0,536.0,,Balance Sheet
Intangibles - Gross,182.0,241.0,312.0,316.0,318.0,,Balance Sheet
Accum. Intangible Amort.,-67.0,-74.0,-86.0,-98.0,-112.0,,Balance Sheet
Intangibles - Net,115.0,167.0,227.0,217.0,206.0,,Balance Sheet
Other Long Term Assets,52.0,29.0,67.0,68.0,65.0,,Balance Sheet
Total Assets,1959.0,2167.0,2550.0,2619.0,2789.0,,Balance Sheet
Accounts Payable,142.0,147.0,168.0,197.0,186.0,,Balance Sheet
Accrued Expenses,264.0,274.0,323.0,309.0,322.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,14.0,19.0,20.0,50.0,56.0,,Balance Sheet
Customer Advances,89.0,100.0,107.0,105.0,122.0,,Balance Sheet
Income Taxes Payable,49.0,48.0,72.0,74.0,69.0,,Balance Sheet
"Other Curr. Lblts, Total",138.0,148.0,179.0,179.0,192.0,,Balance Sheet
Total Current Liabilities,558.0,588.0,690.0,734.0,755.0,,Balance Sheet
Total Long Term Debt,575.0,875.0,960.0,985.0,1235.0,,Balance Sheet
Total Debt,590.0,894.0,980.0,1035.0,1291.0,,Balance Sheet
Deferred Income Tax,51.0,64.0,51.0,49.0,45.0,,Balance Sheet
"Other Liabilities, Total",195.0,205.0,301.0,261.0,333.0,,Balance Sheet
Total Liabilities,1379.0,1732.0,2003.0,2029.0,2369.0,,Balance Sheet
Redeemable Preferred Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,698.0,731.0,747.0,765.0,784.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),2692.0,3066.0,3433.0,3942.0,4499.0,,Balance Sheet
Treasury Stock - Common,-2543.0,-3007.0,-3368.0,-3815.0,-4539.0,,Balance Sheet
Cum. Trans. Adjustment,-57.0,-115.0,-31.0,-64.0,-61.0,,Balance Sheet
Min. Pension Lblty Adj.,-212.0,-237.0,-233.0,-239.0,-261.0,,Balance Sheet
Other Comprehensive Income,3.0,-2.0,-1.0,1.0,-1.0,,Balance Sheet
"Other Equity, Total",-267.0,-355.0,-265.0,-302.0,-324.0,,Balance Sheet
Total Equity,580.0,435.0,547.0,590.0,421.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,1959.0,2167.0,2550.0,2619.0,2789.0,,Balance Sheet
Ttl Comm. Shares Outs.,27.0,26.0,26.0,25.0,24.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,18.0,19.0,19.0,20.0,21.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,2395.0,2508.0,2725.0,2936.0,3009.0,,Income Statement
"Cost of Revenue, Total",1043.0,1071.0,1149.0,1251.0,1267.0,,Income Statement
Selling/Gen/Admin Expense,701.0,730.0,778.0,795.0,801.0,,Income Statement
Labor & Related Expense,,15.0,17.0,18.0,18.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",701.0,745.0,795.0,813.0,819.0,,Income Statement
Research & Development,119.0,119.0,128.0,141.0,144.0,,Income Statement
Depreciation/Amortization,31.0,36.0,43.0,48.0,50.0,,Income Statement
"Inter Expense,Net Operatng",27.0,28.0,33.0,35.0,37.0,,Income Statement
"Inter/Invest Inc, Operating",5.0,,9.0,1.0,4.0,,Income Statement
Restructuring Charge,11.0,6.0,13.0,18.0,16.0,,Income Statement
Litigation,,,,3.0,,,Income Statement
Other Unusual Expnse (In),,9.0,-2.0,-19.0,,,Income Statement
Unusual Expense (Income),11.0,16.0,11.0,3.0,16.0,,Income Statement
"Other Operat Expse, Total",-6.0,-11.0,-18.0,-7.0,-10.0,,Income Statement
Total Operating Expense,1932.0,2004.0,2151.0,2284.0,2327.0,,Income Statement
Total Operating Income,463.0,504.0,574.0,652.0,681.0,,Income Statement
Income Before Tax,463.0,504.0,574.0,652.0,681.0,,Income Statement
Income Tax - Total,111.0,120.0,126.0,136.0,120.0,,Income Statement
Income After Tax,353.0,384.0,448.0,516.0,561.0,,Income Statement
Net Inc Before Extra Items,353.0,384.0,448.0,516.0,561.0,,Income Statement
Total Extraordinary Items,,,-72.0,-4.0,0.0,,Income Statement
Total Net Income,353.0,384.0,376.0,513.0,561.0,,Income Statement
Income Available to Common Excl. Extra. Items,353.0,384.0,448.0,516.0,561.0,,Income Statement
Income Available to Common Incl. Extra. Items,353.0,384.0,376.0,513.0,561.0,,Income Statement
Basic/Primary Weighted Average Shares,28.0,27.0,26.0,25.0,25.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,12.75,14.49,17.42,20.47,22.84,,Income Statement
Basic/Primary EPS Incl. Extra. Items,12.75,14.49,14.62,20.33,22.84,,Income Statement
Diluted Weighted Average Shares,28.0,27.0,26.0,26.0,25.0,,Income Statement
Diluted EPS Excl. Extra. Items,12.48,14.22,16.97,20.02,22.47,,Income Statement
Diluted EPS Incl. Extra. Items,12.48,14.22,14.24,19.88,22.47,,Income Statement
Div/Share-ComStockPrimIssue,0.0,0.0,,,,,Income Statement
Gross Divid - Common Stock,0.0,0.0,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",27.0,28.0,33.0,35.0,37.0,,Income Statement
"Depreciat/Amort, Suppl",33.0,33.0,33.0,37.0,39.0,,Income Statement
Total Special Items,11.0,16.0,11.0,3.0,16.0,,Income Statement
Normalzd Income Before Tax,475.0,520.0,585.0,655.0,697.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),3.0,4.0,2.0,1.0,3.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,113.0,124.0,129.0,136.0,123.0,,Income Statement
Normalized Income After Tax,361.0,396.0,457.0,518.0,574.0,,Income Statement
Normalzd Inc Avail to Common,361.0,396.0,457.0,518.0,574.0,,Income Statement
Basic Normalized EPS,13.05,14.94,17.76,20.56,23.37,,Income Statement
Diluted Normalized EPS,12.78,14.66,17.3,20.11,22.99,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,353.0,384.0,376.0,513.0,561.0,,Cash Flow
Depreciation/Depletion,33.0,33.0,33.0,37.0,39.0,,Cash Flow
Amortization,31.0,36.0,43.0,48.0,50.0,,Cash Flow
Deferred Taxes,7.0,2.0,-3.0,2.0,11.0,,Cash Flow
Extraordinary Item,0.0,0.0,72.0,4.0,-16.0,,Cash Flow
Unusual Items,0.0,8.0,-3.0,-19.0,0.0,,Cash Flow
Other Non-Cash Items,14.0,15.0,17.0,15.0,18.0,,Cash Flow
Non-Cash Items,14.0,24.0,85.0,0.0,3.0,,Cash Flow
"Cash Taxes Pd, Supplemental",85.0,93.0,110.0,132.0,129.0,,Cash Flow
"Cash Interest Pd, Suppl",27.0,28.0,33.0,34.0,37.0,,Cash Flow
