,2015,2016,2017,2018,2019,2020,Report
high,149.37,157.84,164.78,175.17,241.9,257.01,
low,123.66,114.64,133.63,148.44,153.63,167.43,
change,-0.11720000000000001,0.1218,0.1429,-0.029300000000000003,0.493,-0.0075,
Date,2015-09-30 00:00:00,2016-09-30 00:00:00,2017-09-30 00:00:00,2018-09-30 00:00:00,2019-09-30 00:00:00,,Balance Sheet
Cash & Equivalents,206.0,1293.0,3274.0,2791.0,2249.0,,Balance Sheet
Short Term Investments,,0.0,404.0,185.0,166.0,,Balance Sheet
Cash and Short Term Invs,206.0,1293.0,3678.0,2976.0,2415.0,,Balance Sheet
"Trade Accts Recvble, Net",1406.0,1146.0,1174.0,1207.0,1325.0,,Balance Sheet
Other Receivables,252.0,270.0,281.0,170.0,91.0,,Balance Sheet
"Total Receivables, Net",1658.0,1416.0,1455.0,1377.0,1415.0,,Balance Sheet
Invent. - Finished Goods,495.0,131.0,120.0,125.0,129.0,,Balance Sheet
Invent. - Work In Progress,145.0,83.0,101.0,99.0,28.0,,Balance Sheet
Invent. - Raw Materials,229.0,117.0,223.0,250.0,232.0,,Balance Sheet
Inventories - Other,0.0,93.0,0.0,,,,Balance Sheet
LIFO Reserve,-101.0,-12.0,-23.0,0.0,,,Balance Sheet
Total Inventory,769.0,412.0,420.0,474.0,388.0,,Balance Sheet
Prepaid Expenses,67.0,94.0,191.0,130.0,77.0,,Balance Sheet
Discont. Ops.-Curr. Assets,2.0,926.0,10.0,0.0,,,Balance Sheet
Other Current Assets,92.0,176.0,122.0,126.0,323.0,,Balance Sheet
"Other Curr. Assets, Total",94.0,1102.0,132.0,126.0,323.0,,Balance Sheet
Total Current Assets,2794.0,4317.0,5877.0,5082.0,4618.0,,Balance Sheet
Buildings,1080.0,919.0,978.0,989.0,947.0,,Balance Sheet
Land/Improvements,226.0,203.0,231.0,269.0,282.0,,Balance Sheet
Machinery/Equipment,16783.0,16213.0,17521.0,19484.0,20094.0,,Balance Sheet
Construction in Progress,1374.0,1326.0,818.0,749.0,1011.0,,Balance Sheet
Prop./Plant/Equip. - Gross,19463.0,18660.0,19548.0,21490.0,22334.0,,Balance Sheet
Accumulated Depreciation,-10718.0,-10401.0,-11108.0,-11567.0,-11996.0,,Balance Sheet
Prop./Plant/Equip. - Net,8745.0,8260.0,8440.0,9924.0,10338.0,,Balance Sheet
"Goodwill, Gross",1375.0,1104.0,1139.0,1195.0,1162.0,,Balance Sheet
Accum. Goodwill Amort.,-244.0,-259.0,-417.0,-406.0,-365.0,,Balance Sheet
"Goodwill, Net",1131.0,845.0,722.0,789.0,797.0,,Balance Sheet
Intangibles - Gross,730.0,553.0,579.0,663.0,658.0,,Balance Sheet
Accum. Intangible Amort.,-221.0,-166.0,-210.0,-225.0,-239.0,,Balance Sheet
Intangibles - Net,508.0,388.0,368.0,439.0,420.0,,Balance Sheet
Long Term Investments,1266.0,1284.0,1287.0,1277.0,1276.0,,Balance Sheet
Note Rcvble - Long Term,1372.0,1239.0,1214.0,1106.0,1008.0,,Balance Sheet
Deferred Charges,52.0,37.0,5.0,13.0,17.0,,Balance Sheet
Pension Bene. - Overfunded,,,18.0,132.0,29.0,,Balance Sheet
