,2015,2016,2017,2018,2019,2020,Report
high,3.06,12.42,15.65,34.14,47.31,59.27,
low,1.61,1.75,9.42,9.04,16.94,36.75,
change,0.24239999999999998,3.0939,-0.0998,0.7716,1.5464,0.1351,
Date,2015-12-26 00:00:00,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Balance Sheet
Cash & Equivalents,785.0,1264.0,1185.0,1078.0,1466.0,,Balance Sheet
Short Term Investments,,,,78.0,37.0,,Balance Sheet
Cash and Short Term Invs,785.0,1264.0,1185.0,1156.0,1503.0,,Balance Sheet
"Trade Accts Recvble, Gross",533.0,,,,,,Balance Sheet
Prov. for Doubtful Accts,0.0,,,,,,Balance Sheet
"Total Receivables, Net",533.0,311.0,454.0,1235.0,1859.0,,Balance Sheet
Invent. - Finished Goods,180.0,176.0,214.0,357.0,197.0,,Balance Sheet
Invent. - Work In Progress,482.0,564.0,446.0,354.0,691.0,,Balance Sheet
Invent. - Raw Materials,16.0,11.0,34.0,134.0,94.0,,Balance Sheet
Total Inventory,678.0,751.0,694.0,845.0,982.0,,Balance Sheet
Prepaid Expenses,76.0,95.0,110.0,304.0,253.0,,Balance Sheet
Discont. Ops.-Curr. Assets,183.0,0.0,,,,,Balance Sheet
Other Current Assets,65.0,109.0,191.0,,,,Balance Sheet
"Other Curr. Assets, Total",248.0,109.0,191.0,,,,Balance Sheet
Total Current Assets,2320.0,2530.0,2634.0,3540.0,4597.0,,Balance Sheet
Machinery/Equipment,821.0,714.0,758.0,798.0,951.0,,Balance Sheet
Construction in Progress,17.0,19.0,56.0,78.0,114.0,,Balance Sheet
Other Prop./Plant/Equip.,146.0,148.0,187.0,179.0,408.0,,Balance Sheet
Prop./Plant/Equip. - Gross,984.0,881.0,1001.0,1055.0,1473.0,,Balance Sheet
Accumulated Depreciation,-796.0,-717.0,-740.0,-707.0,-768.0,,Balance Sheet
Prop./Plant/Equip. - Net,188.0,164.0,261.0,348.0,705.0,,Balance Sheet
"Goodwill, Net",278.0,289.0,289.0,289.0,289.0,,Balance Sheet
Intangibles - Net,189.0,232.0,239.0,226.0,210.0,,Balance Sheet
Long Term Investments,,59.0,58.0,58.0,58.0,,Balance Sheet
Other Long Term Assets,109.0,47.0,71.0,95.0,147.0,,Balance Sheet
Total Assets,3084.0,3321.0,3552.0,4556.0,6028.0,,Balance Sheet
Accounts Payable,279.0,568.0,384.0,834.0,988.0,,Balance Sheet
Accrued Expenses,313.0,265.0,369.0,480.0,673.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,230.0,0.0,70.0,136.0,0.0,,Balance Sheet
Customer Advances,53.0,63.0,,11.0,2.0,,Balance Sheet
Other Payables,295.0,279.0,453.0,235.0,213.0,,Balance Sheet
Discontinued Operations,79.0,0.0,,,,,Balance Sheet
Other Current Liabilities,154.0,171.0,237.0,288.0,483.0,,Balance Sheet
"Other Curr. Lblts, Total",581.0,513.0,690.0,534.0,698.0,,Balance Sheet
Total Current Liabilities,1403.0,1346.0,1513.0,1984.0,2359.0,,Balance Sheet
Total Long Term Debt,2007.0,1435.0,1325.0,1114.0,486.0,,Balance Sheet
Total Debt,2237.0,1435.0,1395.0,1250.0,486.0,,Balance Sheet
Deferred Income Tax,,,,,11.0,,Balance Sheet
"Other Liabilities, Total",86.0,124.0,118.0,192.0,345.0,,Balance Sheet
Total Liabilities,3496.0,2905.0,2956.0,3290.0,3201.0,,Balance Sheet
Common Stock,8.0,9.0,9.0,10.0,12.0,,Balance Sheet
Additional Paid-In Capital,7017.0,8334.0,8464.0,8750.0,9963.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-7306.0,-7803.0,-7775.0,-7436.0,-7095.0,,Balance Sheet
Treasury Stock - Common,-123.0,-119.0,-108.0,-50.0,-53.0,,Balance Sheet
"Other Equity, Total",-8.0,-5.0,6.0,-8.0,0.0,,Balance Sheet
Total Equity,-412.0,416.0,596.0,1266.0,2827.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,3084.0,3321.0,3552.0,4556.0,6028.0,,Balance Sheet
Ttl Comm. Shares Outs.,792.0,935.0,967.0,1005.0,1170.0,,Balance Sheet
