,2015,2016,2017,2018,2019,2020,Report
high,96.86,114.67,134.37,131.0,163.51,175.74,
low,82.91,70.69,106.89,109.04,110.66,109.22,
change,-0.0319,0.2393,0.1675,-0.12029999999999999,0.4139,-0.0613,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,125.0,125.0,254.0,234.0,190.0,,Balance Sheet
"Total Receivables, Net",27.0,10.0,11.0,10.0,11.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Prop./Plant/Equip. - Gross,8708.0,10589.0,12144.0,14148.0,17519.0,,Balance Sheet
Accumulated Depreciation,-1300.0,-1547.0,-1876.0,-2264.0,-2705.0,,Balance Sheet
Prop./Plant/Equip. - Net,7644.0,9111.0,10341.0,12010.0,15306.0,,Balance Sheet
Intangibles - Net,41.0,76.0,78.0,150.0,282.0,,Balance Sheet
LT Invt. - Affiliate Comp.,127.0,50.0,111.0,238.0,347.0,,Balance Sheet
LT Investments - Other,353.0,342.0,523.0,892.0,1141.0,,Balance Sheet
Long Term Investments,481.0,393.0,634.0,1130.0,1487.0,,Balance Sheet
Note Rcvble - Long Term,0.0,37.0,38.0,39.0,40.0,,Balance Sheet
Deferred Charges,511.0,568.0,693.0,818.0,959.0,,Balance Sheet
Restricted Cash - LT,29.0,16.0,23.0,38.0,53.0,,Balance Sheet
Other Assets,24.0,19.0,32.0,35.0,63.0,,Balance Sheet
"Other Assets, Total",24.0,19.0,32.0,35.0,63.0,,Balance Sheet
Total Assets,8881.0,10355.0,12104.0,14465.0,18391.0,,Balance Sheet
Payable/Accrued,240.0,366.0,350.0,491.0,475.0,,Balance Sheet
Accrued Expenses,,,,,272.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",62.0,77.0,92.0,110.0,126.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,3936.0,4164.0,4765.0,5478.0,6777.0,,Balance Sheet
Total Debt,3936.0,4164.0,4765.0,5478.0,6777.0,,Balance Sheet
Minority Interest,319.0,486.0,534.0,553.0,1301.0,,Balance Sheet
Reserves,6.0,3.0,7.0,10.0,14.0,,Balance Sheet
Other Liabilities,344.0,362.0,407.0,480.0,560.0,,Balance Sheet
"Other Liabilities, Total",350.0,365.0,414.0,490.0,574.0,,Balance Sheet
Total Liabilities,4906.0,5459.0,6154.0,7123.0,9525.0,,Balance Sheet
Redeemable Preferred Stock,130.0,130.0,0.0,,,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",237.0,87.0,74.0,64.0,0.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,3558.0,4673.0,5824.0,7287.0,8874.0,,Balance Sheet
Unrealized Gain (Loss),118.0,19.0,50.0,0.0,,,Balance Sheet
Cum. Trans. Adjustment,-65.0,-14.0,-5.0,-12.0,-10.0,,Balance Sheet
Other Comprehensive Income,-4.0,0.0,5.0,2.0,0.0,,Balance Sheet
"Other Equity, Total",-68.0,-14.0,0.0,-10.0,-10.0,,Balance Sheet
Total Equity,3975.0,4896.0,5950.0,7342.0,8866.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,8881.0,10355.0,12104.0,14465.0,18391.0,,Balance Sheet
Ttl Comm. Shares Outs.,73.0,88.0,100.0,111.0,121.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Shrs Out-Pref Stk Iss. 3,5.0,5.0,5.0,,,,Balance Sheet
Shrs Out-Pref Stk Iss. 4,9.0,3.0,3.0,3.0,0.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 3,0.0,0.0,0.0,,,,Balance Sheet
Trsry Shrs-Pref. Iss. 4,0.0,0.0,,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,843.0,922.0,1128.0,1327.0,1531.0,,Income Statement
"Cost of Revenue, Total",261.0,278.0,326.0,381.0,445.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",60.0,64.0,75.0,90.0,109.0,,Income Statement
Depreciation/Amortization,261.0,313.0,417.0,478.0,545.0,,Income Statement
Impair-Assets Held for Use,23.0,209.0,0.0,6.0,12.0,,Income Statement
Other Unusual Expnse (In),0.0,3.0,3.0,1.0,48.0,,Income Statement
Unusual Expense (Income),23.0,212.0,4.0,7.0,60.0,,Income Statement
Total Operating Expense,606.0,868.0,821.0,957.0,1159.0,,Income Statement
Total Operating Income,238.0,54.0,307.0,371.0,372.0,,Income Statement
"Inter Expse, Non-Operating",-142.0,-159.0,-187.0,-224.0,-262.0,,Income Statement
"Inter Capital, Non-Operat",37.0,52.0,58.0,66.0,89.0,,Income Statement
"Inter Expse,Net Non-Operat",-106.0,-107.0,-129.0,-157.0,-174.0,,Income Statement
