,2015,2016,2017,2018,2019,2020,Report
high,60.11,71.92,80.14,96.84,108.28,120.23,
low,47.81,55.27,65.98,72.98,78.66,71.66,
change,0.1489,0.1796,0.1387,0.057300000000000004,0.32880000000000004,0.0031,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,301.0,403.0,377.0,545.0,332.0,,Balance Sheet
Short Term Investments,201.0,245.0,235.0,268.0,291.0,,Balance Sheet
Cash and Short Term Invs,502.0,648.0,612.0,813.0,623.0,,Balance Sheet
"Trade Accts Recvble, Gross",,442.0,,,,,Balance Sheet
Prov. for Doubtful Accts,,-13.0,,,,,Balance Sheet
"Total Receivables, Net",316.0,429.0,356.0,384.0,422.0,,Balance Sheet
Restricted Cash - Current,56.0,15.0,22.0,41.0,30.0,,Balance Sheet
Other Current Assets,2386.0,3468.0,4520.0,5132.0,3215.0,,Balance Sheet
"Other Curr. Assets, Total",2442.0,3483.0,4542.0,5173.0,3245.0,,Balance Sheet
Total Current Assets,3260.0,4560.0,5510.0,6370.0,4290.0,,Balance Sheet
Machinery/Equipment,,665.0,626.0,526.0,565.0,,Balance Sheet
Other Prop./Plant/Equip.,,254.0,279.0,274.0,651.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,919.0,905.0,800.0,1216.0,,Balance Sheet
Accumulated Depreciation,,-557.0,-505.0,-424.0,-486.0,,Balance Sheet
Prop./Plant/Equip. - Net,323.0,362.0,400.0,376.0,730.0,,Balance Sheet
"Goodwill, Net",5395.0,6027.0,6586.0,6363.0,6366.0,,Balance Sheet
Intangibles - Gross,2373.0,2588.0,2974.0,2709.0,2750.0,,Balance Sheet
Accum. Intangible Amort.,-414.0,-494.0,-506.0,-409.0,-501.0,,Balance Sheet
Intangibles - Net,1959.0,2094.0,2468.0,2300.0,2249.0,,Balance Sheet
LT Invt. - Affiliate Comp.,72.0,2.0,131.0,135.0,156.0,,Balance Sheet
LT Investments - Other,,,,,49.0,,Balance Sheet
Long Term Investments,72.0,2.0,131.0,135.0,205.0,,Balance Sheet
Other Long Term Assets,209.0,388.0,259.0,156.0,84.0,,Balance Sheet
Total Assets,11861.0,14150.0,15354.0,15700.0,13924.0,,Balance Sheet
Accounts Payable,98.0,108.0,128.0,109.0,132.0,,Balance Sheet
Payable/Accrued,158.0,175.0,177.0,198.0,148.0,,Balance Sheet
Accrued Expenses,171.0,207.0,170.0,199.0,249.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,480.0,875.0,391.0,,Balance Sheet
Customer Advances,127.0,162.0,161.0,194.0,211.0,,Balance Sheet
Other Current Liabilities,2366.0,3430.0,4118.0,4995.0,3096.0,,Balance Sheet
"Other Curr. Lblts, Total",2493.0,3592.0,4279.0,5189.0,3307.0,,Balance Sheet
Total Current Liabilities,2920.0,4082.0,5234.0,6570.0,4227.0,,Balance Sheet
Total Long Term Debt,2364.0,3603.0,3727.0,2956.0,2996.0,,Balance Sheet
Total Debt,2364.0,3603.0,4207.0,3831.0,3387.0,,Balance Sheet
Deferred Income Tax,626.0,720.0,225.0,501.0,552.0,,Balance Sheet
"Other Liabilities, Total",342.0,315.0,288.0,224.0,510.0,,Balance Sheet
Total Liabilities,6252.0,8720.0,9474.0,10251.0,8285.0,,Balance Sheet
Common Stock,2.0,2.0,2.0,2.0,2.0,,Balance Sheet
Additional Paid-In Capital,3011.0,3104.0,3024.0,2716.0,2632.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),3571.0,3479.0,3963.0,4558.0,5027.0,,Balance Sheet
Treasury Stock - Common,-111.0,-176.0,-247.0,-297.0,-336.0,,Balance Sheet
Cum. Trans. Adjustment,,-958.0,,,,,Balance Sheet
Other Comprehensive Income,-864.0,-21.0,-862.0,-1530.0,-1686.0,,Balance Sheet
"Other Equity, Total",-864.0,-979.0,-862.0,-1530.0,-1686.0,,Balance Sheet
Total Equity,5609.0,5430.0,5880.0,5449.0,5639.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,11861.0,14150.0,15354.0,15700.0,13924.0,,Balance Sheet
Ttl Comm. Shares Outs.,164.0,167.0,167.0,165.0,165.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,3.0,4.0,5.0,6.0,6.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,3403.0,3705.0,3948.0,4277.0,4262.0,,Income Statement
"Cost of Revenue, Total",1313.0,1428.0,1537.0,1751.0,1727.0,,Income Statement
Selling/Gen/Admin Expense,432.0,457.0,508.0,555.0,502.0,,Income Statement
Labor & Related Expense,590.0,664.0,670.0,712.0,707.0,,Income Statement
Advertising Expense,28.0,30.0,,,39.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1050.0,1151.0,1178.0,1267.0,1248.0,,Income Statement
Depreciation/Amortization,138.0,170.0,188.0,210.0,190.0,,Income Statement
Restructuring Charge,172.0,41.0,0.0,0.0,39.0,,Income Statement
Impair-Assets Held for Use,0.0,578.0,0.0,0.0,,,Income Statement
Other Unusual Expnse (In),10.0,76.0,54.0,-12.0,14.0,,Income Statement
Unusual Expense (Income),182.0,695.0,54.0,-12.0,53.0,,Income Statement
Total Operating Expense,2683.0,3444.0,2957.0,3216.0,3218.0,,Income Statement
Total Operating Income,720.0,261.0,991.0,1061.0,1044.0,,Income Statement
"Inter Expse,Net Non-Operat",-111.0,-135.0,-137.0,-143.0,-118.0,,Income Statement
"Inter Income, Non-Operating",4.0,5.0,7.0,10.0,10.0,,Income Statement
"Invest Income, Non-Operat",17.0,5.0,17.0,143.0,89.0,,Income Statement
"Inter/Invest Inc, Non-Oper",21.0,10.0,24.0,153.0,99.0,,Income Statement
OtherNon-OperatInc (Expnse),,,-6.0,-7.0,-6.0,,Income Statement
"Other, Net",,,-6.0,-7.0,-6.0,,Income Statement
Income Before Tax,630.0,136.0,872.0,1064.0,1019.0,,Income Statement
Income Tax - Total,203.0,28.0,232.0,316.0,245.0,,Income Statement
Income After Tax,427.0,108.0,640.0,748.0,774.0,,Income Statement
Minority Interest,1.0,0.0,,,,,Income Statement
Net Inc Before Extra Items,428.0,108.0,640.0,748.0,774.0,,Income Statement
Total Extraordinary Items,,,89.0,-290.0,,,Income Statement
Total Net Income,428.0,108.0,729.0,458.0,774.0,,Income Statement
Income Available to Common Excl. Extra. Items,428.0,108.0,640.0,748.0,774.0,,Income Statement
Income Available to Common Incl. Extra. Items,428.0,108.0,729.0,458.0,774.0,,Income Statement
Basic/Primary Weighted Average Shares,167.0,165.0,166.0,165.0,165.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,2.56,0.65,3.85,4.52,4.69,,Income Statement
Basic/Primary EPS Incl. Extra. Items,2.56,0.65,4.38,2.77,4.69,,Income Statement
Diluted Weighted Average Shares,171.0,169.0,170.0,168.0,167.0,,Income Statement
Diluted EPS Excl. Extra. Items,2.5,0.64,3.77,4.46,4.64,,Income Statement
Diluted EPS Incl. Extra. Items,2.5,0.64,4.3,2.73,4.64,,Income Statement
Div/Share-ComStockPrimIssue,0.9,1.21,1.46,1.7,1.85,,Income Statement
Gross Divid - Common Stock,149.0,200.0,243.0,280.0,305.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",111.0,135.0,137.0,143.0,118.0,,Income Statement
"Depreciat/Amort, Suppl",76.0,88.0,96.0,101.0,89.0,,Income Statement
Total Special Items,182.0,695.0,54.0,-12.0,53.0,,Income Statement
Normalzd Income Before Tax,812.0,831.0,926.0,1052.0,1072.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),59.0,143.0,70.0,-4.0,43.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,262.0,171.0,302.0,312.0,288.0,,Income Statement
Normalized Income After Tax,550.0,660.0,624.0,740.0,784.0,,Income Statement
Normalzd Inc Avail to Common,551.0,660.0,624.0,740.0,784.0,,Income Statement
Basic Normalized EPS,3.3,4.0,3.75,4.48,4.75,,Income Statement
Diluted Normalized EPS,3.22,3.91,3.68,4.41,4.7,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,427.0,106.0,734.0,458.0,774.0,,Cash Flow
Depreciation/Depletion,138.0,170.0,188.0,210.0,190.0,,Cash Flow
Deferred Taxes,-14.0,-137.0,10.0,342.0,35.0,,Cash Flow
Unusual Items,136.0,578.0,0.0,-151.0,-2.0,,Cash Flow
Equity in Net Earnings/Loss,-17.0,-2.0,-15.0,-18.0,-84.0,,Cash Flow
Other Non-Cash Items,30.0,103.0,95.0,84.0,98.0,,Cash Flow
Non-Cash Items,149.0,679.0,80.0,-85.0,12.0,,Cash Flow
"Cash Taxes Pd, Supplemental",202.0,191.0,154.0,221.0,205.0,,Cash Flow
"Cash Interest Pd, Suppl",103.0,119.0,129.0,148.0,120.0,,Cash Flow
Accounts Receivable,55.0,73.0,25.0,-35.0,-42.0,,Cash Flow
Other Assets,-41.0,-52.0,9.0,-40.0,-173.0,,Cash Flow
Accounts Payable,-26.0,5.0,20.0,-19.0,23.0,,Cash Flow
Accrued Expenses,33.0,27.0,-41.0,37.0,-9.0,,Cash Flow
Payable/Accrued,-38.0,5.0,-12.0,33.0,-49.0,,Cash Flow
Changes in Working Capital,-18.0,-42.0,-103.0,103.0,-48.0,,Cash Flow
Total Cash from Operations,682.0,776.0,909.0,1028.0,963.0,,Cash Flow
Capital Expenditures,-133.0,-134.0,-144.0,-111.0,-127.0,,Cash Flow
Acquisition of Business,-226.0,-1466.0,-776.0,-101.0,-206.0,,Cash Flow
Sale of Business,,0.0,,286.0,132.0,,Cash Flow
Sale/Maturity of Investment,348.0,411.0,424.0,543.0,554.0,,Cash Flow
Purchase of Investments,-414.0,-468.0,-392.0,-421.0,-579.0,,Cash Flow
Other Investing Cash Flow,-10.0,,-2.0,,-14.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",-302.0,-1523.0,-746.0,307.0,-113.0,,Cash Flow
Total Cash from Investing,-435.0,-1657.0,-890.0,196.0,-240.0,,Cash Flow
Financing Cash Flow Items,34.0,-52.0,-27.0,-33.0,-13.0,,Cash Flow
Total Cash Dividends Paid,-149.0,-200.0,-243.0,-280.0,-305.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",-377.0,-100.0,-203.0,-394.0,-200.0,,Cash Flow
"Short Term Debt, Net",,0.0,480.0,-205.0,116.0,,Cash Flow
Long Term Debt Issued,506.0,2456.0,648.0,0.0,680.0,,Cash Flow
Long Term Debt Reduction,-369.0,-1156.0,-708.0,-115.0,-1215.0,,Cash Flow
"Long Term Debt, Net",137.0,1300.0,-60.0,-115.0,-535.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",137.0,1300.0,420.0,-320.0,-419.0,,Cash Flow
Total Cash From Financing,-355.0,948.0,-53.0,-1027.0,-937.0,,Cash Flow
Foreign Exchange Effects,-11.0,-6.0,15.0,-10.0,-10.0,,Cash Flow
Net Change in Cash,-119.0,61.0,-19.0,187.0,-224.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,476.0,357.0,418.0,399.0,586.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,357.0,418.0,399.0,586.0,362.0,,Cash Flow
"Depreciation, Supplemental",138.0,170.0,188.0,210.0,190.0,,Cash Flow
Free Cash Flow,549.0,642.0,765.0,917.0,836.0,,
FCF Growth,,0.1693989071038251,0.19158878504672905,0.1986928104575163,-0.08833151581243182,0.0,
