,2015,2016,2017,2018,2019,2020,Report
high,94.24,109.37,109.66,133.53,107.89,89.54,
low,68.15,57.15,81.99,82.04,64.33,27.0,
change,-0.24730000000000002,0.428,0.0514,-0.1975,-0.0222,-0.3898,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,719.0,1600.0,834.0,1556.0,2028.0,,Balance Sheet
"Trade Accts Recvble, Net",931.0,1216.0,1597.0,1915.0,2002.0,,Balance Sheet
Other Receivables,41.0,12.0,113.0,428.0,152.0,,Balance Sheet
"Total Receivables, Net",971.0,1229.0,1711.0,2343.0,2153.0,,Balance Sheet
Total Inventory,599.0,350.0,484.0,859.0,767.0,,Balance Sheet
Deferred Income Tax,4588.0,5028.0,3518.0,4413.0,5046.0,,Balance Sheet
Other Current Assets,156.0,207.0,250.0,299.0,325.0,,Balance Sheet
"Other Curr. Assets, Total",303.0,207.0,250.0,299.0,325.0,,Balance Sheet
Total Current Assets,2592.0,3385.0,3279.0,5057.0,5273.0,,Balance Sheet
Natural Resources,50613.0,49592.0,52556.0,57330.0,62830.0,,Balance Sheet
Other Prop./Plant/Equip.,3987.0,4009.0,3961.0,4221.0,5305.0,,Balance Sheet
Prop./Plant/Equip. - Gross,54600.0,53601.0,56517.0,61551.0,68136.0,,Balance Sheet
Accumulated Depreciation,-30389.0,-27894.0,-30851.0,-33475.0,-36998.0,,Balance Sheet
Prop./Plant/Equip. - Net,24211.0,25707.0,25665.0,28076.0,31138.0,,Balance Sheet
Other Long Term Assets,168.0,191.0,871.0,801.0,711.0,,Balance Sheet
Total Assets,26970.0,29299.0,29833.0,33934.0,37125.0,,Balance Sheet
Accounts Payable,1472.0,1512.0,1847.0,2240.0,2429.0,,Balance Sheet
Accrued Expenses,,,,,369.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,7.0,7.0,356.0,913.0,1015.0,,Balance Sheet
Dividends Payable,92.0,96.0,96.0,127.0,166.0,,Balance Sheet
Income Taxes Payable,94.0,118.0,149.0,215.0,255.0,,Balance Sheet
Other Current Liabilities,156.0,294.0,277.0,234.0,253.0,,Balance Sheet
"Other Curr. Lblts, Total",341.0,509.0,522.0,575.0,674.0,,Balance Sheet
Total Current Liabilities,1819.0,2027.0,2726.0,3728.0,4487.0,,Balance Sheet
Long Term Debt,6649.0,6980.0,6031.0,5170.0,4118.0,,Balance Sheet
Capital Lease Obligations,,,,,43.0,,Balance Sheet
Total Long Term Debt,6649.0,6980.0,6031.0,5170.0,4161.0,,Balance Sheet
Total Debt,6655.0,6986.0,6387.0,6083.0,5175.0,,Balance Sheet
"Other Liabilities, Total",971.0,1282.0,1275.0,1258.0,1790.0,,Balance Sheet
Total Liabilities,14027.0,15318.0,13550.0,14570.0,15484.0,,Balance Sheet
