,2015,2016,2017,2018,2019,2020,Report
high,218.77,245.57,262.14,275.31,232.21,250.46,
low,167.49,138.2,209.62,151.7,163.35,130.85,
change,-0.1002,0.36210000000000003,0.0497,-0.3519,0.3992,-0.1974,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash,6470.0,11150.0,10790.0,10660.0,12570.0,,Balance Sheet
Cash & Equivalents,106533.0,110561.0,99261.0,119887.0,120976.0,,Balance Sheet
Cash and Short Term Invs,113003.0,121711.0,110051.0,130547.0,133546.0,,Balance Sheet
"Trade Accts Recvble, Net",71883.0,65824.0,84788.0,79315.0,74605.0,,Balance Sheet
Other Receivables,5308.0,3547.0,3098.0,3585.0,2398.0,,Balance Sheet
"Total Receivables, Net",77191.0,69371.0,87886.0,82900.0,77003.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Prop./Plant/Equip. - Gross,17726.0,19750.0,23374.0,27397.0,31836.0,,Balance Sheet
Accumulated Depreciation,-7770.0,-7680.0,-8280.0,-9080.0,-9950.0,,Balance Sheet
Prop./Plant/Equip. - Net,9956.0,12070.0,15094.0,18317.0,24246.0,,Balance Sheet
"Goodwill, Net",3657.0,3666.0,3665.0,3758.0,4196.0,,Balance Sheet
Intangibles - Gross,1521.0,1608.0,1675.0,1753.0,2217.0,,Balance Sheet
Accum. Intangible Amort.,-1030.0,-1179.0,-1302.0,-1429.0,-1576.0,,Balance Sheet
Intangibles - Net,491.0,429.0,373.0,324.0,641.0,,Balance Sheet
LT Invt. - Affiliate Comp.,258.0,219.0,275.0,357.0,285.0,,Balance Sheet
LT Investments - Other,548059.0,538152.0,578606.0,564072.0,641352.0,,Balance Sheet
Long Term Investments,548317.0,538371.0,578881.0,564429.0,641637.0,,Balance Sheet
Note Rcvble - Long Term,45407.0,49672.0,65933.0,80590.0,108904.0,,Balance Sheet
Pension Bene. - Overfunded,,,,462.0,257.0,,Balance Sheet
Def. Inc. Tax - LT Asset,5548.0,5550.0,3728.0,1529.0,2068.0,,Balance Sheet
Disct. Ops. - LT Asset,,,634.0,365.0,470.0,,Balance Sheet
Other Assets,57825.0,59325.0,50531.0,48575.0,,,Balance Sheet
"Other Assets, Total",57825.0,59325.0,50531.0,48575.0,,,Balance Sheet
Total Assets,861395.0,860165.0,916776.0,931796.0,992968.0,,Balance Sheet
Accounts Payable,210362.0,188455.0,178169.0,180235.0,174817.0,,Balance Sheet
Accrued Expenses,8149.0,7181.0,6710.0,6834.0,9274.0,,Balance Sheet
Notes Payable/ST Debt,204616.0,219175.0,254947.0,261814.0,340411.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,39606.0,36646.0,44986.0,37031.0,37831.0,,Balance Sheet
"Other Curr. Lblts, Total",1280.0,1794.0,4051.0,2864.0,2947.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,185942.0,197491.0,227579.0,236027.0,219158.0,,Balance Sheet
Total Debt,430164.0,453312.0,527512.0,534872.0,597400.0,,Balance Sheet
Minority Interest,459.0,506.0,553.0,1568.0,1713.0,,Balance Sheet
Pension Benefits - Underfunded,561.0,592.0,606.0,344.0,415.0,,Balance Sheet
Other Liabilities,123692.0,121432.0,116932.0,114894.0,116137.0,,Balance Sheet
"Other Liabilities, Total",124253.0,122024.0,117538.0,115238.0,116552.0,,Balance Sheet
Total Liabilities,774667.0,773272.0,834533.0,841611.0,902703.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",11200.0,11203.0,11853.0,11203.0,11203.0,,Balance Sheet
Common Stock,9.0,9.0,9.0,9.0,9.0,,Balance Sheet
Additional Paid-In Capital,51340.0,52638.0,53357.0,54005.0,54883.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),83386.0,89039.0,91519.0,100100.0,106465.0,,Balance Sheet
Treasury Stock - Common,-62640.0,-68694.0,-75392.0,-78670.0,-84006.0,,Balance Sheet
ESOP Debt Guarantee,4151.0,3914.0,2777.0,2845.0,3195.0,,Balance Sheet
Unrealized Gain (Loss),,,-9.0,-112.0,46.0,,Balance Sheet
Cum. Trans. Adjustment,-587.0,-647.0,-625.0,-621.0,-616.0,,Balance Sheet
Min. Pension Lblty Adj.,-131.0,-330.0,-200.0,-81.0,-342.0,,Balance Sheet
Other Comprehensive Income,,-239.0,-1046.0,1507.0,-572.0,,Balance Sheet
"Other Equity, Total",-718.0,-1216.0,-1871.0,805.0,-1530.0,,Balance Sheet
Total Equity,86728.0,86893.0,82243.0,90185.0,90265.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,861395.0,860165.0,916776.0,931796.0,992968.0,,Balance Sheet
Ttl Comm. Shares Outs.,419.0,393.0,375.0,368.0,347.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,444.0,481.0,510.0,524.0,549.0,,Balance Sheet
Shrs Out-Pref Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Shrs Out-Pref Stk Iss. 2,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Shrs Out-Pref Stk Iss. 3,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Shrs Out-Pref Stk Iss. 4,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Shrs Out-Pref Stk Iss. 5,,,0.0,0.0,0.0,,Balance Sheet
Shrs Out-Pref Stk Iss. 6,,,,,0.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 1,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 2,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 3,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 4,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 5,,,0.0,0.0,0.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 6,,,,,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,39395.0,38032.0,43485.0,53182.0,54912.0,,Income Statement
"Cost of Revenue, Total",7964.0,9927.0,13057.0,19112.0,20628.0,,Income Statement
Selling/Gen/Admin Expense,3098.0,3135.0,3383.0,3786.0,4251.0,,Income Statement
Labor & Related Expense,12678.0,11448.0,11653.0,12328.0,12353.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",15776.0,14583.0,15036.0,16114.0,16604.0,,Income Statement
Depreciation/Amortization,910.0,998.0,1152.0,1328.0,1704.0,,Income Statement
Unusual Expense (Income),103.0,,,,,,Income Statement
Other Operating Expense,5677.0,1900.0,1877.0,2819.0,3338.0,,Income Statement
"Other, Net",187.0,320.0,1231.0,1328.0,2055.0,,Income Statement
"Other Operat Expse, Total",5864.0,2220.0,3108.0,4147.0,5393.0,,Income Statement
Total Operating Expense,30617.0,27728.0,32353.0,40701.0,44329.0,,Income Statement
Total Operating Income,8778.0,10304.0,11132.0,12481.0,10583.0,,Income Statement
Income Before Tax,8778.0,10304.0,11132.0,12481.0,10583.0,,Income Statement
Income Tax - Total,2695.0,2906.0,2446.0,2509.0,2117.0,,Income Statement
Income After Tax,6083.0,7398.0,8686.0,9972.0,8466.0,,Income Statement
Net Inc Before Extra Items,6083.0,7398.0,8686.0,9972.0,8466.0,,Income Statement
Total Extraordinary Items,,,-4400.0,487.0,,,Income Statement
Total Net Income,6083.0,7398.0,4286.0,10459.0,8466.0,,Income Statement
Total Adjust to Net Income,-515.0,-311.0,-601.0,-599.0,-569.0,,Income Statement
Income Available to Common Excl. Extra. Items,5568.0,7087.0,8085.0,9373.0,7897.0,,Income Statement
Income Available to Common Incl. Extra. Items,5568.0,7087.0,3685.0,9860.0,7897.0,,Income Statement
Basic/Primary Weighted Average Shares,449.0,427.0,402.0,385.0,372.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,12.4,16.58,20.13,24.32,21.25,,Income Statement
Basic/Primary EPS Incl. Extra. Items,12.4,16.58,9.18,25.58,21.25,,Income Statement
Diluted Weighted Average Shares,459.0,435.0,409.0,390.0,376.0,,Income Statement
Diluted EPS Excl. Extra. Items,12.14,16.29,19.76,24.02,21.03,,Income Statement
Diluted EPS Incl. Extra. Items,12.14,16.29,9.01,25.27,21.03,,Income Statement
Div/Share-ComStockPrimIssue,2.55,2.6,2.9,3.15,4.15,,Income Statement
Gross Divid - Common Stock,1166.0,1129.0,1181.0,1226.0,1544.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",5373.0,7104.0,10181.0,15912.0,17376.0,,Income Statement
"Interest Capitalized, Suppl",-15.0,,,,,,Income Statement
"Depreciat/Amort, Suppl",778.0,836.0,1002.0,1176.0,1531.0,,Income Statement
Total Special Items,4113.0,396.0,188.0,844.0,1240.0,,Income Statement
Normalzd Income Before Tax,12891.0,10700.0,11320.0,13325.0,11823.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),1263.0,112.0,41.0,170.0,248.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,3958.0,3018.0,2487.0,2679.0,2365.0,,Income Statement
Normalized Income After Tax,8933.0,7682.0,8833.0,10646.0,9458.0,,Income Statement
Normalzd Inc Avail to Common,8418.0,7371.0,8232.0,10047.0,8889.0,,Income Statement
Basic Normalized EPS,18.75,17.25,20.5,26.07,23.92,,Income Statement
Diluted Normalized EPS,18.36,16.94,20.12,25.75,23.67,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,6083.0,7398.0,4286.0,10459.0,8466.0,,Cash Flow
Depreciation/Depletion,991.0,998.0,1152.0,1328.0,1704.0,,Cash Flow
Deferred Taxes,425.0,551.0,5458.0,-2645.0,-334.0,,Cash Flow
Unusual Items,-34.0,3.0,-114.0,-160.0,-20.0,,Cash Flow
Other Non-Cash Items,2272.0,2293.0,2426.0,2505.0,3083.0,,Cash Flow
Non-Cash Items,2238.0,2296.0,2312.0,2345.0,3063.0,,Cash Flow
"Cash Taxes Pd, Supplemental",2650.0,1060.0,1425.0,1271.0,1266.0,,Cash Flow
"Cash Interest Pd, Suppl",4820.0,7140.0,11174.0,16721.0,18645.0,,Cash Flow
Other Assets,16078.0,13662.0,-9586.0,-23652.0,-68682.0,,Cash Flow
Accounts Payable,,-14723.0,-26981.0,6416.0,-7693.0,,Cash Flow
Changes in Working Capital,-256.0,-4749.0,-33697.0,5077.0,10969.0,,Cash Flow
Total Cash from Operations,9481.0,6494.0,-20489.0,16564.0,23868.0,,Cash Flow
Capital Expenditures,-1833.0,-2865.0,-3184.0,-7982.0,-8443.0,,Cash Flow
Acquisition of Business,-1808.0,,-2383.0,-162.0,-803.0,,Cash Flow
Sale of Business,,14922.0,,,,,Cash Flow
Sale of Fixed Assets,228.0,381.0,574.0,3711.0,6632.0,,Cash Flow
Sale/Maturity of Investment,1019.0,1517.0,13031.0,8095.0,17812.0,,Cash Flow
"Investment, Net",-16180.0,-4280.0,-17034.0,-13064.0,-9661.0,,Cash Flow
Purchase of Investments,0.0,0.0,-17381.0,-9418.0,-29773.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",-16741.0,12540.0,-23193.0,-10838.0,-15793.0,,Cash Flow
Total Cash from Investing,-18574.0,9675.0,-26377.0,-18820.0,-24236.0,,Cash Flow
Financing Cash Flow Items,-1253.0,987.0,-542.0,1176.0,3602.0,,Cash Flow
Cash Divids Paid - Common,,,-1181.0,-1226.0,-1544.0,,Cash Flow
Cash Divs Paid - Preferred,,,-587.0,-584.0,-560.0,,Cash Flow
Total Cash Dividends Paid,-1681.0,-1706.0,-1769.0,-1810.0,-2104.0,,Cash Flow
"Common Stock, Net",-4135.0,-6078.0,-6772.0,-3294.0,-5335.0,,Cash Flow
Sale/Issuance of Preferred,1993.0,1303.0,1495.0,,1098.0,,Cash Flow
Repurch/Retirement Preferd,-1.0,-1171.0,-1087.0,-685.0,-1306.0,,Cash Flow
"Preferred Stock, Net",1992.0,132.0,408.0,-685.0,-208.0,,Cash Flow
Options Exercised,259.0,6.0,7.0,38.0,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",-1884.0,-5940.0,-6357.0,-3941.0,-5543.0,,Cash Flow
"Short Term Debt, Net",13403.0,7744.0,13600.0,23129.0,29178.0,,Cash Flow
Long Term Debt Issued,54944.0,54949.0,65748.0,50923.0,29638.0,,Cash Flow
Long Term Debt Reduction,-29520.0,-36556.0,-30748.0,-37243.0,-43936.0,,Cash Flow
"Long Term Debt, Net",25424.0,18393.0,35000.0,13680.0,-14298.0,,Cash Flow
Total Debt Reduction,-6502.0,-7375.0,-4726.0,-9482.0,-7468.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",32325.0,18762.0,43874.0,27327.0,7412.0,,Cash Flow
Total Cash From Financing,27507.0,12103.0,35206.0,22752.0,3367.0,,Cash Flow
Net Change in Cash,18414.0,28272.0,-11660.0,20496.0,2999.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,75025.0,93439.0,121711.0,110051.0,130547.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,93439.0,121711.0,110051.0,130547.0,133546.0,,Cash Flow
"Depreciation, Supplemental",991.0,998.0,1152.0,1328.0,1704.0,,Cash Flow
Free Cash Flow,7648.0,3629.0,-23673.0,8582.0,15425.0,,
FCF Growth,,-0.5254968619246863,-7.523284651419123,-1.3625227051915685,0.7973665812164996,0.0,
