,2015,2016,2017,2018,2019,2020,Report
high,32.13,40.99,45.55,46.58,55.4,60.28,
low,27.14,30.38,36.56,36.84,40.75,37.66,
change,0.0388,0.2121,0.1231,-0.0087,0.2979,-0.1223,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,6.0,8.0,28.0,21.0,16.0,,Balance Sheet
"Trade Accts Recvble, Gross",94.0,112.0,103.0,91.0,92.0,,Balance Sheet
Prov. for Doubtful Accts,-5.0,-9.0,-12.0,-11.0,-7.0,,Balance Sheet
"Trade Accts Recvble, Net",89.0,103.0,91.0,81.0,84.0,,Balance Sheet
Other Receivables,226.0,300.0,306.0,196.0,236.0,,Balance Sheet
"Total Receivables, Net",315.0,403.0,398.0,276.0,320.0,,Balance Sheet
Invent. - Raw Materials,81.0,87.0,106.0,101.0,101.0,,Balance Sheet
Gas in Storage - Inventory,43.0,38.0,45.0,49.0,49.0,,Balance Sheet
Fuel - Inventory,99.0,98.0,72.0,61.0,78.0,,Balance Sheet
Total Inventory,224.0,222.0,222.0,212.0,227.0,,Balance Sheet
Prepaid Expenses,,,,42.0,42.0,,Balance Sheet
Deferred Income Tax,2381.0,2570.0,1478.0,1603.0,1714.0,,Balance Sheet
Unbilled Utility Revenues,83.0,90.0,85.0,74.0,82.0,,Balance Sheet
Other Current Assets,200.0,153.0,172.0,160.0,188.0,,Balance Sheet
"Other Curr. Assets, Total",283.0,244.0,257.0,234.0,270.0,,Balance Sheet
Total Current Assets,827.0,877.0,905.0,785.0,876.0,,Balance Sheet
Construction in Progress,898.0,1227.0,962.0,1775.0,1835.0,,Balance Sheet
Other Prop./Plant/Equip.,861.0,788.0,773.0,654.0,671.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1758.0,2015.0,1735.0,2429.0,2506.0,,Balance Sheet
Accumulated Depreciation,-312.0,-319.0,-336.0,-222.0,-231.0,,Balance Sheet
Prop./Plant/Equip. - Net,1465.0,1715.0,1405.0,2213.0,2282.0,,Balance Sheet
Utility Plant,11994.0,12700.0,14113.0,14564.0,15847.0,,Balance Sheet
Utlty. Plnt. Accum. Deprc.,-3940.0,-4136.0,-4283.0,-4315.0,-4601.0,,Balance Sheet
"Total Utility Plant, Net",8054.0,8565.0,9830.0,10250.0,11246.0,,Balance Sheet
LT Invt. - Affiliate Comp.,293.0,318.0,274.0,294.0,320.0,,Balance Sheet
LT Investments - Other,53.0,20.0,122.0,138.0,148.0,,Balance Sheet
Long Term Investments,346.0,338.0,396.0,431.0,468.0,,Balance Sheet
