,2015,2016,2017,2018,2019,2020,Report
high,31.48,36.04,51.04,66.46,52.35,57.3,
low,22.66,19.61,32.25,40.41,34.68,25.76,
change,0.0151,0.1998,0.39590000000000003,-0.1252,0.0546,-0.0977,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,3290.0,3410.0,1803.0,3344.0,2629.0,,Balance Sheet
"Total Receivables, Net",520.0,1056.0,1178.0,760.0,1395.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Buildings,188.0,191.0,194.0,203.0,159.0,,Balance Sheet
Land/Improvements,3.0,3.0,3.0,3.0,3.0,,Balance Sheet
Machinery/Equipment,617.0,582.0,535.0,563.0,600.0,,Balance Sheet
Construction in Progress,17.0,35.0,38.0,45.0,64.0,,Balance Sheet
Other Prop./Plant/Equip.,22.0,19.0,7.0,13.0,215.0,,Balance Sheet
Prop./Plant/Equip. - Gross,847.0,830.0,777.0,827.0,1041.0,,Balance Sheet
Accumulated Depreciation,-611.0,-591.0,-524.0,-546.0,-507.0,,Balance Sheet
Prop./Plant/Equip. - Net,236.0,239.0,253.0,281.0,534.0,,Balance Sheet
"Goodwill, Net",1792.0,2370.0,2370.0,2485.0,2510.0,,Balance Sheet
Intangibles - Gross,435.0,604.0,604.0,858.0,861.0,,Balance Sheet
Accum. Intangible Amort.,-261.0,-284.0,-320.0,-367.0,-428.0,,Balance Sheet
Intangibles - Net,174.0,320.0,284.0,491.0,433.0,,Balance Sheet
Long Term Investments,25602.0,29643.0,44518.0,45037.0,41470.0,,Balance Sheet
Note Rcvble - Long Term,12011.0,10282.0,11725.0,11663.0,11270.0,,Balance Sheet
Def. Inc. Tax - LT Asset,1033.0,756.0,251.0,,,,Balance Sheet
Other Assets,769.0,923.0,983.0,942.0,1175.0,,Balance Sheet
"Other Assets, Total",769.0,923.0,983.0,942.0,1175.0,,Balance Sheet
Total Assets,45427.0,48999.0,63365.0,65003.0,61416.0,,Balance Sheet
Accounts Payable,8120.0,9142.0,10991.0,11065.0,13742.0,,Balance Sheet
Accrued Expenses,,,,,235.0,,Balance Sheet
Notes Payable/ST Debt,29445.0,31682.0,42742.0,45313.0,38606.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,1488.0,1403.0,1901.0,1409.0,1410.0,,Balance Sheet
Total Debt,30933.0,33085.0,44643.0,46722.0,40016.0,,Balance Sheet
"Other Liabilities, Total",575.0,500.0,800.0,654.0,880.0,,Balance Sheet
Total Liabilities,39628.0,42727.0,56434.0,58441.0,54873.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,394.0,689.0,689.0,689.0,,Balance Sheet
Common Stock,3.0,3.0,3.0,2.0,2.0,,Balance Sheet
