,2015,2016,2017,2018,2019,2020,Report
high,40.58,51.49,63.7,68.39,56.66,48.59,
low,25.05,30.15,46.44,40.34,40.38,33.81,
change,0.1251,0.2548,0.2847,-0.30510000000000004,0.1286,-0.0651,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,324.0,330.0,347.0,260.0,374.0,,Balance Sheet
Short Term Investments,322.0,424.0,473.0,385.0,177.0,,Balance Sheet
Cash and Short Term Invs,645.0,755.0,820.0,645.0,551.0,,Balance Sheet
"Total Receivables, Net",501.0,519.0,593.0,647.0,590.0,,Balance Sheet
Invent. - Finished Goods,86.0,114.0,140.0,138.0,137.0,,Balance Sheet
Invent. - Work In Progress,13.0,13.0,18.0,23.0,22.0,,Balance Sheet
Invent. - Raw Materials,140.0,142.0,161.0,174.0,168.0,,Balance Sheet
LIFO Reserve,-16.0,-18.0,-22.0,-31.0,-24.0,,Balance Sheet
Total Inventory,223.0,251.0,297.0,305.0,303.0,,Balance Sheet
"Other Curr. Assets, Total",34.0,38.0,57.0,42.0,57.0,,Balance Sheet
Total Current Assets,1403.0,1562.0,1767.0,1639.0,1500.0,,Balance Sheet
Buildings,238.0,286.0,330.0,323.0,334.0,,Balance Sheet
Land/Improvements,11.0,11.0,11.0,11.0,12.0,,Balance Sheet
Machinery/Equipment,618.0,635.0,719.0,762.0,811.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,47.0,,Balance Sheet
Prop./Plant/Equip. - Gross,867.0,933.0,1060.0,1097.0,1204.0,,Balance Sheet
Accumulated Depreciation,-424.0,-471.0,-531.0,-557.0,-612.0,,Balance Sheet
Prop./Plant/Equip. - Net,443.0,462.0,529.0,540.0,592.0,,Balance Sheet
"Goodwill, Net",421.0,492.0,517.0,513.0,546.0,,Balance Sheet
Intangibles - Gross,376.0,391.0,405.0,405.0,466.0,,Balance Sheet
Accum. Intangible Amort.,-85.0,-83.0,-96.0,-112.0,-127.0,,Balance Sheet
Intangibles - Net,291.0,308.0,309.0,293.0,338.0,,Balance Sheet
Other Long Term Assets,71.0,67.0,76.0,87.0,81.0,,Balance Sheet
Total Assets,2629.0,2891.0,3197.0,3072.0,3058.0,,Balance Sheet
Accounts Payable,425.0,529.0,535.0,544.0,510.0,,Balance Sheet
Accrued Expenses,170.0,183.0,205.0,198.0,207.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,13.0,7.0,8.0,0.0,7.0,,Balance Sheet
"Other Curr. Lblts, Total",45.0,47.0,46.0,43.0,43.0,,Balance Sheet
Total Current Liabilities,653.0,766.0,794.0,785.0,767.0,,Balance Sheet
Total Long Term Debt,236.0,316.0,403.0,221.0,277.0,,Balance Sheet
Total Debt,249.0,324.0,410.0,221.0,284.0,,Balance Sheet
Pension Benefits - Underfunded,134.0,109.0,48.0,49.0,28.0,,Balance Sheet
Other LT Liabilities,163.0,185.0,308.0,298.0,320.0,,Balance Sheet
"Other Liabilities, Total",298.0,294.0,356.0,348.0,348.0,,Balance Sheet
Total Liabilities,1187.0,1376.0,1553.0,1355.0,1391.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,,0.0,0.0,,Balance Sheet
Common Stock,296.0,296.0,296.0,296.0,295.0,,Balance Sheet
Additional Paid-In Capital,469.0,478.0,487.0,497.0,509.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1351.0,1593.0,1789.0,2103.0,2323.0,,Balance Sheet
Treasury Stock - Common,-361.0,-488.0,-627.0,-827.0,-1113.0,,Balance Sheet
Cum. Trans. Adjustment,-39.0,-79.0,-27.0,-65.0,-66.0,,Balance Sheet
Min. Pension Lblty Adj.,-275.0,-284.0,-272.0,-285.0,-282.0,,Balance Sheet
Other Comprehensive Income,1.0,0.0,-1.0,-1.0,0.0,,Balance Sheet
