,2015,2016,2017,2018,2019,2020,Report
high,73.82,70.0,82.34,89.85,95.48,105.78,
low,49.21,46.19,66.6,64.46,66.22,56.42,
change,-0.2762,0.31010000000000004,0.16899999999999998,-0.1334,0.3987,-0.13640000000000002,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash,268.0,543.0,561.0,283.0,370.0,,Balance Sheet
Short Term Investments,177.0,203.0,534.0,157.0,221.0,,Balance Sheet
Cash and Short Term Invs,445.0,746.0,1095.0,440.0,591.0,,Balance Sheet
"Trade Accts Recvble, Gross",3529.0,3610.0,4000.0,3913.0,3486.0,,Balance Sheet
Prov. for Doubtful Accts,-50.0,-50.0,-57.0,-55.0,-49.0,,Balance Sheet
"Total Receivables, Net",3479.0,3560.0,3943.0,3858.0,3437.0,,Balance Sheet
Invent. - Finished Goods,1131.0,1072.0,1196.0,1208.0,1179.0,,Balance Sheet
Invent. - Work In Progress,412.0,395.0,471.0,500.0,640.0,,Balance Sheet
Invent. - Raw Materials,885.0,879.0,953.0,1077.0,986.0,,Balance Sheet
LIFO Reserve,-105.0,,,,,,Balance Sheet
Total Inventory,2323.0,2346.0,2620.0,2785.0,2805.0,,Balance Sheet
Prepaid Expenses,324.0,336.0,631.0,448.0,456.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,1377.0,,Balance Sheet
Other Current Assets,45.0,45.0,48.0,59.0,62.0,,Balance Sheet
"Other Curr. Assets, Total",45.0,45.0,48.0,59.0,1439.0,,Balance Sheet
Total Current Assets,6616.0,7033.0,8337.0,7590.0,8728.0,,Balance Sheet
Land/Improvements,2383.0,2369.0,2491.0,2466.0,2416.0,,Balance Sheet
Machinery/Equipment,5501.0,5670.0,6014.0,6106.0,6248.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,478.0,,Balance Sheet
Prop./Plant/Equip. - Gross,7884.0,8039.0,8505.0,8572.0,9142.0,,Balance Sheet
Accumulated Depreciation,-4319.0,-4596.0,-5003.0,-5105.0,-5210.0,,Balance Sheet
Prop./Plant/Equip. - Net,3565.0,3443.0,3502.0,3467.0,3932.0,,Balance Sheet
"Goodwill, Net",13479.0,13201.0,13568.0,13328.0,13456.0,,Balance Sheet
Intangibles - Gross,7868.0,7636.0,7871.0,7542.0,7467.0,,Balance Sheet
Accum. Intangible Amort.,-1854.0,-2122.0,-2606.0,-2696.0,-2829.0,,Balance Sheet
Intangibles - Net,6014.0,5514.0,5265.0,4846.0,4638.0,,Balance Sheet
Other Long Term Assets,960.0,960.0,1698.0,1568.0,1679.0,,Balance Sheet
Total Assets,30996.0,30476.0,32623.0,31092.0,32805.0,,Balance Sheet
Accounts Payable,1758.0,1718.0,2166.0,2130.0,2114.0,,Balance Sheet
Accrued Expenses,366.0,379.0,453.0,457.0,570.0,,Balance Sheet
Notes Payable/ST Debt,426.0,14.0,6.0,414.0,255.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,242.0,1552.0,578.0,339.0,248.0,,Balance Sheet
Discontinued Operations,,,,,325.0,,Balance Sheet
Other Current Liabilities,1833.0,1822.0,1872.0,1814.0,1620.0,,Balance Sheet
"Other Curr. Lblts, Total",1833.0,1822.0,1872.0,1814.0,1945.0,,Balance Sheet
