,2015,2016,2017,2018,2019,2020,Report
high,32.78,28.91,29.18,31.55,31.2,30.73,
low,23.42,22.43,14.99,19.08,22.51,15.43,
change,-0.1264,0.0833,-0.21710000000000002,0.0745,0.3379,-0.3679,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,390.0,300.0,7309.0,986.0,1552.0,,Balance Sheet
"Trade Accts Recvble, Gross",,1542.0,1893.0,,,,Balance Sheet
Prov. for Doubtful Accts,,-47.0,-55.0,,,,Balance Sheet
"Total Receivables, Net",1479.0,1495.0,1838.0,2620.0,2633.0,,Balance Sheet
Prepaid Expenses,346.0,397.0,434.0,312.0,365.0,,Balance Sheet
Deferred Income Tax,556.0,467.0,319.0,1811.0,1691.0,,Balance Sheet
Other Current Assets,313.0,310.0,410.0,313.0,667.0,,Balance Sheet
"Other Curr. Assets, Total",381.0,310.0,410.0,313.0,667.0,,Balance Sheet
Total Current Assets,2596.0,2502.0,9991.0,4231.0,5217.0,,Balance Sheet
Land/Improvements,338.0,327.0,363.0,,298.0,,Balance Sheet
Machinery/Equipment,914.0,954.0,1107.0,,1195.0,,Balance Sheet
Other Prop./Plant/Equip.,309.0,333.0,431.0,,1219.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1561.0,1614.0,1901.0,,2712.0,,Balance Sheet
Accumulated Depreciation,-1073.0,-1132.0,-1304.0,,-1148.0,,Balance Sheet
Prop./Plant/Equip. - Net,488.0,482.0,597.0,800.0,1564.0,,Balance Sheet
"Goodwill, Net",8164.0,8040.0,7073.0,13006.0,13050.0,,Balance Sheet
Intangibles - Gross,4396.0,4394.0,5015.0,12743.0,14847.0,,Balance Sheet
Accum. Intangible Amort.,-636.0,-793.0,-1032.0,,-3051.0,,Balance Sheet
Intangibles - Net,3760.0,3601.0,3983.0,12743.0,11796.0,,Balance Sheet
Long Term Investments,567.0,557.0,335.0,935.0,568.0,,Balance Sheet
Other Long Term Assets,289.0,490.0,576.0,835.0,1540.0,,Balance Sheet
Total Assets,15864.0,15672.0,22555.0,32550.0,33735.0,,Balance Sheet
Accounts Payable,282.0,241.0,277.0,325.0,463.0,,Balance Sheet
Accrued Expenses,958.0,1041.0,1264.0,1604.0,1606.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,119.0,82.0,30.0,1819.0,656.0,,Balance Sheet
Customer Advances,190.0,163.0,255.0,249.0,489.0,,Balance Sheet
Income Taxes Payable,30.0,34.0,45.0,,,,Balance Sheet
Other Current Liabilities,,,,,25.0,,Balance Sheet
"Other Curr. Lblts, Total",220.0,197.0,300.0,249.0,514.0,,Balance Sheet
Total Current Liabilities,1579.0,1561.0,1871.0,3997.0,3239.0,,Balance Sheet
Long Term Debt,7474.0,7690.0,14530.0,14974.0,14810.0,,Balance Sheet
Capital Lease Obligations,142.0,151.0,225.0,,203.0,,Balance Sheet
Total Long Term Debt,7616.0,7841.0,14755.0,14974.0,15013.0,,Balance Sheet
Total Debt,7735.0,7923.0,14785.0,16793.0,15669.0,,Balance Sheet
Minority Interest,241.0,243.0,413.0,2131.0,2075.0,,Balance Sheet
"Other Liabilities, Total",421.0,393.0,587.0,1251.0,1826.0,,Balance Sheet
Total Liabilities,10413.0,10505.0,17945.0,24164.0,23844.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",2.0,1.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,5.0,5.0,5.0,7.0,7.0,,Balance Sheet
Additional Paid-In Capital,7021.0,7046.0,7295.0,10647.0,10747.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),4517.0,5232.0,4632.0,5254.0,7333.0,,Balance Sheet
Treasury Stock - Common,-5461.0,-6356.0,-6737.0,-6737.0,-7374.0,,Balance Sheet
Cum. Trans. Adjustment,-606.0,-797.0,-615.0,,-847.0,,Balance Sheet
Other Equity,,1.0,,,,,Balance Sheet
Min. Pension Lblty Adj.,,,,,-7.0,,Balance Sheet
Other Comprehensive Income,-27.0,35.0,30.0,-785.0,32.0,,Balance Sheet
"Other Equity, Total",-633.0,-761.0,-585.0,-785.0,-822.0,,Balance Sheet
Total Equity,5451.0,5167.0,4610.0,8386.0,9891.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,15864.0,15672.0,22555.0,32550.0,33735.0,,Balance Sheet
Shr Outs.-Com. Primary Iss.,150.0,152.0,154.0,157.0,158.0,,Balance Sheet
