,2015,2016,2017,2018,2019,2020,Report
high,68.08,73.49,89.81,94.3,125.75,139.24,
low,54.34,52.95,63.81,73.85,78.31,77.37,
change,0.056900000000000006,-0.013600000000000001,0.23079999999999998,-0.0045000000000000005,0.5835,-0.18050000000000002,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,200.0,312.0,466.0,284.0,355.0,,Balance Sheet
"Total Receivables, Net",303.0,260.0,297.0,325.0,330.0,,Balance Sheet
Invent. - Finished Goods,115.0,140.0,143.0,129.0,120.0,,Balance Sheet
Invent. - Work In Progress,30.0,24.0,30.0,34.0,33.0,,Balance Sheet
Invent. - Raw Materials,59.0,57.0,67.0,117.0,117.0,,Balance Sheet
Total Inventory,204.0,221.0,240.0,280.0,270.0,,Balance Sheet
Restricted Cash - Current,,,,7.0,3.0,,Balance Sheet
Deferred Income Tax,,119.0,124.0,116.0,108.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,2.0,1.0,1.0,0.0,,Balance Sheet
Other Current Assets,28.0,22.0,17.0,20.0,29.0,,Balance Sheet
"Other Curr. Assets, Total",28.0,36.0,30.0,43.0,47.0,,Balance Sheet
Total Current Assets,735.0,829.0,1033.0,932.0,1002.0,,Balance Sheet
Buildings,,128.0,142.0,148.0,155.0,,Balance Sheet
Land/Improvements,,15.0,16.0,16.0,17.0,,Balance Sheet
Machinery/Equipment,,480.0,525.0,554.0,572.0,,Balance Sheet
Construction in Progress,,18.0,24.0,31.0,43.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,81.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,640.0,708.0,749.0,867.0,,Balance Sheet
Accumulated Depreciation,,-414.0,-456.0,-472.0,-495.0,,Balance Sheet
Prop./Plant/Equip. - Net,225.0,227.0,252.0,277.0,373.0,,Balance Sheet
"Goodwill, Net",714.0,717.0,761.0,883.0,873.0,,Balance Sheet
Intangibles - Gross,480.0,481.0,529.0,704.0,695.0,,Balance Sheet
Accum. Intangible Amort.,-108.0,-124.0,-135.0,-157.0,-184.0,,Balance Sheet
Intangibles - Net,372.0,357.0,394.0,547.0,511.0,,Balance Sheet
Long Term Investments,,0.0,,,,,Balance Sheet
Other Long Term Assets,217.0,45.0,66.0,87.0,96.0,,Balance Sheet
Total Assets,2263.0,2247.0,2542.0,2810.0,2967.0,,Balance Sheet
Accounts Payable,175.0,180.0,188.0,235.0,221.0,,Balance Sheet
Accrued Expenses,201.0,198.0,219.0,230.0,272.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,66.0,48.0,35.0,35.0,0.0,,Balance Sheet
Other Current Liabilities,6.0,1.0,1.0,0.0,2.0,,Balance Sheet
"Other Curr. Lblts, Total",6.0,3.0,19.0,20.0,14.0,,Balance Sheet
Total Current Liabilities,447.0,430.0,461.0,521.0,507.0,,Balance Sheet
Total Long Term Debt,1458.0,1416.0,1442.0,1410.0,1428.0,,Balance Sheet
Total Debt,1523.0,1464.0,1477.0,1445.0,1428.0,,Balance Sheet
Minority Interest,4.0,3.0,4.0,3.0,3.0,,Balance Sheet
Pension Benefits - Underfunded,,135.0,86.0,81.0,88.0,,Balance Sheet
Other LT Liabilities,329.0,33.0,24.0,29.0,77.0,,Balance Sheet
"Other Liabilities, Total",329.0,167.0,110.0,110.0,164.0,,Balance Sheet
Total Liabilities,2237.0,2134.0,2140.0,2159.0,2210.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,24.0,0.0,9.0,0.0,0.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),232.0,377.0,544.0,874.0,975.0,,Balance Sheet
Cum. Trans. Adjustment,-107.0,-147.0,-49.0,-106.0,-93.0,,Balance Sheet
Min. Pension Lblty Adj.,-139.0,-121.0,-108.0,-123.0,-126.0,,Balance Sheet
Other Comprehensive Income,14.0,3.0,4.0,6.0,1.0,,Balance Sheet
"Other Equity, Total",-232.0,-264.0,-153.0,-224.0,-219.0,,Balance Sheet
Total Equity,26.0,113.0,402.0,651.0,757.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,2263.0,2247.0,2542.0,2810.0,2967.0,,Balance Sheet
Ttl Comm. Shares Outs.,96.0,95.0,95.0,95.0,93.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,2068.0,2238.0,2408.0,2732.0,2854.0,,Income Statement
"Cost of Revenue, Total",1185.0,1248.0,1335.0,1558.0,1602.0,,Income Statement
Selling/Gen/Admin Expense,494.0,555.0,580.0,648.0,679.0,,Income Statement
Labor & Related Expense,15.0,,,,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",509.0,555.0,580.0,648.0,679.0,,Income Statement
Restructuring Charge,15.0,,,,,,Income Statement
Impair-Assets Held for Use,0.0,,,,6.0,,Income Statement
Other Unusual Expnse (In),104.0,84.0,0.0,0.0,32.0,,Income Statement
Unusual Expense (Income),119.0,84.0,0.0,0.0,38.0,,Income Statement
Total Operating Expense,1814.0,1888.0,1916.0,2206.0,2319.0,,Income Statement
Total Operating Income,254.0,350.0,493.0,526.0,535.0,,Income Statement
"Inter Expse,Net Non-Operat",-53.0,-64.0,-106.0,-54.0,-56.0,,Income Statement
"Inter Income, Non-Operating",2.0,2.0,1.0,1.0,2.0,,Income Statement
"Invest Income, Non-Operat",-5.0,2.0,5.0,0.0,-2.0,,Income Statement
"Inter/Invest Inc, Non-Oper",-3.0,4.0,6.0,1.0,0.0,,Income Statement
OtherNon-OperatInc (Expnse),11.0,6.0,3.0,3.0,-4.0,,Income Statement
"Other, Net",11.0,6.0,3.0,3.0,-4.0,,Income Statement
Income Before Tax,209.0,295.0,396.0,475.0,475.0,,Income Statement
Income Tax - Total,55.0,64.0,67.0,62.0,73.0,,Income Statement
Income After Tax,155.0,231.0,329.0,414.0,402.0,,Income Statement
Minority Interest,0.0,-2.0,-3.0,-1.0,0.0,,Income Statement
Net Inc Before Extra Items,154.0,229.0,326.0,413.0,402.0,,Income Statement
Discontinued Operations,0.0,,,,,,Income Statement
Extraordinary Item,,,-52.0,22.0,,,Income Statement
Total Extraordinary Items,0.0,,-52.0,22.0,,,Income Statement
Total Net Income,154.0,229.0,273.0,435.0,402.0,,Income Statement
Income Available to Common Excl. Extra. Items,154.0,229.0,326.0,413.0,402.0,,Income Statement
Income Available to Common Incl. Extra. Items,154.0,229.0,273.0,435.0,402.0,,Income Statement
Basic/Primary Weighted Average Shares,96.0,96.0,95.0,95.0,94.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,1.61,2.39,3.42,4.35,4.29,,Income Statement
Basic/Primary EPS Incl. Extra. Items,1.6,2.39,2.87,4.58,4.29,,Income Statement
Dilution Adjustment,0.0,,,,,,Income Statement
Diluted Weighted Average Shares,97.0,97.0,96.0,96.0,94.0,,Income Statement
Diluted EPS Excl. Extra. Items,1.59,2.36,3.39,4.32,4.26,,Income Statement
Diluted EPS Incl. Extra. Items,1.59,2.36,2.85,4.54,4.26,,Income Statement
Div/Share-ComStockPrimIssue,0.4,0.48,0.64,0.84,1.08,,Income Statement
Gross Divid - Common Stock,38.0,46.0,61.0,80.0,101.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",53.0,64.0,106.0,54.0,56.0,,Income Statement
"Depreciat/Amort, Suppl",41.0,46.0,45.0,50.0,52.0,,Income Statement
Total Special Items,119.0,88.0,12.0,5.0,55.0,,Income Statement
Normalzd Income Before Tax,329.0,383.0,408.0,480.0,530.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),31.0,19.0,2.0,1.0,8.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,86.0,83.0,69.0,62.0,81.0,,Income Statement
Normalized Income After Tax,243.0,300.0,339.0,418.0,448.0,,Income Statement
Normalzd Inc Avail to Common,242.0,298.0,336.0,417.0,448.0,,Income Statement
Basic Normalized EPS,2.53,3.11,3.53,4.39,4.79,,Income Statement
Diluted Normalized EPS,2.5,3.07,3.5,4.36,4.75,,Income Statement
