,2015,2016,2017,2018,2019,2020,Report
high,152.99,175.74,242.92,333.74,259.95,270.95,
low,100.76,77.87,159.44,177.7,183.04,127.39,
change,-0.09210000000000002,0.47130000000000005,0.33840000000000003,-0.1949,0.3457,-0.2644,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Due from Banks,1503.0,2546.0,2672.0,3445.0,6492.0,,Balance Sheet
Fed. Fund/Resale,,,248.0,124.0,289.0,,Balance Sheet
FHLB Stock,57.0,58.0,60.0,59.0,60.0,,Balance Sheet
Other Short Trm Invest.,624.0,609.0,664.0,945.0,1171.0,,Balance Sheet
Securities Held,8791.0,8427.0,12663.0,15487.0,13843.0,,Balance Sheet
Securities for Sale,16381.0,12620.0,11121.0,7790.0,14015.0,,Balance Sheet
Total Invest. Securities,25172.0,21047.0,23784.0,23277.0,27858.0,,Balance Sheet
Other Earning Assets,143.0,53.0,209.0,,,,Balance Sheet
"Other Erng. Assets, Total",25995.0,21767.0,24965.0,24405.0,29379.0,,Balance Sheet
Total Gross Loans,16742.0,19900.0,23106.0,28338.0,33165.0,,Balance Sheet
Loan Loss Allowances,-218.0,-225.0,-255.0,-281.0,-305.0,,Balance Sheet
Net Loans,16524.0,19675.0,22851.0,28057.0,32860.0,,Balance Sheet
Prop./Plant/Equip. - Gross,301.0,349.0,395.0,428.0,710.0,,Balance Sheet
Accumulated Depreciation,-199.0,-228.0,-266.0,-299.0,-351.0,,Balance Sheet
Prop./Plant/Equip. - Net,103.0,121.0,129.0,129.0,359.0,,Balance Sheet
"Goodwill, Net",,,,,138.0,,Balance Sheet
Intangibles - Gross,,,,,61.0,,Balance Sheet
Accum. Intangible Amort.,,,,,-11.0,,Balance Sheet
Intangibles - Net,,,,,49.0,,Balance Sheet
Long Term Investments,226.0,223.0,222.0,257.0,376.0,,Balance Sheet
Def. Inc. Tax - LT Asset,74.0,72.0,64.0,65.0,28.0,,Balance Sheet
Interest Receivable,108.0,111.0,142.0,198.0,217.0,,Balance Sheet
Other Assets,153.0,169.0,170.0,371.0,1107.0,,Balance Sheet
"Other Assets, Total",261.0,280.0,311.0,569.0,1324.0,,Balance Sheet
Total Assets,44687.0,44684.0,51214.0,56928.0,71005.0,,Balance Sheet
Accrued Expenses,,,,224.0,573.0,,Balance Sheet
Non-Interest Bearing Dep.,30867.0,31975.0,36655.0,39103.0,40842.0,,Balance Sheet
Interest Bearing Deposits,8275.0,7004.0,7599.0,10225.0,20916.0,,Balance Sheet
Total Deposits,39143.0,38980.0,44254.0,49329.0,61758.0,,Balance Sheet
"Other Bearing Lblts, Total",,,700.0,300.0,0.0,,Balance Sheet
Fed Funds Purch.,,,330.0,319.0,0.0,,Balance Sheet
Other ST Borrowings,775.0,513.0,4.0,12.0,17.0,,Balance Sheet
Total ST Borrowings,775.0,513.0,334.0,331.0,17.0,,Balance Sheet
Total Long Term Debt,797.0,796.0,695.0,696.0,348.0,,Balance Sheet
Total Debt,1572.0,1308.0,1029.0,1028.0,365.0,,Balance Sheet
Minority Interest,135.0,134.0,140.0,149.0,151.0,,Balance Sheet
"Other Liabilities, Total",639.0,618.0,912.0,782.0,1687.0,,Balance Sheet
Total Liabilities,41489.0,41041.0,47035.0,51812.0,64535.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,340.0,,Balance Sheet
Common Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,1189.0,1243.0,1314.0,1378.0,1470.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1994.0,2376.0,2867.0,3792.0,4576.0,,Balance Sheet
"Other Equity, Total",15.0,23.0,-1.0,-54.0,84.0,,Balance Sheet
Total Equity,3198.0,3643.0,4180.0,5116.0,6470.0,,Balance Sheet
