,2015,2016,2017,2018,2019,2020,Report
high,54.78,62.18,70.39,76.02,88.43,90.54,
low,41.59,45.76,54.2,59.36,63.33,47.87,
change,0.07940000000000001,0.17079999999999998,0.1133,-0.0467,0.3274,-0.2151,
Date,2015-05-31 00:00:00,2016-05-31 00:00:00,2017-05-31 00:00:00,2018-05-31 00:00:00,2019-05-31 00:00:00,,Balance Sheet
Cash & Equivalents,170.0,132.0,185.0,358.0,674.0,,Balance Sheet
Short Term Investments,4640.0,4218.0,4441.0,4770.0,3843.0,,Balance Sheet
Cash and Short Term Invs,4810.0,4350.0,4625.0,5128.0,4516.0,,Balance Sheet
"Trade Accts Recvble, Gross",,,,499.0,428.0,,Balance Sheet
Prov. for Doubtful Accts,,,,-7.0,-8.0,,Balance Sheet
"Trade Accts Recvble, Net",177.0,409.0,508.0,492.0,827.0,,Balance Sheet
Other Receivables,38.0,36.0,36.0,32.0,27.0,,Balance Sheet
"Total Receivables, Net",215.0,445.0,543.0,525.0,854.0,,Balance Sheet
Prepaid Expenses,64.0,69.0,103.0,241.0,257.0,,Balance Sheet
"Other Curr. Assets, Total",,,,,51.0,,Balance Sheet
Total Current Assets,5088.0,4864.0,5272.0,5894.0,5678.0,,Balance Sheet
Buildings,208.0,211.0,213.0,238.0,268.0,,Balance Sheet
Land/Improvements,8.0,8.0,8.0,11.0,11.0,,Balance Sheet
Machinery/Equipment,583.0,644.0,696.0,757.0,848.0,,Balance Sheet
Construction in Progress,29.0,24.0,19.0,63.0,30.0,,Balance Sheet
Other Prop./Plant/Equip.,146.0,125.0,115.0,115.0,117.0,,Balance Sheet
Prop./Plant/Equip. - Gross,973.0,1012.0,1051.0,1183.0,1275.0,,Balance Sheet
Accumulated Depreciation,-620.0,-659.0,-714.0,-789.0,-866.0,,Balance Sheet
Prop./Plant/Equip. - Net,354.0,353.0,337.0,394.0,409.0,,Balance Sheet
"Goodwill, Net",562.0,657.0,657.0,814.0,1783.0,,Balance Sheet
Intangibles - Gross,248.0,295.0,299.0,322.0,631.0,,Balance Sheet
Accum. Intangible Amort.,-215.0,-225.0,-241.0,-180.0,-232.0,,Balance Sheet
Intangibles - Net,32.0,70.0,58.0,141.0,399.0,,Balance Sheet
Long Term Investments,400.0,441.0,454.0,296.0,10.0,,Balance Sheet
