,2015,2016,2017,2018,2019,2020,Report
high,188.48,278.63,314.86,322.49,368.83,304.65,
low,120.38,146.77,187.96,191.7,222.0,124.05,
change,0.2013,0.3956,-0.127,0.0909,0.054900000000000004,-0.0954,
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Balance Sheet
Cash & Equivalents,,346.0,385.0,277.0,409.0,392.0,Balance Sheet
Short Term Investments,,130.0,30.0,120.0,0.0,110.0,Balance Sheet
Cash and Short Term Invs,,476.0,415.0,397.0,409.0,502.0,Balance Sheet
"Trade Accts Recvble, Gross",,66.0,91.0,101.0,137.0,141.0,Balance Sheet
Prov. for Doubtful Accts,,-1.0,-2.0,-1.0,-1.0,-1.0,Balance Sheet
"Total Receivables, Net",,65.0,89.0,100.0,136.0,139.0,Balance Sheet
Invent. - Finished Goods,,762.0,944.0,1096.0,1214.0,1247.0,Balance Sheet
Inventories - Other,,,,,,47.0,Balance Sheet
Total Inventory,,762.0,944.0,1096.0,1214.0,1294.0,Balance Sheet
Prepaid Expenses,,73.0,89.0,100.0,155.0,120.0,Balance Sheet
"Other Curr. Assets, Total",,0.0,,,,,Balance Sheet
Total Current Assets,,1375.0,1536.0,1694.0,1915.0,2055.0,Balance Sheet
Buildings,,516.0,608.0,706.0,785.0,803.0,Balance Sheet
Machinery/Equipment,,910.0,1146.0,1320.0,1539.0,1670.0,Balance Sheet
Construction in Progress,,76.0,49.0,122.0,51.0,92.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,1538.0,Balance Sheet
Prop./Plant/Equip. - Gross,,1502.0,1803.0,2149.0,2375.0,4103.0,Balance Sheet
Accumulated Depreciation,,-654.0,-799.0,-959.0,-1149.0,-1360.0,Balance Sheet
Prop./Plant/Equip. - Net,,848.0,1004.0,1189.0,1226.0,2743.0,Balance Sheet
"Goodwill, Net",,,,,11.0,11.0,Balance Sheet
Intangibles - Gross,,,,,5.0,5.0,Balance Sheet
Accum. Intangible Amort.,,,,,0.0,-1.0,Balance Sheet
Intangibles - Net,,,,,4.0,3.0,Balance Sheet
Other Long Term Assets,,,,9.0,15.0,23.0,Balance Sheet
Total Assets,,2231.0,2552.0,2909.0,3191.0,4864.0,Balance Sheet
Accounts Payable,,196.0,260.0,326.0,404.0,414.0,Balance Sheet
Accrued Expenses,,167.0,236.0,275.0,189.0,447.0,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,199.0,238.0,Balance Sheet
Income Taxes Payable,,33.0,34.0,42.0,32.0,39.0,Balance Sheet
"Other Curr. Lblts, Total",,33.0,34.0,42.0,231.0,277.0,Balance Sheet
Total Current Liabilities,,396.0,529.0,642.0,824.0,1137.0,Balance Sheet
Total Long Term Debt,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Deferred Income Tax,,60.0,86.0,59.0,84.0,89.0,Balance Sheet
"Other Liabilities, Total",,332.0,386.0,433.0,463.0,1735.0,Balance Sheet
Total Liabilities,,788.0,1002.0,1134.0,1371.0,2962.0,Balance Sheet
Common Stock,,1.0,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,622.0,658.0,699.0,739.0,807.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,832.0,906.0,1093.0,1106.0,1128.0,Balance Sheet
Treasury Stock - Common,,-12.0,-15.0,-19.0,-25.0,-34.0,Balance Sheet
Total Equity,,1443.0,1550.0,1774.0,1820.0,1902.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,2231.0,2552.0,2909.0,3191.0,4864.0,Balance Sheet
Ttl Comm. Shares Outs.,,64.0,62.0,61.0,59.0,57.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,1.0,1.0,1.0,1.0,1.0,Balance Sheet
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Income Statement
Total Revenue,,3924.0,4855.0,5885.0,6717.0,7398.0,Income Statement
"Cost of Revenue, Total",,2540.0,3108.0,3788.0,4307.0,4717.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,878.0,1092.0,1312.0,1555.0,1780.0,Income Statement
Total Operating Expense,,3418.0,4200.0,5099.0,5863.0,6497.0,Income Statement
Total Operating Income,,506.0,655.0,785.0,854.0,901.0,Income Statement
"Inter/Invest Inc, Non-Oper",,1.0,1.0,2.0,5.0,5.0,Income Statement
Income Before Tax,,507.0,656.0,787.0,859.0,906.0,Income Statement
Income Tax - Total,,187.0,246.0,193.0,201.0,200.0,Income Statement
Income After Tax,,320.0,410.0,594.0,659.0,706.0,Income Statement
Net Inc Before Extra Items,,320.0,410.0,594.0,659.0,706.0,Income Statement
Total Extraordinary Items,,,,-38.0,,,Income Statement
Total Net Income,,320.0,410.0,555.0,659.0,706.0,Income Statement
Income Available to Common Excl. Extra. Items,,320.0,410.0,594.0,659.0,706.0,Income Statement
Income Available to Common Incl. Extra. Items,,320.0,410.0,555.0,659.0,706.0,Income Statement
Basic/Primary Weighted Average Shares,,64.0,63.0,62.0,60.0,58.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,5.0,6.55,9.64,11.0,12.21,Income Statement
Basic/Primary EPS Incl. Extra. Items,,5.0,6.55,9.02,11.0,12.21,Income Statement
Diluted Weighted Average Shares,,64.0,63.0,62.0,60.0,58.0,Income Statement
Diluted EPS Excl. Extra. Items,,4.98,6.52,9.58,10.94,12.15,Income Statement
Diluted EPS Incl. Extra. Items,,4.98,6.52,8.96,10.94,12.15,Income Statement
Div/Share-ComStockPrimIssue,,0.0,,,,,Income Statement
Gross Divid - Common Stock,,0.0,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,165.0,210.0,253.0,279.0,295.0,Income Statement
Normalzd Income Before Tax,,507.0,656.0,787.0,859.0,906.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,187.0,246.0,193.0,201.0,200.0,Income Statement
Normalized Income After Tax,,320.0,410.0,594.0,659.0,706.0,Income Statement
Normalzd Inc Avail to Common,,320.0,410.0,594.0,659.0,706.0,Income Statement
Basic Normalized EPS,,5.0,6.55,9.64,11.0,12.21,Income Statement
Diluted Normalized EPS,,4.98,6.52,9.58,10.94,12.15,Income Statement
