,2015,2016,2017,2018,2019,2020,Report
high,19.06,24.79,29.93,39.44,46.62,46.13,
low,14.18,15.67,21.66,24.84,32.73,24.1,
change,0.0567,0.1911,0.1413,0.41700000000000004,0.30510000000000004,-0.16090000000000002,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,319.0,196.0,188.0,146.0,217.0,,Balance Sheet
"Trade Accts Recvble, Gross",1394.0,1591.0,1645.0,1676.0,1902.0,,Balance Sheet
Prov. for Doubtful Accts,-119.0,-119.0,-98.0,-68.0,-74.0,,Balance Sheet
"Total Receivables, Net",1275.0,1472.0,1548.0,1608.0,1828.0,,Balance Sheet
Invent. - Finished Goods,706.0,625.0,685.0,760.0,971.0,,Balance Sheet
Invent. - Work In Progress,102.0,94.0,110.0,100.0,192.0,,Balance Sheet
Invent. - Raw Materials,208.0,236.0,284.0,306.0,416.0,,Balance Sheet
Inventories - Other,,,-1.0,,,,Balance Sheet
Total Inventory,1016.0,955.0,1078.0,1166.0,1579.0,,Balance Sheet
Prepaid Expenses,690.0,482.0,983.0,960.0,970.0,,Balance Sheet
"Other Curr. Assets, Total",171.0,134.0,25.0,123.0,105.0,,Balance Sheet
Total Current Assets,3471.0,3239.0,3822.0,4003.0,4699.0,,Balance Sheet
Buildings,981.0,981.0,1120.0,1100.0,1198.0,,Balance Sheet
Land/Improvements,86.0,91.0,102.0,97.0,117.0,,Balance Sheet
Machinery/Equipment,2793.0,2955.0,3183.0,3224.0,3411.0,,Balance Sheet
Construction in Progress,202.0,338.0,219.0,319.0,442.0,,Balance Sheet
Other Prop./Plant/Equip.,,,1.0,,337.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4062.0,4365.0,4625.0,4740.0,5505.0,,Balance Sheet
Accumulated Depreciation,-2572.0,-2735.0,-2928.0,-2958.0,-3089.0,,Balance Sheet
Prop./Plant/Equip. - Net,1490.0,1630.0,1697.0,1782.0,2415.0,,Balance Sheet
