,2015,2016,2017,2018,2019,2020,Report
high,76.92,86.07,122.79,151.26,108.92,120.19,
low,59.47,53.01,77.94,73.91,77.2,85.69,
change,0.11019999999999999,0.1724,0.3212,-0.2566,0.3923,0.0804,
Date,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,,Balance Sheet
Cash & Equivalents,2068.0,2493.0,2565.0,4258.0,4708.0,,Balance Sheet
Short Term Investments,953.0,1341.0,1967.0,1073.0,737.0,,Balance Sheet
Cash and Short Term Invs,3021.0,3834.0,4532.0,5331.0,5445.0,,Balance Sheet
"Trade Accts Recvble, Gross",502.0,392.0,504.0,550.0,630.0,,Balance Sheet
Prov. for Doubtful Accts,-140.0,-159.0,-145.0,-165.0,-7.0,,Balance Sheet
"Total Receivables, Net",362.0,233.0,359.0,385.0,623.0,,Balance Sheet
Invent. - Finished Goods,35.0,32.0,,,,,Balance Sheet
Invent. - Raw Materials,1.0,1.0,,,,,Balance Sheet
Total Inventory,36.0,33.0,,,,,Balance Sheet
Deferred Income Tax,80.0,2.0,1.0,1.0,2.0,,Balance Sheet
Other Current Assets,247.0,254.0,308.0,288.0,313.0,,Balance Sheet
"Other Curr. Assets, Total",301.0,254.0,308.0,288.0,313.0,,Balance Sheet
Total Current Assets,3720.0,4354.0,5199.0,6004.0,6381.0,,Balance Sheet
Buildings,441.0,442.0,442.0,475.0,482.0,,Balance Sheet
Land/Improvements,62.0,61.0,61.0,66.0,66.0,,Balance Sheet
Machinery/Equipment,664.0,684.0,723.0,744.0,710.0,,Balance Sheet
Construction in Progress,7.0,15.0,7.0,7.0,21.0,,Balance Sheet
Other Prop./Plant/Equip.,64.0,80.0,82.0,84.0,80.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1238.0,1282.0,1315.0,1376.0,1359.0,,Balance Sheet
Accumulated Depreciation,-779.0,-843.0,-881.0,-923.0,-911.0,,Balance Sheet
Prop./Plant/Equip. - Net,459.0,439.0,434.0,453.0,448.0,,Balance Sheet
"Goodwill, Gross",2081.0,2078.0,2075.0,2251.0,2260.0,,Balance Sheet
Accum. Goodwill Amort.,-368.0,-368.0,-368.0,-368.0,-368.0,,Balance Sheet
"Goodwill, Net",1713.0,1710.0,1707.0,1883.0,1892.0,,Balance Sheet
Intangibles - Gross,833.0,608.0,608.0,682.0,725.0,,Balance Sheet
Accum. Intangible Amort.,-722.0,-551.0,-600.0,-611.0,-638.0,,Balance Sheet
Intangibles - Net,111.0,57.0,8.0,71.0,87.0,,Balance Sheet
Other Long Term Assets,131.0,103.0,84.0,89.0,114.0,,Balance Sheet
Total Assets,6147.0,7050.0,7718.0,8584.0,8957.0,,Balance Sheet
Accounts Payable,68.0,89.0,87.0,48.0,113.0,,Balance Sheet
Accrued Expenses,680.0,633.0,642.0,713.0,958.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,602.0,161.0,0.0,,,,Balance Sheet
"Other Curr. Lblts, Total",1397.0,1535.0,1686.0,1730.0,1194.0,,Balance Sheet
Total Current Liabilities,2747.0,2418.0,2415.0,2491.0,2265.0,,Balance Sheet
Total Long Term Debt,31.0,991.0,990.0,992.0,994.0,,Balance Sheet
Total Debt,633.0,1152.0,990.0,992.0,994.0,,Balance Sheet
"Other Liabilities, Total",253.0,243.0,252.0,505.0,365.0,,Balance Sheet
Total Liabilities,3111.0,3654.0,3658.0,3989.0,3626.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,,,Balance Sheet
Common Stock,3.0,3.0,3.0,3.0,3.0,,Balance Sheet
Additional Paid-In Capital,2127.0,1349.0,1049.0,657.0,0.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),904.0,2060.0,3027.0,4062.0,5358.0,,Balance Sheet
Unrealized Gain (Loss),-3.0,1.0,-3.0,-8.0,-1.0,,Balance Sheet
Cum. Trans. Adjustment,-16.0,-31.0,-48.0,-30.0,-51.0,,Balance Sheet
Other Comprehensive Income,21.0,14.0,32.0,-89.0,22.0,,Balance Sheet
"Other Equity, Total",5.0,-17.0,-16.0,-119.0,-29.0,,Balance Sheet
Total Equity,3036.0,3396.0,4060.0,4595.0,5331.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,6147.0,7050.0,7718.0,8584.0,8957.0,,Balance Sheet
Ttl Comm. Shares Outs.,310.0,301.0,308.0,306.0,298.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,,Income Statement
Total Revenue,4515.0,4396.0,4845.0,5150.0,4950.0,,Income Statement
"Cost of Revenue, Total",1429.0,1354.0,1283.0,1277.0,1322.0,,Income Statement
Selling/Gen/Admin Expense,973.0,955.0,1028.0,1017.0,1066.0,,Income Statement
