,2015,2016,2017,2018,2019,2020,Report
high,33.27,37.25,44.91,48.19,57.18,53.46,
low,25.71,27.29,33.25,41.41,44.28,23.07,
change,-0.0652,0.1839,0.2524,0.031200000000000002,0.1864,-0.3164,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,4350.0,4859.0,3491.0,4337.0,4896.0,,Balance Sheet
Buildings,400.0,421.0,441.0,456.0,473.0,,Balance Sheet
Land/Improvements,166.0,166.0,168.0,168.0,168.0,,Balance Sheet
Machinery/Equipment,329.0,355.0,372.0,400.0,549.0,,Balance Sheet
Prop./Plant/Equip. - Gross,895.0,942.0,981.0,1024.0,1190.0,,Balance Sheet
Accumulated Depreciation,-468.0,-509.0,-547.0,-581.0,-609.0,,Balance Sheet
Prop./Plant/Equip. - Net,427.0,433.0,434.0,443.0,581.0,,Balance Sheet
Long Term Investments,101547.0,111502.0,120168.0,121906.0,133195.0,,Balance Sheet
Insurance Receivables,705.0,669.0,827.0,851.0,828.0,,Balance Sheet
Def. Policy Acq. Costs,8511.0,8993.0,9505.0,9875.0,10128.0,,Balance Sheet
Accrued Investment Income,768.0,754.0,769.0,773.0,772.0,,Balance Sheet
Other Assets,1948.0,2609.0,2023.0,2221.0,2368.0,,Balance Sheet
"Other Assets, Total",2716.0,3363.0,2792.0,2994.0,3140.0,,Balance Sheet
Total Assets,118256.0,129819.0,137217.0,140406.0,152768.0,,Balance Sheet
Accrued Expenses,,,,,149.0,,Balance Sheet
Policy Liabilities,87631.0,93726.0,99147.0,103188.0,106554.0,,Balance Sheet
Unearned Prem. Or Rev.,7857.0,6916.0,5959.0,5090.0,4243.0,,Balance Sheet
Other Policyholders’ Funds,6285.0,6659.0,6939.0,7146.0,7317.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Income Taxes Payable,4340.0,5387.0,4745.0,4020.0,5370.0,,Balance Sheet
Other Payables,941.0,526.0,606.0,1052.0,1876.0,,Balance Sheet
"Other Curr. Lblts, Total",5281.0,5913.0,5351.0,5072.0,7246.0,,Balance Sheet
Long Term Debt,4971.0,5360.0,5289.0,5765.0,6408.0,,Balance Sheet
Capital Lease Obligations,,,,13.0,12.0,,Balance Sheet
Total Long Term Debt,4971.0,5360.0,5289.0,5778.0,6420.0,,Balance Sheet
Total Debt,4971.0,5360.0,5289.0,5778.0,6420.0,,Balance Sheet
"Other Liabilities, Total",2665.0,4338.0,2832.0,2906.0,3440.0,,Balance Sheet
Total Liabilities,100548.0,109337.0,112619.0,116944.0,123809.0,,Balance Sheet
Common Stock,67.0,67.0,67.0,135.0,135.0,,Balance Sheet
Additional Paid-In Capital,1828.0,1976.0,2120.0,2177.0,2313.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),24007.0,25981.0,29895.0,31788.0,34291.0,,Balance Sheet
Treasury Stock - Common,-8819.0,-10172.0,-11512.0,-12789.0,-14395.0,,Balance Sheet
Unrealized Gain (Loss),2986.0,4805.0,5964.0,4234.0,8548.0,,Balance Sheet
Cum. Trans. Adjustment,-2196.0,-1983.0,-1750.0,-1847.0,-1623.0,,Balance Sheet
Min. Pension Lblty Adj.,-139.0,-168.0,-163.0,-212.0,-277.0,,Balance Sheet
