,2015,2016,2017,2018,2019,2020,Report
high,89.62,97.4,158.65,173.24,148.93,150.55,
low,62.99,56.36,90.34,112.06,111.75,87.5,
change,-0.23120000000000002,0.38670000000000004,0.6764,-0.1973,0.1907,-0.24760000000000001,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,6460.0,7168.0,8261.0,7857.0,8284.0,,Balance Sheet
Short Term Investments,,,,1.0,0.0,,Balance Sheet
Cash and Short Term Invs,6460.0,7168.0,8261.0,7858.0,8284.0,,Balance Sheet
"Trade Accts Recvble, Net",6677.0,5919.0,7376.0,8767.0,8484.0,,Balance Sheet
Notes Recvble - Short Term,8991.0,8522.0,8757.0,8650.0,9336.0,,Balance Sheet
"Total Receivables, Net",15668.0,14441.0,16133.0,17417.0,17820.0,,Balance Sheet
Invent. - Finished Goods,5122.0,4576.0,4761.0,5241.0,5598.0,,Balance Sheet
Invent. - Work In Progress,1857.0,1719.0,2254.0,2674.0,1147.0,,Balance Sheet
Invent. - Raw Materials,2721.0,2319.0,3003.0,3614.0,4521.0,,Balance Sheet
Total Inventory,9700.0,8614.0,10018.0,11529.0,11266.0,,Balance Sheet
Prepaid Expenses,1662.0,1682.0,1772.0,1765.0,1739.0,,Balance Sheet
"Other Curr. Assets, Total",18.0,62.0,60.0,34.0,84.0,,Balance Sheet
Total Current Assets,33508.0,31967.0,36244.0,38603.0,39193.0,,Balance Sheet
Buildings,7242.0,7383.0,7515.0,6977.0,6710.0,,Balance Sheet
Land/Improvements,644.0,667.0,664.0,671.0,664.0,,Balance Sheet
Machinery/Equipment,17322.0,17033.0,16633.0,15436.0,15015.0,,Balance Sheet
Construction in Progress,1041.0,771.0,688.0,682.0,620.0,,Balance Sheet
Other Prop./Plant/Equip.,5728.0,6086.0,6038.0,6015.0,6832.0,,Balance Sheet
Prop./Plant/Equip. - Gross,31977.0,31940.0,31538.0,29781.0,29841.0,,Balance Sheet
Accumulated Depreciation,-15887.0,-16618.0,-17383.0,-16207.0,-16313.0,,Balance Sheet
Prop./Plant/Equip. - Net,16090.0,15322.0,14155.0,13574.0,13528.0,,Balance Sheet
"Goodwill, Net",6615.0,6020.0,6200.0,6217.0,6196.0,,Balance Sheet
Intangibles - Gross,4323.0,4066.0,4177.0,4219.0,4151.0,,Balance Sheet
Accum. Intangible Amort.,-1502.0,-1717.0,-2066.0,-2322.0,-2586.0,,Balance Sheet
Intangibles - Net,2821.0,2349.0,2111.0,1897.0,1565.0,,Balance Sheet
Long Term Investments,246.0,249.0,243.0,,,,Balance Sheet
Note Rcvble - Long Term,14734.0,14581.0,14525.0,14444.0,13812.0,,Balance Sheet
Other Long Term Assets,1839.0,1426.0,1791.0,2335.0,2748.0,,Balance Sheet
Total Assets,78342.0,74704.0,76962.0,78509.0,78453.0,,Balance Sheet
Accounts Payable,5023.0,4614.0,6487.0,7051.0,5957.0,,Balance Sheet
Accrued Expenses,5054.0,4171.0,5745.0,5887.0,5623.0,,Balance Sheet
Notes Payable/ST Debt,6967.0,7303.0,4837.0,5723.0,5166.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,5877.0,6662.0,6194.0,5830.0,6210.0,,Balance Sheet
Dividends Payable,448.0,452.0,466.0,495.0,567.0,,Balance Sheet
Customer Advances,1146.0,1167.0,1193.0,1243.0,1187.0,,Balance Sheet
Other Current Liabilities,1727.0,1763.0,2009.0,1989.0,1911.0,,Balance Sheet
"Other Curr. Lblts, Total",3321.0,3382.0,3668.0,3727.0,3665.0,,Balance Sheet
Total Current Liabilities,26242.0,26132.0,26931.0,28218.0,26621.0,,Balance Sheet
Long Term Debt,25092.0,22750.0,23410.0,24544.0,26153.0,,Balance Sheet
Capital Lease Obligations,77.0,68.0,437.0,456.0,128.0,,Balance Sheet
Total Long Term Debt,25169.0,22818.0,23847.0,25000.0,26281.0,,Balance Sheet
Total Debt,38013.0,36783.0,34878.0,36553.0,37657.0,,Balance Sheet
Minority Interest,76.0,76.0,69.0,41.0,41.0,,Balance Sheet
Pension Benefits - Underfunded,8843.0,9357.0,8365.0,7455.0,6599.0,,Balance Sheet
Other LT Liabilities,3203.0,3184.0,4053.0,3756.0,4323.0,,Balance Sheet
"Other Liabilities, Total",12046.0,12541.0,12418.0,11211.0,10922.0,,Balance Sheet
Total Liabilities,63533.0,61567.0,63265.0,64470.0,63865.0,,Balance Sheet
Common Stock,5238.0,5277.0,5593.0,5827.0,5935.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),29246.0,27377.0,26301.0,30427.0,34437.0,,Balance Sheet
Treasury Stock - Common,-17640.0,-17478.0,-17005.0,-20531.0,-24217.0,,Balance Sheet
Unrealized Gain (Loss),37.0,32.0,8.0,-15.0,20.0,,Balance Sheet
Cum. Trans. Adjustment,-1953.0,-1970.0,-1205.0,-1601.0,-1487.0,,Balance Sheet
Min. Pension Lblty Adj.,-69.0,14.0,46.0,12.0,-3.0,,Balance Sheet
Other Comprehensive Income,-50.0,-115.0,-41.0,-80.0,-97.0,,Balance Sheet
"Other Equity, Total",-2072.0,-2071.0,-1200.0,-1669.0,-1587.0,,Balance Sheet
Total Equity,14809.0,13137.0,13697.0,14039.0,14588.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,78342.0,74704.0,76962.0,78509.0,78453.0,,Balance Sheet
Ttl Comm. Shares Outs.,582.0,586.0,598.0,576.0,550.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,233.0,228.0,217.0,239.0,265.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,47011.0,38537.0,45462.0,54722.0,53800.0,,Income Statement
"Cost of Revenue, Total",33284.0,27782.0,31087.0,36815.0,36508.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",4951.0,4383.0,4999.0,5478.0,5162.0,,Income Statement
Research & Development,2119.0,1853.0,1842.0,1850.0,1693.0,,Income Statement
"Inter Expense,Net Operatng",587.0,596.0,646.0,722.0,754.0,,Income Statement
Restructuring Charge,1160.0,628.0,910.0,293.0,201.0,,Income Statement
Impair-Assets Held for Use,391.0,986.0,346.0,93.0,65.0,,Income Statement
Other Unusual Expnse (In),,,-85.0,,,,Income Statement
Unusual Expense (Income),1551.0,1614.0,1171.0,386.0,266.0,,Income Statement
"Other Operat Expse, Total",734.0,1147.0,1172.0,1178.0,1127.0,,Income Statement
Total Operating Expense,43226.0,37375.0,40917.0,46429.0,45510.0,,Income Statement
Total Operating Income,3785.0,1162.0,4545.0,8293.0,8290.0,,Income Statement
"Inter Expse,Net Non-Operat",-507.0,-505.0,-531.0,-404.0,-421.0,,Income Statement
"Inter/Invest Inc, Non-Oper",-20.0,54.0,122.0,-109.0,194.0,,Income Statement
OtherNon-OperatInc (Expnse),181.0,-572.0,-54.0,42.0,-251.0,,Income Statement
"Other, Net",181.0,-572.0,-54.0,42.0,-251.0,,Income Statement
Income Before Tax,3439.0,139.0,4082.0,7822.0,7812.0,,Income Statement
Income Tax - Total,916.0,192.0,968.0,1802.0,1924.0,,Income Statement
Income After Tax,2523.0,-53.0,3114.0,6020.0,5888.0,,Income Statement
Minority Interest,-11.0,-8.0,-5.0,-1.0,-1.0,,Income Statement
Equity In Affiliates,0.0,-6.0,16.0,24.0,28.0,,Income Statement
Net Inc Before Extra Items,2512.0,-67.0,3125.0,6043.0,5915.0,,Income Statement
Total Extraordinary Items,,,-2371.0,104.0,178.0,,Income Statement
Total Net Income,2512.0,-67.0,754.0,6147.0,6093.0,,Income Statement
Income Available to Common Excl. Extra. Items,2512.0,-67.0,3125.0,6043.0,5915.0,,Income Statement
Income Available to Common Incl. Extra. Items,2512.0,-67.0,754.0,6147.0,6093.0,,Income Statement
Basic/Primary Weighted Average Shares,594.0,584.0,592.0,591.0,562.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,4.23,-0.11,5.28,10.22,10.53,,Income Statement
Basic/Primary EPS Incl. Extra. Items,4.23,-0.11,1.27,10.39,10.85,,Income Statement
Diluted Weighted Average Shares,601.0,584.0,599.0,599.0,568.0,,Income Statement
Diluted EPS Excl. Extra. Items,4.18,-0.11,5.21,10.08,10.42,,Income Statement
Diluted EPS Incl. Extra. Items,4.18,-0.11,1.26,10.26,10.74,,Income Statement
Div/Share-ComStockPrimIssue,2.94,3.08,3.1,3.28,3.78,,Income Statement
Gross Divid - Common Stock,1781.0,1802.0,1845.0,1985.0,2210.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",1094.0,1101.0,1177.0,1126.0,1175.0,,Income Statement
"Interest Capitalized, Suppl",-14.0,,,,,,Income Statement
"Depreciat/Amort, Suppl",2709.0,2708.0,2555.0,2435.0,2253.0,,Income Statement
Total Special Items,1551.0,1614.0,1171.0,386.0,266.0,,Income Statement
Normalzd Income Before Tax,4990.0,1753.0,5253.0,8208.0,8078.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),413.0,565.0,278.0,89.0,66.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,1329.0,757.0,1246.0,1891.0,1990.0,,Income Statement
Normalized Income After Tax,3661.0,996.0,4007.0,6317.0,6088.0,,Income Statement
Normalzd Inc Avail to Common,3650.0,982.0,4018.0,6340.0,6115.0,,Income Statement
Basic Normalized EPS,6.14,1.68,6.79,10.72,10.89,,Income Statement
Diluted Normalized EPS,6.07,1.68,6.71,10.58,10.78,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,2523.0,-59.0,759.0,6148.0,6094.0,,Cash Flow
Depreciation/Depletion,3046.0,3034.0,2877.0,2766.0,2577.0,,Cash Flow
Deferred Taxes,-307.0,-431.0,1213.0,220.0,28.0,,Cash Flow
Unusual Items,0.0,595.0,0.0,0.0,,,Cash Flow
Other Non-Cash Items,632.0,1844.0,1051.0,1501.0,1143.0,,Cash Flow
Non-Cash Items,632.0,2439.0,1051.0,1501.0,1143.0,,Cash Flow
"Cash Taxes Pd, Supplemental",1143.0,522.0,1404.0,1429.0,1847.0,,Cash Flow
"Cash Interest Pd, Suppl",1047.0,1075.0,1131.0,1088.0,1057.0,,Cash Flow
Accounts Receivable,764.0,829.0,-1151.0,-1619.0,171.0,,Cash Flow
Inventories,2274.0,1109.0,-1295.0,-1579.0,274.0,,Cash Flow
Other Assets,143.0,224.0,-192.0,41.0,-93.0,,Cash Flow
Accounts Payable,-1165.0,-200.0,1478.0,709.0,-1025.0,,Cash Flow
Accrued Expenses,-588.0,-909.0,1362.0,-61.0,-585.0,,Cash Flow
Changes in Working Capital,805.0,656.0,-194.0,-4077.0,-2930.0,,Cash Flow
Total Cash from Operations,6699.0,5639.0,5706.0,6558.0,6912.0,,Cash Flow
Capital Expenditures,-3261.0,-2928.0,-2336.0,-2916.0,-2669.0,,Cash Flow
Sale of Business,178.0,0.0,100.0,16.0,41.0,,Cash Flow
Sale of Fixed Assets,760.0,899.0,1164.0,936.0,1153.0,,Cash Flow
Sale/Maturity of Investment,351.0,694.0,932.0,442.0,529.0,,Cash Flow
"Investment, Net",-400.0,-191.0,-59.0,-392.0,-47.0,,Cash Flow
Purchase of Investments,-485.0,-391.0,-1048.0,-506.0,-552.0,,Cash Flow
Other Investing Cash Flow,-660.0,137.0,281.0,-792.0,-383.0,,Cash Flow
