,2015,2016,2017,2018,2019,2020,Report
high,91.68,97.48,130.36,158.8,208.33,220.42,
low,73.67,75.3,76.34,121.64,121.47,137.01,
change,-0.0026000000000000003,-0.1201,0.6469,0.0193,0.59,-0.1617,
Date,2015-06-30 00:00:00,2016-06-30 00:00:00,2017-06-30 00:00:00,2018-06-30 00:00:00,2019-06-30 00:00:00,,Balance Sheet
Cash & Equivalents,1021.0,914.0,1136.0,2181.0,2987.0,,Balance Sheet
Short Term Investments,504.0,469.0,605.0,534.0,,,Balance Sheet
Cash and Short Term Invs,1525.0,1383.0,1741.0,2715.0,2987.0,,Balance Sheet
"Trade Accts Recvble, Gross",1195.0,1282.0,1425.0,1516.0,1863.0,,Balance Sheet
Prov. for Doubtful Accts,-21.0,-24.0,-30.0,-29.0,-32.0,,Balance Sheet
"Total Receivables, Net",1175.0,1258.0,1395.0,1487.0,1831.0,,Balance Sheet
Invent. - Finished Goods,581.0,622.0,762.0,798.0,981.0,,Balance Sheet
Invent. - Work In Progress,169.0,176.0,194.0,222.0,268.0,,Balance Sheet
Invent. - Raw Materials,307.0,306.0,334.0,432.0,541.0,,Balance Sheet
Inventories - Other,159.0,159.0,189.0,166.0,216.0,,Balance Sheet
Total Inventory,1216.0,1263.0,1479.0,1618.0,2006.0,,Balance Sheet
Prepaid Expenses,225.0,255.0,336.0,315.0,358.0,,Balance Sheet
"Other Curr. Assets, Total",43.0,65.0,13.0,33.0,30.0,,Balance Sheet
Total Current Assets,4184.0,4225.0,4964.0,6168.0,7212.0,,Balance Sheet
Buildings,1807.0,1976.0,2110.0,2389.0,2611.0,,Balance Sheet
Land/Improvements,15.0,15.0,30.0,30.0,29.0,,Balance Sheet
Machinery/Equipment,1684.0,1721.0,1783.0,1912.0,2075.0,,Balance Sheet
Other Prop./Plant/Equip.,74.0,84.0,96.0,104.0,116.0,,Balance Sheet
Prop./Plant/Equip. - Gross,3580.0,3796.0,4019.0,4435.0,4831.0,,Balance Sheet
Accumulated Depreciation,-2089.0,-2213.0,-2348.0,-2612.0,-2763.0,,Balance Sheet
Prop./Plant/Equip. - Net,1490.0,1583.0,1671.0,1823.0,2068.0,,Balance Sheet
"Goodwill, Net",1145.0,1228.0,1916.0,1926.0,1868.0,,Balance Sheet
Intangibles - Gross,598.0,632.0,1649.0,1651.0,1615.0,,Balance Sheet
Accum. Intangible Amort.,-272.0,-287.0,-322.0,-375.0,-412.0,,Balance Sheet
Intangibles - Net,327.0,345.0,1327.0,1276.0,1203.0,,Balance Sheet
Long Term Investments,420.0,1108.0,1026.0,843.0,177.0,,Balance Sheet
Other Long Term Assets,661.0,313.0,342.0,411.0,333.0,,Balance Sheet
Total Assets,8227.0,9223.0,11568.0,12567.0,13156.0,,Balance Sheet
Accounts Payable,635.0,717.0,835.0,1182.0,1490.0,,Balance Sheet
Accrued Expenses,1465.0,1607.0,1750.0,1906.0,2253.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,30.0,332.0,189.0,183.0,516.0,,Balance Sheet
Customer Advances,,,,,314.0,,Balance Sheet
Other Current Liabilities,,26.0,49.0,39.0,32.0,,Balance Sheet
"Other Curr. Lblts, Total",,26.0,49.0,39.0,346.0,,Balance Sheet
Total Current Liabilities,2130.0,2681.0,2823.0,3310.0,4605.0,,Balance Sheet
Total Long Term Debt,1595.0,1910.0,3383.0,3361.0,2896.0,,Balance Sheet
Total Debt,1625.0,2242.0,3572.0,3544.0,3412.0,,Balance Sheet
Minority Interest,11.0,15.0,18.0,22.0,25.0,,Balance Sheet
"Other Liabilities, Total",848.0,1046.0,960.0,1186.0,1244.0,,Balance Sheet
Total Liabilities,4584.0,5651.0,7184.0,7879.0,8770.0,,Balance Sheet
Common Stock,6.0,6.0,6.0,6.0,6.0,,Balance Sheet
Additional Paid-In Capital,2872.0,3161.0,3559.0,3972.0,4403.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),7004.0,7693.0,8452.0,9040.0,9984.0,,Balance Sheet
Treasury Stock - Common,-5857.0,-6743.0,-7149.0,-7896.0,-9444.0,,Balance Sheet
Unrealized Gain (Loss),0.0,7.0,-1.0,-14.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,-190.0,-299.0,-267.0,-284.0,-331.0,,Balance Sheet
Min. Pension Lblty Adj.,-235.0,-285.0,-213.0,-175.0,-253.0,,Balance Sheet
Other Comprehensive Income,44.0,32.0,-3.0,39.0,21.0,,Balance Sheet
"Other Equity, Total",-381.0,-551.0,-483.0,-420.0,-563.0,,Balance Sheet
Total Equity,3643.0,3572.0,4384.0,4688.0,4386.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,8227.0,9223.0,11568.0,12567.0,13156.0,,Balance Sheet
Shr Outs.-Com. Primary Iss.,228.0,223.0,224.0,224.0,222.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,147.0,145.0,144.0,143.0,140.0,,Balance Sheet
Ttl Comm. Shares Outs.,375.0,368.0,368.0,367.0,361.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,191.0,201.0,206.0,211.0,222.0,,Balance Sheet
Date,2015-06-30 00:00:00,2016-06-30 00:00:00,2017-06-30 00:00:00,2018-06-30 00:00:00,2019-06-30 00:00:00,,Income Statement
Total Revenue,10780.0,11262.0,11824.0,13683.0,14863.0,,Income Statement
"Cost of Revenue, Total",2101.0,2181.0,2437.0,2844.0,3387.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",6893.0,7152.0,7288.0,8369.0,8649.0,,Income Statement
Research & Development,178.0,191.0,179.0,181.0,202.0,,Income Statement
"Inter/Invest Inc, Operating",2.0,-5.0,2.0,6.0,6.0,,Income Statement
Restructuring Charge,0.0,133.0,195.0,231.0,216.0,,Income Statement
Impair-Assets Held for Use,0.0,,31.0,0.0,90.0,,Income Statement
Other Unusual Expnse (In),0.0,,,,,,Income Statement
Unusual Expense (Income),0.0,133.0,226.0,231.0,306.0,,Income Statement
Total Operating Expense,9174.0,9652.0,10132.0,11631.0,12550.0,,Income Statement
Total Operating Income,1606.0,1610.0,1692.0,2052.0,2313.0,,Income Statement
"Inter Expse,Net Non-Operat",-60.0,-71.0,-103.0,-128.0,-133.0,,Income Statement
"Inter/Invest Inc, Non-Oper",14.0,16.0,28.0,56.0,58.0,,Income Statement
OtherNon-OperatInc (Expnse),0.0,,,,69.0,,Income Statement
"Other, Net",0.0,,,,69.0,,Income Statement
Income Before Tax,1561.0,1555.0,1617.0,1980.0,2307.0,,Income Statement
Income Tax - Total,467.0,434.0,361.0,436.0,508.0,,Income Statement
Income After Tax,1093.0,1121.0,1256.0,1544.0,1799.0,,Income Statement
Minority Interest,-5.0,-6.0,-7.0,-9.0,-9.0,,Income Statement
Net Inc Before Extra Items,1089.0,1115.0,1249.0,1535.0,1790.0,,Income Statement
Total Extraordinary Items,,,,-427.0,-5.0,,Income Statement
Total Net Income,1089.0,1115.0,1249.0,1108.0,1785.0,,Income Statement
Income Available to Common Excl. Extra. Items,1089.0,1115.0,1249.0,1535.0,1790.0,,Income Statement
Income Available to Common Incl. Extra. Items,1089.0,1115.0,1249.0,1108.0,1785.0,,Income Statement
Basic/Primary Weighted Average Shares,379.0,370.0,367.0,368.0,364.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,2.87,3.01,3.4,4.17,4.92,,Income Statement
