,2015,2016,2017,2018,2019,2020,Report
high,45.37,53.68,54.18,69.49,80.99,77.24,
low,40.29,38.43,43.21,44.87,59.64,47.98,
change,0.0219,0.0547,0.1338,0.3134,0.07980000000000001,0.0422,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,330.0,188.0,279.0,317.0,156.0,,Balance Sheet
Short Term Investments,2.0,,,,,,Balance Sheet
Cash and Short Term Invs,332.0,188.0,279.0,317.0,156.0,,Balance Sheet
"Trade Accts Recvble, Gross",277.0,289.0,349.0,348.0,359.0,,Balance Sheet
Prov. for Doubtful Accts,-1.0,-2.0,-3.0,-3.0,-2.0,,Balance Sheet
"Total Receivables, Net",276.0,287.0,346.0,345.0,356.0,,Balance Sheet
Invent. - Finished Goods,156.0,160.0,214.0,264.0,303.0,,Balance Sheet
Invent. - Work In Progress,33.0,29.0,31.0,34.0,29.0,,Balance Sheet
Invent. - Raw Materials,85.0,70.0,86.0,84.0,86.0,,Balance Sheet
Total Inventory,274.0,258.0,331.0,383.0,417.0,,Balance Sheet
"Other Curr. Assets, Total",24.0,24.0,45.0,33.0,27.0,,Balance Sheet
Total Current Assets,906.0,757.0,1000.0,1078.0,956.0,,Balance Sheet
Buildings,277.0,285.0,300.0,301.0,255.0,,Balance Sheet
Land/Improvements,25.0,25.0,28.0,28.0,28.0,,Balance Sheet
Machinery/Equipment,750.0,771.0,795.0,815.0,834.0,,Balance Sheet
Construction in Progress,33.0,24.0,36.0,50.0,73.0,,Balance Sheet
Other Prop./Plant/Equip.,59.0,61.0,67.0,74.0,227.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1145.0,1165.0,1226.0,1267.0,1417.0,,Balance Sheet
Accumulated Depreciation,-535.0,-577.0,-619.0,-669.0,-693.0,,Balance Sheet
Prop./Plant/Equip. - Net,610.0,589.0,608.0,598.0,724.0,,Balance Sheet
"Goodwill, Net",1355.0,1444.0,1959.0,1993.0,2080.0,,Balance Sheet
Intangibles - Gross,1551.0,1758.0,2708.0,2732.0,3298.0,,Balance Sheet
Accum. Intangible Amort.,-282.0,-326.0,-387.0,-458.0,-548.0,,Balance Sheet
Intangibles - Net,1270.0,1432.0,2321.0,2274.0,2750.0,,Balance Sheet
Long Term Investments,8.0,9.0,9.0,9.0,10.0,,Balance Sheet
Other Long Term Assets,109.0,124.0,118.0,117.0,138.0,,Balance Sheet
Total Assets,4257.0,4354.0,6015.0,6069.0,6657.0,,Balance Sheet
Accounts Payable,294.0,332.0,399.0,430.0,473.0,,Balance Sheet
Accrued Expenses,212.0,237.0,260.0,295.0,359.0,,Balance Sheet
Notes Payable/ST Debt,357.0,427.0,271.0,2.0,253.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,0.0,,,597.0,0.0,,Balance Sheet
Income Taxes Payable,7.0,6.0,5.0,3.0,8.0,,Balance Sheet
Other Current Liabilities,2.0,,,,,,Balance Sheet
"Other Curr. Lblts, Total",9.0,6.0,5.0,3.0,8.0,,Balance Sheet
Total Current Liabilities,873.0,1002.0,935.0,1326.0,1092.0,,Balance Sheet
Total Long Term Debt,693.0,693.0,2103.0,1509.0,1810.0,,Balance Sheet
Total Debt,1050.0,1120.0,2374.0,2107.0,2063.0,,Balance Sheet
Deferred Income Tax,485.0,512.0,561.0,576.0,580.0,,Balance Sheet
Pension Benefits - Underfunded,25.0,,,,,,Balance Sheet
Other LT Liabilities,158.0,169.0,197.0,204.0,508.0,,Balance Sheet
"Other Liabilities, Total",183.0,169.0,197.0,204.0,508.0,,Balance Sheet
Total Liabilities,2234.0,2376.0,3797.0,3615.0,3990.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,146.0,293.0,293.0,293.0,293.0,,Balance Sheet
Additional Paid-In Capital,376.0,251.0,265.0,281.0,296.0,,Balance Sheet
