,2015,2016,2017,2018,2019,2020,Report
high,40.9,40.43,33.67,30.27,37.93,37.64,
low,32.71,25.11,25.09,21.48,26.8,18.63,
change,-0.0197,-0.2096,-0.1272,0.0709,0.2462,-0.29910000000000003,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,340.0,95.0,55.0,111.0,144.0,,Balance Sheet
"Trade Accts Recvble, Gross",52.0,50.0,45.0,53.0,64.0,,Balance Sheet
Prov. for Doubtful Accts,-3.0,-4.0,-4.0,-5.0,-5.0,,Balance Sheet
"Trade Accts Recvble, Net",49.0,45.0,41.0,48.0,59.0,,Balance Sheet
Other Receivables,367.0,312.0,,,,,Balance Sheet
"Total Receivables, Net",416.0,357.0,41.0,48.0,59.0,,Balance Sheet
Total Inventory,5654.0,928.0,417.0,108.0,504.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Prop./Plant/Equip. - Gross,14330.0,13975.0,13474.0,13052.0,13805.0,,Balance Sheet
Accumulated Depreciation,-2476.0,-2649.0,-2742.0,-2843.0,-2772.0,,Balance Sheet
Prop./Plant/Equip. - Net,11854.0,11326.0,10732.0,10209.0,11206.0,,Balance Sheet
"Goodwill, Net",47.0,42.0,,,,,Balance Sheet
Intangibles - Gross,965.0,912.0,795.0,556.0,616.0,,Balance Sheet
Accum. Intangible Amort.,-378.0,-432.0,-385.0,-251.0,-284.0,,Balance Sheet
Intangibles - Net,587.0,480.0,410.0,305.0,332.0,,Balance Sheet
LT Invt. - Affiliate Comp.,605.0,571.0,801.0,540.0,826.0,,Balance Sheet
LT Investments - Other,103.0,69.0,,,,,Balance Sheet
Long Term Investments,708.0,640.0,801.0,540.0,826.0,,Balance Sheet
Note Rcvble - Long Term,2459.0,2456.0,1880.0,1584.0,294.0,,Balance Sheet
Restricted Cash - LT,46.0,42.0,27.0,29.0,40.0,,Balance Sheet
Other Assets,-662.0,-606.0,-275.0,-217.0,627.0,,Balance Sheet
"Other Assets, Total",-662.0,-606.0,-275.0,-217.0,627.0,,Balance Sheet
Total Assets,21450.0,15759.0,14088.0,12719.0,14033.0,,Balance Sheet
Payable/Accrued,431.0,417.0,402.0,392.0,456.0,,Balance Sheet
Accrued Expenses,,,,,157.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,4.0,4.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,11069.0,9189.0,7880.0,5564.0,6347.0,,Balance Sheet
Total Debt,11069.0,9189.0,7880.0,5568.0,6352.0,,Balance Sheet
Minority Interest,403.0,394.0,294.0,568.0,582.0,,Balance Sheet
Discont. Ops. - Lblts,25.0,4.0,14.0,1.0,36.0,,Balance Sheet
Other Liabilities,178.0,207.0,197.0,245.0,365.0,,Balance Sheet
"Other Liabilities, Total",204.0,211.0,211.0,246.0,401.0,,Balance Sheet
Total Liabilities,12106.0,10212.0,8787.0,6774.0,7948.0,,Balance Sheet
Common Stock,465.0,468.0,469.0,477.0,505.0,,Balance Sheet
Additional Paid-In Capital,11647.0,8199.0,8226.0,8399.0,9184.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-2738.0,-3090.0,-3371.0,-2927.0,-3601.0,,Balance Sheet
Cum. Trans. Adjustment,-19.0,-23.0,-7.0,-2.0,-1.0,,Balance Sheet
Min. Pension Lblty Adj.,-3.0,-3.0,-3.0,-3.0,-3.0,,Balance Sheet
Other Comprehensive Income,-8.0,-4.0,-14.0,0.0,1.0,,Balance Sheet
"Other Equity, Total",-30.0,-30.0,-24.0,-5.0,-3.0,,Balance Sheet
Total Equity,9344.0,5548.0,5301.0,5944.0,6085.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,21450.0,15759.0,14088.0,12719.0,14033.0,,Balance Sheet
Ttl Comm. Shares Outs.,465.0,468.0,469.0,477.0,505.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,1940.0,2129.0,1848.0,1847.0,1997.0,,Income Statement
"Cost of Revenue, Total",611.0,738.0,666.0,705.0,879.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",96.0,87.0,84.0,83.0,88.0,,Income Statement
Depreciation/Amortization,505.0,568.0,535.0,549.0,660.0,,Income Statement
Restructuring Charge,,17.0,5.0,14.0,5.0,,Income Statement
Litigation,,3.0,16.0,0.0,,,Income Statement
Impair-Assets Held for Use,108.0,0.0,166.0,55.0,226.0,,Income Statement
Other Unusual Expnse (In),0.0,46.0,54.0,44.0,54.0,,Income Statement
Unusual Expense (Income),136.0,76.0,249.0,115.0,127.0,,Income Statement
Loss(Gain)/Sale Asts (Oper),27.0,10.0,8.0,2.0,-158.0,,Income Statement
Total Operating Expense,1347.0,1469.0,1534.0,1453.0,1755.0,,Income Statement
Total Operating Income,593.0,660.0,314.0,394.0,243.0,,Income Statement
Gain(Loss)on Sale of Assets,6.0,165.0,357.0,926.0,23.0,,Income Statement
"Other, Net",16.0,7.0,47.0,5.0,11.0,,Income Statement
Income Before Tax,136.0,367.0,410.0,1058.0,51.0,,Income Statement
Income Tax - Total,-10.0,4.0,-18.0,-18.0,-17.0,,Income Statement
Income After Tax,146.0,363.0,429.0,1076.0,69.0,,Income Statement
Minority Interest,-13.0,-12.0,-8.0,-12.0,-15.0,,Income Statement
Equity In Affiliates,7.0,11.0,11.0,-3.0,-9.0,,Income Statement
Net Inc Before Extra Items,140.0,362.0,431.0,1061.0,46.0,,Income Statement
Discontinued Operations,-698.0,314.0,0.0,0.0,,,Income Statement
