,2015,2016,2017,2018,2019,2020,Report
high,90.57,84.8,104.99,103.23,99.04,96.34,
low,66.27,55.59,66.62,58.8,58.91,29.22,
change,0.0062,-0.2025,0.2504,-0.2747,0.5737,-0.2897,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,535.0,737.0,1596.0,567.0,412.0,,Balance Sheet
"Trade Accts Recvble, Gross",2787.0,2185.0,2497.0,2534.0,2615.0,,Balance Sheet
Prov. for Doubtful Accts,-37.0,-55.0,-57.0,-47.0,-46.0,,Balance Sheet
"Trade Accts Recvble, Net",2750.0,2130.0,2440.0,2487.0,2569.0,,Balance Sheet
Notes Recvble - Short Term,25.0,7.0,16.0,43.0,10.0,,Balance Sheet
Other Receivables,242.0,169.0,329.0,265.0,250.0,,Balance Sheet
"Total Receivables, Net",3017.0,2306.0,2785.0,2795.0,2829.0,,Balance Sheet
Invent. - Finished Goods,449.0,296.0,399.0,452.0,478.0,,Balance Sheet
Invent. - Work In Progress,98.0,72.0,100.0,101.0,102.0,,Balance Sheet
Invent. - Raw Materials,634.0,491.0,584.0,724.0,706.0,,Balance Sheet
Total Inventory,1181.0,859.0,1083.0,1277.0,1286.0,,Balance Sheet
Prepaid Expenses,78.0,62.0,104.0,80.0,88.0,,Balance Sheet
Restricted Cash - Current,1.0,1.0,1.0,1.0,16.0,,Balance Sheet
Deferred Income Tax,252.0,143.0,222.0,233.0,229.0,,Balance Sheet
Discont. Ops.-Curr. Assets,223.0,1390.0,0.0,,532.0,,Balance Sheet
Other Current Assets,86.0,64.0,72.0,57.0,156.0,,Balance Sheet
"Other Curr. Assets, Total",310.0,1455.0,73.0,58.0,704.0,,Balance Sheet
Total Current Assets,5121.0,5419.0,5641.0,4777.0,5319.0,,Balance Sheet
Buildings,652.0,436.0,505.0,582.0,646.0,,Balance Sheet
Land/Improvements,299.0,197.0,197.0,248.0,244.0,,Balance Sheet
Machinery/Equipment,3713.0,2486.0,3077.0,3594.0,4057.0,,Balance Sheet
Construction in Progress,315.0,251.0,330.0,357.0,322.0,,Balance Sheet
Other Prop./Plant/Equip.,342.0,375.0,493.0,562.0,1061.0,,Balance Sheet
Prop./Plant/Equip. - Gross,5321.0,3745.0,4602.0,5343.0,6330.0,,Balance Sheet
Accumulated Depreciation,-1944.0,-1420.0,-1798.0,-2164.0,-2608.0,,Balance Sheet
Prop./Plant/Equip. - Net,3377.0,2325.0,2804.0,3179.0,3722.0,,Balance Sheet
"Goodwill, Net",1539.0,1502.0,1944.0,2524.0,2407.0,,Balance Sheet
Intangibles - Gross,1863.0,1548.0,1787.0,2047.0,2020.0,,Balance Sheet
Accum. Intangible Amort.,-480.0,-400.0,-568.0,-667.0,-834.0,,Balance Sheet
Intangibles - Net,1383.0,1148.0,1219.0,1380.0,1186.0,,Balance Sheet
LT Invt. - Affiliate Comp.,94.0,67.0,91.0,99.0,106.0,,Balance Sheet
LT Investments - Other,23.0,6.0,56.0,72.0,101.0,,Balance Sheet
Long Term Investments,117.0,73.0,147.0,171.0,207.0,,Balance Sheet
Note Rcvble - Long Term,78.0,63.0,59.0,44.0,104.0,,Balance Sheet
Deferred Charges,12.0,10.0,8.0,6.0,3.0,,Balance Sheet
Def. Inc. Tax - LT Asset,238.0,130.0,185.0,143.0,164.0,,Balance Sheet
Disct. Ops. - LT Asset,0.0,1551.0,0.0,,,,Balance Sheet
Other Long Term Assets,108.0,71.0,162.0,256.0,347.0,,Balance Sheet
Total Assets,11973.0,12292.0,12169.0,12480.0,13459.0,,Balance Sheet
Accounts Payable,2541.0,1820.0,2227.0,2334.0,2463.0,,Balance Sheet
Accrued Expenses,838.0,1026.0,829.0,808.0,928.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,52.0,10.0,17.0,306.0,393.0,,Balance Sheet
Dividends Payable,,0.0,59.0,0.0,,,Balance Sheet
Customer Advances,36.0,22.0,28.0,36.0,43.0,,Balance Sheet
Income Taxes Payable,222.0,149.0,233.0,187.0,180.0,,Balance Sheet
Other Payables,,0.0,132.0,4.0,,,Balance Sheet
Discontinued Operations,130.0,1076.0,0.0,,43.0,,Balance Sheet
Other Current Liabilities,108.0,45.0,15.0,19.0,4.0,,Balance Sheet
"Other Curr. Lblts, Total",496.0,1292.0,467.0,246.0,270.0,,Balance Sheet
Total Current Liabilities,3927.0,4148.0,3540.0,3694.0,4054.0,,Balance Sheet
Long Term Debt,3956.0,3953.0,4132.0,4038.0,3953.0,,Balance Sheet
Capital Lease Obligations,,,,,18.0,,Balance Sheet
Total Long Term Debt,3956.0,3953.0,4132.0,4038.0,3971.0,,Balance Sheet
Total Debt,4008.0,3963.0,4149.0,4344.0,4364.0,,Balance Sheet
Minority Interest,483.0,362.0,218.0,211.0,192.0,,Balance Sheet
Reserves,3.0,4.0,4.0,3.0,3.0,,Balance Sheet
Pension Benefits - Underfunded,863.0,448.0,464.0,455.0,493.0,,Balance Sheet
Other LT Liabilities,239.0,215.0,290.0,387.0,698.0,,Balance Sheet
Discont. Ops. - Lblts,0.0,618.0,0.0,,,,Balance Sheet
"Other Liabilities, Total",1105.0,1285.0,758.0,845.0,1194.0,,Balance Sheet
Total Liabilities,9723.0,9891.0,8870.0,9021.0,9640.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,3.0,3.0,3.0,3.0,3.0,,Balance Sheet
Additional Paid-In Capital,1653.0,1633.0,1649.0,1639.0,1645.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1627.0,1980.0,2118.0,2511.0,2890.0,,Balance Sheet
Cum. Trans. Adjustment,-661.0,-799.0,-369.0,-555.0,-597.0,,Balance Sheet
Min. Pension Lblty Adj.,-266.0,-405.0,-106.0,-104.0,-135.0,,Balance Sheet
Other Comprehensive Income,-106.0,-11.0,4.0,-35.0,13.0,,Balance Sheet
"Other Equity, Total",-1033.0,-1215.0,-471.0,-694.0,-719.0,,Balance Sheet
Total Equity,2250.0,2401.0,3299.0,3459.0,3819.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,11973.0,12292.0,12169.0,12480.0,13459.0,,Balance Sheet
Ttl Comm. Shares Outs.,278.0,270.0,266.0,260.0,255.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,10864.0,12274.0,12884.0,14435.0,14357.0,,Income Statement
"Cost of Revenue, Total",8691.0,9527.0,10270.0,11702.0,11708.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",803.0,924.0,952.0,993.0,1076.0,,Income Statement
Depreciation/Amortization,70.0,117.0,117.0,124.0,138.0,,Income Statement
