,2015,2016,2017,2018,2019,2020,Report
high,135.47,139.0,191.49,215.43,239.31,247.36,
low,92.17,109.62,133.05,158.09,168.21,140.63,
change,0.1783,0.0305,0.4029,-0.09670000000000001,0.2868,0.0701,
Date,,2016-01-31 00:00:00,2017-01-29 00:00:00,2018-01-28 00:00:00,2019-02-03 00:00:00,2020-02-02 00:00:00,Balance Sheet
Cash and Short Term Invs,,2216.0,2538.0,3595.0,1778.0,2133.0,Balance Sheet
"Total Receivables, Net",,1890.0,2029.0,1952.0,1936.0,2106.0,Balance Sheet
Total Inventory,,11809.0,12549.0,12748.0,13925.0,14531.0,Balance Sheet
"Other Curr. Assets, Total",,569.0,608.0,638.0,890.0,1040.0,Balance Sheet
Total Current Assets,,16484.0,17724.0,18933.0,18529.0,19810.0,Balance Sheet
Buildings,,,19291.0,19710.0,19904.0,20221.0,Balance Sheet
Land/Improvements,,,8207.0,8352.0,8363.0,8390.0,Balance Sheet
Construction in Progress,,,739.0,538.0,820.0,1005.0,Balance Sheet
Other Prop./Plant/Equip.,,39266.0,12189.0,12814.0,13852.0,20839.0,Balance Sheet
Prop./Plant/Equip. - Gross,,39266.0,40426.0,41414.0,42939.0,50455.0,Balance Sheet
Accumulated Depreciation,,-17075.0,-18512.0,-19339.0,-20564.0,-22090.0,Balance Sheet
Prop./Plant/Equip. - Net,,22191.0,21914.0,22075.0,22375.0,28365.0,Balance Sheet
"Goodwill, Net",,2102.0,2093.0,2275.0,2252.0,2254.0,Balance Sheet
Other Long Term Assets,,1196.0,1144.0,1127.0,726.0,807.0,Balance Sheet
Total Assets,,41973.0,42966.0,44529.0,44003.0,51236.0,Balance Sheet
Accounts Payable,,6565.0,7000.0,7244.0,7755.0,7787.0,Balance Sheet
Accrued Expenses,,3456.0,3679.0,3810.0,4117.0,4999.0,Balance Sheet
Notes Payable/ST Debt,,350.0,710.0,1559.0,1339.0,974.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,77.0,542.0,1202.0,1056.0,1839.0,Balance Sheet
Customer Advances,,1566.0,1669.0,1805.0,1782.0,2116.0,Balance Sheet
Income Taxes Payable,,510.0,533.0,574.0,667.0,660.0,Balance Sheet
"Other Curr. Lblts, Total",,2076.0,2202.0,2379.0,2449.0,2776.0,Balance Sheet
Total Current Liabilities,,12524.0,14133.0,16194.0,16716.0,18375.0,Balance Sheet
Long Term Debt,,20789.0,22349.0,24267.0,26807.0,27589.0,Balance Sheet
Capital Lease Obligations,,,,,,1081.0,Balance Sheet
Total Long Term Debt,,20789.0,22349.0,24267.0,26807.0,28670.0,Balance Sheet
Total Debt,,21216.0,23601.0,27028.0,29202.0,31483.0,Balance Sheet
Deferred Income Tax,,379.0,296.0,440.0,491.0,706.0,Balance Sheet
"Other Liabilities, Total",,1965.0,1855.0,2174.0,1867.0,6601.0,Balance Sheet
Total Liabilities,,35657.0,38633.0,43075.0,45881.0,54352.0,Balance Sheet
Common Stock,,88.0,88.0,89.0,89.0,89.0,Balance Sheet
Additional Paid-In Capital,,9347.0,9787.0,10192.0,10578.0,11001.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,30973.0,35519.0,39935.0,46423.0,51729.0,Balance Sheet
Treasury Stock - Common,,-33194.0,-40194.0,-48196.0,-58196.0,-65196.0,Balance Sheet
