,2015,2016,2017,2018,2019,2020,Report
high,32.25,36.35,41.42,43.86,36.63,36.02,
low,26.67,23.95,27.85,23.14,22.74,13.31,
change,0.0775,0.0471,0.3124,-0.4218,0.5283,-0.2684,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,87.0,227.0,280.0,332.0,523.0,,Balance Sheet
"Trade Accts Recvble, Gross",615.0,906.0,1085.0,1154.0,1184.0,,Balance Sheet
Prov. for Doubtful Accts,-25.0,-46.0,-58.0,0.0,-53.0,,Balance Sheet
"Total Receivables, Net",590.0,861.0,1027.0,1154.0,1131.0,,Balance Sheet
Invent. - Finished Goods,1146.0,1540.0,1878.0,2309.0,2298.0,,Balance Sheet
Inventories - Other,410.0,395.0,503.0,527.0,475.0,,Balance Sheet
Total Inventory,1557.0,1935.0,2381.0,2836.0,2773.0,,Balance Sheet
Prepaid Expenses,107.0,88.0,134.0,199.0,258.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,457.0,0.0,,,,Balance Sheet
Other Current Assets,,,,,3.0,,Balance Sheet
"Other Curr. Assets, Total",,457.0,0.0,,3.0,,Balance Sheet
Total Current Assets,2341.0,3568.0,3822.0,4521.0,4688.0,,Balance Sheet
Buildings,324.0,362.0,491.0,657.0,680.0,,Balance Sheet
Land/Improvements,118.0,127.0,138.0,178.0,194.0,,Balance Sheet
Machinery/Equipment,232.0,688.0,817.0,946.0,990.0,,Balance Sheet
Construction in Progress,81.0,101.0,42.0,65.0,53.0,,Balance Sheet
Other Prop./Plant/Equip.,380.0,28.0,32.0,59.0,1433.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1135.0,1307.0,1519.0,1906.0,3351.0,,Balance Sheet
Accumulated Depreciation,-438.0,-496.0,-606.0,-686.0,-808.0,,Balance Sheet
Prop./Plant/Equip. - Net,697.0,812.0,913.0,1220.0,2543.0,,Balance Sheet
"Goodwill, Net",2319.0,3055.0,3537.0,4381.0,4407.0,,Balance Sheet
Intangibles - Gross,323.0,770.0,976.0,1360.0,1413.0,,Balance Sheet
Accum. Intangible Amort.,-108.0,-186.0,-312.0,-432.0,-562.0,,Balance Sheet
Intangibles - Net,215.0,584.0,744.0,929.0,850.0,,Balance Sheet
Long Term Investments,11.0,183.0,208.0,179.0,139.0,,Balance Sheet
Other Long Term Assets,65.0,102.0,143.0,163.0,153.0,,Balance Sheet
Total Assets,5648.0,8303.0,9367.0,11393.0,12780.0,,Balance Sheet
Accounts Payable,416.0,634.0,789.0,942.0,943.0,,Balance Sheet
Accrued Expenses,247.0,328.0,362.0,460.0,690.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,56.0,66.0,126.0,122.0,326.0,,Balance Sheet
Discontinued Operations,,145.0,0.0,,,,Balance Sheet
Other Current Liabilities,33.0,38.0,46.0,166.0,219.0,,Balance Sheet
"Other Curr. Lblts, Total",33.0,183.0,46.0,166.0,219.0,,Balance Sheet
Total Current Liabilities,752.0,1211.0,1323.0,1690.0,2179.0,,Balance Sheet
Long Term Debt,1529.0,3276.0,3278.0,4189.0,3684.0,,Balance Sheet
Capital Lease Obligations,,,,,31.0,,Balance Sheet
Total Long Term Debt,1529.0,3276.0,3278.0,4189.0,3715.0,,Balance Sheet
Total Debt,1585.0,3342.0,3404.0,4311.0,4042.0,,Balance Sheet
Deferred Income Tax,127.0,200.0,252.0,311.0,310.0,,Balance Sheet
Minority Interest,,,8.0,56.0,64.0,,Balance Sheet
"Other Liabilities, Total",125.0,174.0,308.0,364.0,1503.0,,Balance Sheet
