,2015,2016,2017,2018,2019,2020,Report
high,78.44,71.04,71.64,83.08,93.12,108.25,
low,50.56,39.43,44.65,58.33,57.18,75.18,
change,-0.30920000000000003,0.2873,-0.033100000000000004,-0.0622,0.4673,0.1648,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,289.0,324.0,313.0,1036.0,394.0,,Balance Sheet
Short Term Investments,460.0,513.0,399.0,856.0,1143.0,,Balance Sheet
Cash and Short Term Invs,750.0,837.0,712.0,1892.0,1537.0,,Balance Sheet
"Trade Accts Recvble, Gross",388.0,375.0,463.0,481.0,554.0,,Balance Sheet
Prov. for Doubtful Accts,-7.0,-6.0,-1.0,-2.0,-2.0,,Balance Sheet
"Trade Accts Recvble, Net",380.0,369.0,461.0,480.0,552.0,,Balance Sheet
Other Receivables,,25.0,,47.0,26.0,,Balance Sheet
"Total Receivables, Net",380.0,394.0,461.0,527.0,578.0,,Balance Sheet
Prepaid Expenses,123.0,41.0,173.0,97.0,99.0,,Balance Sheet
"Other Curr. Assets, Total",,39.0,,19.0,18.0,,Balance Sheet
Total Current Assets,1253.0,1310.0,1346.0,2535.0,2232.0,,Balance Sheet
Buildings,,140.0,,185.0,235.0,,Balance Sheet
Machinery/Equipment,,1878.0,,2320.0,2692.0,,Balance Sheet
Other Prop./Plant/Equip.,,66.0,,83.0,862.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,2085.0,,2588.0,3790.0,,Balance Sheet
Accumulated Depreciation,,-1284.0,,-1677.0,-1879.0,,Balance Sheet
Prop./Plant/Equip. - Net,753.0,801.0,863.0,911.0,1911.0,,Balance Sheet
"Goodwill, Net",1150.0,1229.0,1499.0,1487.0,1600.0,,Balance Sheet
Intangibles - Gross,323.0,321.0,403.0,399.0,442.0,,Balance Sheet
Accum. Intangible Amort.,-167.0,-172.0,-202.0,-231.0,-263.0,,Balance Sheet
Intangibles - Net,156.0,149.0,201.0,168.0,179.0,,Balance Sheet
Long Term Investments,775.0,779.0,568.0,209.0,835.0,,Balance Sheet
Other Long Term Assets,90.0,96.0,136.0,116.0,173.0,,Balance Sheet
Total Assets,4182.0,4373.0,4649.0,5462.0,7007.0,,Balance Sheet
