,2015,2016,2017,2018,2019,2020,Report
high,96.28,97.25,78.25,97.65,114.25,107.46,
low,75.0,61.5,49.87,58.27,80.31,63.89,
change,-0.0158,-0.09210000000000002,-0.027999999999999997,0.10740000000000001,0.14220000000000002,0.1443,
Date,2015-12-26 00:00:00,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Balance Sheet
Cash and Short Term Invs,64.0,54.0,109.0,86.0,84.0,,Balance Sheet
"Total Receivables, Net",4.0,4.0,5.0,4.0,0.0,,Balance Sheet
Total Inventory,1284.0,1370.0,1453.0,1590.0,1603.0,,Balance Sheet
Prepaid Expenses,88.0,91.0,88.0,114.0,100.0,,Balance Sheet
"Other Curr. Assets, Total",,,,,1.0,,Balance Sheet
Total Current Assets,1439.0,1518.0,1655.0,1794.0,1788.0,,Balance Sheet
Buildings,815.0,966.0,1038.0,1111.0,1243.0,,Balance Sheet
Land/Improvements,87.0,95.0,99.0,101.0,100.0,,Balance Sheet
Machinery/Equipment,180.0,224.0,267.0,350.0,440.0,,Balance Sheet
Construction in Progress,39.0,21.0,84.0,131.0,39.0,,Balance Sheet
Other Prop./Plant/Equip.,523.0,568.0,606.0,646.0,2918.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1644.0,1874.0,2094.0,2338.0,4740.0,,Balance Sheet
Accumulated Depreciation,-796.0,-912.0,-1049.0,-1203.0,-1388.0,,Balance Sheet
Prop./Plant/Equip. - Net,848.0,962.0,1045.0,1134.0,3353.0,,Balance Sheet
"Goodwill, Net",10.0,126.0,124.0,124.0,,,Balance Sheet
Intangibles - Net,,,,,124.0,,Balance Sheet
Other Long Term Assets,18.0,24.0,26.0,25.0,24.0,,Balance Sheet
Total Assets,2371.0,2675.0,2869.0,3085.0,5289.0,,Balance Sheet
Accounts Payable,427.0,520.0,577.0,620.0,643.0,,Balance Sheet
Accrued Expenses,238.0,241.0,233.0,286.0,564.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,1.0,11.0,29.0,30.0,34.0,,Balance Sheet
Income Taxes Payable,5.0,5.0,11.0,2.0,6.0,,Balance Sheet
Other Current Liabilities,,,,,0.0,,Balance Sheet
"Other Curr. Lblts, Total",5.0,5.0,11.0,2.0,6.0,,Balance Sheet
Total Current Liabilities,671.0,777.0,849.0,938.0,1248.0,,Balance Sheet
Long Term Debt,150.0,264.0,401.0,381.0,366.0,,Balance Sheet
Capital Lease Obligations,17.0,26.0,33.0,29.0,30.0,,Balance Sheet
Total Long Term Debt,167.0,290.0,434.0,410.0,397.0,,Balance Sheet
Total Debt,168.0,301.0,462.0,440.0,431.0,,Balance Sheet
Deferred Income Tax,,,,,0.0,,Balance Sheet
"Other Liabilities, Total",139.0,155.0,167.0,175.0,2078.0,,Balance Sheet
Total Liabilities,978.0,1222.0,1450.0,1523.0,3722.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,,,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,596.0,672.0,716.0,823.0,967.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),2226.0,2540.0,2829.0,3214.0,3613.0,,Balance Sheet
Treasury Stock - Common,-1430.0,-1761.0,-2131.0,-2481.0,-3014.0,,Balance Sheet
"Other Equity, Total",,1.0,3.0,4.0,0.0,,Balance Sheet
Total Equity,1393.0,1453.0,1419.0,1562.0,1567.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,2371.0,2675.0,2869.0,3085.0,5289.0,,Balance Sheet
Ttl Comm. Shares Outs.,134.0,131.0,125.0,122.0,118.0,,Balance Sheet
