,2015,2016,2017,2018,2019,2020,Report
high,26.16,25.72,34.2,29.73,26.71,28.7,
low,19.07,16.14,23.77,17.43,17.5,15.12,
change,-0.1736,0.1625,0.1721,-0.33140000000000003,0.3832,-0.1691,
Date,2015-04-03 00:00:00,2016-04-01 00:00:00,2017-03-31 00:00:00,2018-03-30 00:00:00,2019-03-29 00:00:00,,Balance Sheet
Cash & Equivalents,2843.0,5983.0,4247.0,1774.0,1791.0,,Balance Sheet
Short Term Investments,1017.0,42.0,,388.0,252.0,,Balance Sheet
Cash and Short Term Invs,3860.0,6025.0,4247.0,2162.0,2043.0,,Balance Sheet
"Trade Accts Recvble, Gross",,572.0,657.0,814.0,713.0,,Balance Sheet
Prov. for Doubtful Accts,,-16.0,-8.0,-5.0,-5.0,,Balance Sheet
"Trade Accts Recvble, Net",700.0,556.0,649.0,809.0,708.0,,Balance Sheet
Other Receivables,,,,,130.0,,Balance Sheet
"Total Receivables, Net",700.0,556.0,649.0,809.0,838.0,,Balance Sheet
Prepaid Expenses,,,,,162.0,,Balance Sheet
Deferred Income Tax,308.0,1235.0,2401.0,592.0,577.0,,Balance Sheet
Discont. Ops.-Curr. Assets,415.0,0.0,,,0.0,,Balance Sheet
Other Current Assets,295.0,378.0,428.0,522.0,143.0,,Balance Sheet
"Other Curr. Assets, Total",862.0,378.0,428.0,522.0,143.0,,Balance Sheet
Total Current Assets,5422.0,6959.0,5324.0,3493.0,3186.0,,Balance Sheet
Buildings,,736.0,761.0,704.0,736.0,,Balance Sheet
Land/Improvements,,73.0,73.0,66.0,66.0,,Balance Sheet
Machinery/Equipment,,987.0,1100.0,1081.0,1159.0,,Balance Sheet
Construction in Progress,,74.0,22.0,29.0,30.0,,Balance Sheet
Other Prop./Plant/Equip.,,92.0,99.0,110.0,118.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,1962.0,2055.0,1990.0,2109.0,,Balance Sheet
Accumulated Depreciation,,-1005.0,-1118.0,-1212.0,-1319.0,,Balance Sheet
Prop./Plant/Equip. - Net,950.0,957.0,937.0,778.0,790.0,,Balance Sheet
"Goodwill, Net",3146.0,3148.0,8627.0,8319.0,8450.0,,Balance Sheet
Intangibles - Gross,1176.0,867.0,3581.0,3369.0,3322.0,,Balance Sheet
Accum. Intangible Amort.,-651.0,-424.0,-577.0,-726.0,-1072.0,,Balance Sheet
Intangibles - Net,525.0,443.0,3004.0,2643.0,2250.0,,Balance Sheet
Long Term Investments,,157.0,158.0,,32.0,,Balance Sheet
Note Rcvble - Long Term,,,,,34.0,,Balance Sheet
Deferred Charges,9.0,,,,93.0,,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,830.0,,Balance Sheet
Disct. Ops. - LT Asset,3110.0,0.0,,,,,Balance Sheet
Other Long Term Assets,71.0,103.0,124.0,526.0,273.0,,Balance Sheet
Total Assets,13233.0,11767.0,18174.0,15759.0,15938.0,,Balance Sheet
Accounts Payable,169.0,175.0,180.0,168.0,165.0,,Balance Sheet
