,2015,2016,2017,2018,2019,2020,Report
high,36.4,37.31,39.17,40.59,38.18,36.43,
low,28.91,23.25,26.01,21.78,23.12,12.15,
change,-0.08320000000000001,0.20980000000000001,0.0506,-0.3954,0.5555,-0.48479999999999995,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Due from Banks,12325.0,9321.0,11602.0,9396.0,12147.0,,Balance Sheet
Total Invest. Securities,3142.0,5110.0,4488.0,6062.0,5911.0,,Balance Sheet
Loans Held for Sale,,,,,725.0,,Balance Sheet
"Other Erng. Assets, Total",3142.0,5110.0,4488.0,6062.0,6636.0,,Balance Sheet
Total Gross Loans,68290.0,76337.0,81947.0,93139.0,87215.0,,Balance Sheet
Loan Loss Allowances,-3497.0,-4344.0,-5574.0,-6427.0,-5602.0,,Balance Sheet
Net Loans,64793.0,71993.0,76373.0,86712.0,81613.0,,Balance Sheet
"Goodwill, Net",949.0,949.0,991.0,1024.0,1078.0,,Balance Sheet
Intangibles - Gross,1298.0,1387.0,1610.0,2192.0,2610.0,,Balance Sheet
Accum. Intangible Amort.,-597.0,-675.0,-861.0,-1055.0,-1345.0,,Balance Sheet
Intangibles - Net,701.0,712.0,749.0,1137.0,1265.0,,Balance Sheet
"Other Assets, Total",2080.0,2122.0,1605.0,2461.0,2087.0,,Balance Sheet
Total Assets,83990.0,90207.0,95808.0,106792.0,104826.0,,Balance Sheet
Accrued Expenses,3740.0,3809.0,4287.0,4099.0,4718.0,,Balance Sheet
Non-Interest Bearing Dep.,152.0,159.0,212.0,281.0,277.0,,Balance Sheet
Interest Bearing Deposits,43215.0,51896.0,56276.0,63738.0,64877.0,,Balance Sheet
Total Deposits,43367.0,52055.0,56488.0,64019.0,65154.0,,Balance Sheet
Total Long Term Debt,24279.0,20147.0,20799.0,23996.0,19866.0,,Balance Sheet
Total Debt,24279.0,20147.0,20799.0,23996.0,19866.0,,Balance Sheet
Total Liabilities,71386.0,76011.0,81574.0,92114.0,89738.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,734.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,9351.0,9393.0,9445.0,9482.0,9537.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),3293.0,5330.0,6809.0,8986.0,12117.0,,Balance Sheet
Treasury Stock - Common,0.0,-475.0,-1957.0,-3729.0,-7243.0,,Balance Sheet
Unrealized Gain (Loss),-10.0,-18.0,-19.0,-32.0,-1.0,,Balance Sheet
Cum. Trans. Adjustment,-19.0,-20.0,-17.0,-25.0,-24.0,,Balance Sheet
Min. Pension Lblty Adj.,-12.0,-15.0,-28.0,-5.0,-33.0,,Balance Sheet
"Other Equity, Total",-31.0,-35.0,-45.0,-30.0,-57.0,,Balance Sheet
Total Equity,12604.0,14196.0,14234.0,14678.0,15088.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,83990.0,90207.0,95808.0,106792.0,104826.0,,Balance Sheet
Ttl Comm. Shares Outs.,834.0,817.0,771.0,719.0,616.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,17.0,63.0,115.0,218.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Interest & Fees on Loans,13179.0,14682.0,16219.0,17644.0,18705.0,,Income Statement
Inter & Divs/ Invest Securs,49.0,96.0,188.0,344.0,385.0,,Income Statement
"Interest Income, Bank",13228.0,14778.0,16407.0,17988.0,19090.0,,Income Statement
Interest on Deposit,607.0,727.0,848.0,1186.0,1566.0,,Income Statement
Inter on Other Borrowings,528.0,521.0,543.0,684.0,725.0,,Income Statement
Total Interest Expense,1135.0,1248.0,1391.0,1870.0,2291.0,,Income Statement
Net Interest Income,12093.0,13530.0,15016.0,16118.0,16799.0,,Income Statement
Loan Loss Provision,2952.0,3986.0,5296.0,5545.0,4180.0,,Income Statement
NetInterIn after Loan Loss Provision,9141.0,9544.0,9720.0,10573.0,12619.0,,Income Statement
"Non-Interest Income, Bank",392.0,344.0,288.0,265.0,371.0,,Income Statement
Labor & Related Expenses,-1042.0,-1207.0,-1314.0,-1427.0,-1455.0,,Income Statement
Amortization of Intangibles,-147.0,-174.0,-196.0,-240.0,-301.0,,Income Statement
Other Expense,-4813.0,-4937.0,-5174.0,-5527.0,-6347.0,,Income Statement
"Non-Interest Expense, Bank",-6002.0,-6318.0,-6684.0,-7194.0,-8103.0,,Income Statement
Income Before Tax,3531.0,3570.0,3324.0,3644.0,4887.0,,Income Statement
Income Tax - Total,1317.0,1319.0,1229.0,854.0,1140.0,,Income Statement
Income After Tax,2214.0,2251.0,2095.0,2790.0,3747.0,,Income Statement
Net Inc Before Extra Items,2214.0,2251.0,2095.0,2790.0,3747.0,,Income Statement
Total Extraordinary Items,,,-160.0,,,,Income Statement
Total Net Income,2214.0,2251.0,1935.0,2790.0,3747.0,,Income Statement
Income Available to Common Excl. Extra. Items,2214.0,2251.0,2095.0,2790.0,3747.0,,Income Statement
Income Available to Common Incl. Extra. Items,2214.0,2251.0,1935.0,2790.0,3747.0,,Income Statement
Basic/Primary Weighted Average Shares,834.0,829.0,796.0,742.0,670.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,2.66,2.71,2.63,3.76,5.59,,Income Statement
Basic/Primary EPS Incl. Extra. Items,2.66,2.71,2.43,3.76,5.59,,Income Statement
Diluted Weighted Average Shares,836.0,832.0,800.0,747.0,674.0,,Income Statement
Diluted EPS Excl. Extra. Items,2.65,2.71,2.62,3.74,5.56,,Income Statement
Diluted EPS Incl. Extra. Items,2.65,2.71,2.42,3.74,5.56,,Income Statement
Div/Share-ComStockPrimIssue,0.0,0.26,0.58,0.78,0.87,,Income Statement
Gross Divid - Common Stock,0.0,214.0,446.0,534.0,581.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",27.0,45.0,58.0,62.0,66.0,,Income Statement
Normalzd Income Before Tax,3531.0,3570.0,3324.0,3644.0,4887.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,1317.0,1319.0,1229.0,854.0,1140.0,,Income Statement
Normalized Income After Tax,2214.0,2251.0,2095.0,2790.0,3747.0,,Income Statement
Normalzd Inc Avail to Common,2214.0,2251.0,2095.0,2790.0,3747.0,,Income Statement
Basic Normalized EPS,2.66,2.71,2.63,3.76,5.59,,Income Statement
Diluted Normalized EPS,2.65,2.71,2.62,3.74,5.56,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,2214.0,2251.0,1935.0,2790.0,3747.0,,Cash Flow
Depreciation/Depletion,174.0,219.0,254.0,302.0,367.0,,Cash Flow
Deferred Taxes,-295.0,389.0,385.0,-53.0,23.0,,Cash Flow
"Cash Taxes Pd, Supplemental",1219.0,1771.0,754.0,772.0,1017.0,,Cash Flow
"Cash Interest Pd, Suppl",1040.0,1160.0,1350.0,1815.0,2272.0,,Cash Flow
Loan Loss Provision,2952.0,3986.0,5296.0,5545.0,4180.0,,Cash Flow
