,2015,2016,2017,2018,2019,2020,Report
high,82.0,86.0,98.6,125.99,164.97,171.73,
low,68.15,64.79,75.6,90.6,104.92,116.61,
change,0.0406,0.0771,0.1766,0.1302,0.395,0.0689,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,138.0,135.0,142.0,140.0,185.0,,Balance Sheet
Short Term Investments,4.0,3.0,4.0,,,,Balance Sheet
Cash and Short Term Invs,142.0,139.0,146.0,140.0,185.0,,Balance Sheet
"Trade Accts Recvble, Gross",254.0,267.0,350.0,362.0,453.0,,Balance Sheet
Prov. for Doubtful Accts,-3.0,-3.0,-5.0,-6.0,-12.0,,Balance Sheet
"Trade Accts Recvble, Net",251.0,264.0,346.0,356.0,442.0,,Balance Sheet
Other Receivables,49.0,49.0,29.0,34.0,26.0,,Balance Sheet
"Total Receivables, Net",300.0,313.0,374.0,390.0,468.0,,Balance Sheet
Prepaid Expenses,34.0,29.0,38.0,64.0,61.0,,Balance Sheet
Restricted Cash - Current,39.0,4.0,23.0,,,,Balance Sheet
Discont. Ops.-Curr. Assets,76.0,0.0,,,14.0,,Balance Sheet
Other Current Assets,14.0,16.0,16.0,51.0,18.0,,Balance Sheet
"Other Curr. Assets, Total",129.0,20.0,39.0,51.0,32.0,,Balance Sheet
Total Current Assets,605.0,501.0,598.0,645.0,745.0,,Balance Sheet
Buildings,67.0,67.0,83.0,112.0,104.0,,Balance Sheet
Machinery/Equipment,108.0,123.0,143.0,204.0,95.0,,Balance Sheet
Other Prop./Plant/Equip.,577.0,676.0,837.0,951.0,1300.0,,Balance Sheet
Prop./Plant/Equip. - Gross,752.0,866.0,1063.0,1267.0,1499.0,,Balance Sheet
Accumulated Depreciation,-402.0,-485.0,-585.0,-711.0,-732.0,,Balance Sheet
Prop./Plant/Equip. - Net,350.0,380.0,478.0,556.0,767.0,,Balance Sheet
"Goodwill, Net",2753.0,2578.0,3369.0,3362.0,3864.0,,Balance Sheet
Intangibles - Gross,1575.0,1420.0,1869.0,1868.0,2175.0,,Balance Sheet
Accum. Intangible Amort.,-330.0,-410.0,-524.0,-641.0,-776.0,,Balance Sheet
Intangibles - Net,1245.0,1011.0,1345.0,1228.0,1399.0,,Balance Sheet
Pension Bene. - Overfunded,33.0,20.0,,,,,Balance Sheet
Def. Inc. Tax - LT Asset,0.0,16.0,16.0,11.0,10.0,,Balance Sheet
Disct. Ops. - LT Asset,582.0,0.0,,,111.0,,Balance Sheet
Other Long Term Assets,26.0,126.0,215.0,100.0,160.0,,Balance Sheet
Total Assets,5594.0,4631.0,6020.0,5900.0,7055.0,,Balance Sheet
Payable/Accrued,93.0,90.0,69.0,77.0,80.0,,Balance Sheet
Accrued Expenses,90.0,89.0,134.0,148.0,207.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,875.0,107.0,724.0,673.0,499.0,,Balance Sheet
Customer Advances,341.0,331.0,385.0,383.0,440.0,,Balance Sheet
Income Taxes Payable,,,3.0,5.0,7.0,,Balance Sheet
Discontinued Operations,40.0,0.0,,,19.0,,Balance Sheet
Other Current Liabilities,40.0,5.0,23.0,38.0,240.0,,Balance Sheet
"Other Curr. Lblts, Total",421.0,336.0,411.0,426.0,705.0,,Balance Sheet
Total Current Liabilities,1479.0,622.0,1338.0,1325.0,1492.0,,Balance Sheet
Long Term Debt,2269.0,2273.0,2277.0,2031.0,2648.0,,Balance Sheet
Capital Lease Obligations,2.0,7.0,8.0,20.0,3.0,,Balance Sheet
Total Long Term Debt,2271.0,2280.0,2284.0,2051.0,2652.0,,Balance Sheet
Total Debt,3146.0,2387.0,3009.0,2723.0,3151.0,,Balance Sheet
Deferred Income Tax,329.0,322.0,338.0,351.0,356.0,,Balance Sheet
Pension Benefits - Underfunded,15.0,14.0,,,,,Balance Sheet
Other LT Liabilities,58.0,61.0,135.0,104.0,257.0,,Balance Sheet
Discont. Ops. - Lblts,69.0,0.0,,,38.0,,Balance Sheet
"Other Liabilities, Total",142.0,75.0,135.0,104.0,295.0,,Balance Sheet
Total Liabilities,4222.0,3299.0,4095.0,3830.0,4794.0,,Balance Sheet
Common Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,2023.0,2122.0,2180.0,2283.0,2369.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),2162.0,2753.0,3308.0,3943.0,4228.0,,Balance Sheet
Treasury Stock - Common,-2571.0,-2891.0,-3151.0,-3563.0,-3850.0,,Balance Sheet
Unrealized Gain (Loss),0.0,0.0,1.0,0.0,,,Balance Sheet
Cum. Trans. Adjustment,-166.0,-561.0,-334.0,-489.0,-400.0,,Balance Sheet
Min. Pension Lblty Adj.,-76.0,-90.0,-79.0,-103.0,-87.0,,Balance Sheet
"Other Equity, Total",-242.0,-651.0,-413.0,-592.0,-487.0,,Balance Sheet
Total Equity,1372.0,1332.0,1925.0,2071.0,2261.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,5594.0,4631.0,6020.0,5900.0,7055.0,,Balance Sheet
Ttl Comm. Shares Outs.,169.0,167.0,165.0,164.0,163.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,375.0,377.0,379.0,380.0,381.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,1761.0,1995.0,2145.0,2395.0,2607.0,,Income Statement
"Cost of Revenue, Total",612.0,714.0,784.0,886.0,977.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",278.0,302.0,323.0,379.0,564.0,,Income Statement
Depreciation,97.0,119.0,136.0,165.0,186.0,,Income Statement
Amortiz of Intangibles,70.0,93.0,102.0,131.0,138.0,,Income Statement
Depreciation/Amortization,167.0,212.0,237.0,296.0,324.0,,Income Statement
Unusual Expense (Income),,,,,40.0,,Income Statement
"Other Operat Expse, Total",,,,,6.0,,Income Statement
Total Operating Expense,1057.0,1228.0,1344.0,1561.0,1910.0,,Income Statement
Total Operating Income,703.0,768.0,801.0,834.0,697.0,,Income Statement
"Inter Expse,Net Non-Operat",-121.0,-120.0,-119.0,-130.0,-127.0,,Income Statement
"Inter/Invest Inc, Non-Oper",102.0,6.0,9.0,15.0,-2.0,,Income Statement
Income Before Tax,684.0,654.0,691.0,720.0,568.0,,Income Statement
Income Tax - Total,197.0,202.0,225.0,120.0,119.0,,Income Statement
Income After Tax,488.0,452.0,466.0,600.0,450.0,,Income Statement
Net Inc Before Extra Items,488.0,452.0,466.0,600.0,450.0,,Income Statement
Discontinued Operations,33.0,253.0,0.0,0.0,,,Income Statement
Extraordinary Item,,,89.0,-1.0,,,Income Statement
