,2015,2016,2017,2018,2019,2020,Report
high,56.68,69.81,81.48,104.35,117.58,124.16,
low,43.47,50.42,52.85,73.76,81.8,56.3,
change,0.047,0.2377,0.21550000000000002,0.028900000000000002,0.4232,-0.21480000000000002,
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Balance Sheet
Cash & Equivalents,,762.0,1112.0,1290.0,1413.0,1351.0,Balance Sheet
Short Term Investments,,2.0,0.0,1.0,0.0,,Balance Sheet
Cash and Short Term Invs,,763.0,1112.0,1291.0,1413.0,1351.0,Balance Sheet
"Total Receivables, Net",,74.0,75.0,88.0,97.0,102.0,Balance Sheet
Total Inventory,,1419.0,1513.0,1642.0,1750.0,1832.0,Balance Sheet
Prepaid Expenses,,116.0,113.0,131.0,144.0,147.0,Balance Sheet
Total Current Assets,,2372.0,2813.0,3151.0,3404.0,3433.0,Balance Sheet
Buildings,,920.0,999.0,1094.0,1176.0,1220.0,Balance Sheet
Land/Improvements,,1084.0,1101.0,1109.0,1126.0,1177.0,Balance Sheet
Construction in Progress,,90.0,70.0,102.0,172.0,190.0,Balance Sheet
Other Prop./Plant/Equip.,,2245.0,2422.0,2603.0,2783.0,6169.0,Balance Sheet
Prop./Plant/Equip. - Gross,,4340.0,4591.0,4908.0,5257.0,8755.0,Balance Sheet
Accumulated Depreciation,,-1997.0,-2263.0,-2526.0,-2782.0,-3048.0,Balance Sheet
Prop./Plant/Equip. - Net,,2343.0,2328.0,2382.0,2475.0,5707.0,Balance Sheet
Long Term Investments,,1.0,1.0,1.0,0.0,,Balance Sheet
Deferred Charges,,86.0,100.0,121.0,125.0,141.0,Balance Sheet
Restricted Cash - LT,,56.0,55.0,54.0,54.0,50.0,Balance Sheet
Other Long Term Assets,,11.0,12.0,13.0,16.0,17.0,Balance Sheet
Total Assets,,4869.0,5309.0,5722.0,6074.0,9348.0,Balance Sheet
Accounts Payable,,946.0,1022.0,1060.0,1177.0,1296.0,Balance Sheet
Accrued Expenses,,657.0,715.0,782.0,795.0,1391.0,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,85.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",,0.0,16.0,0.0,38.0,14.0,Balance Sheet
Total Current Liabilities,,1603.0,1753.0,1926.0,2009.0,2702.0,Balance Sheet
Total Long Term Debt,,396.0,396.0,312.0,312.0,313.0,Balance Sheet
Total Debt,,396.0,396.0,397.0,312.0,313.0,Balance Sheet
Deferred Income Tax,,130.0,121.0,86.0,124.0,364.0,Balance Sheet
"Other Liabilities, Total",,268.0,291.0,349.0,322.0,2611.0,Balance Sheet
Total Liabilities,,2397.0,2561.0,2673.0,2768.0,5989.0,Balance Sheet
Common Stock,,4.0,4.0,4.0,4.0,4.0,Balance Sheet
Additional Paid-In Capital,,1122.0,1216.0,1292.0,1376.0,1458.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,1575.0,1801.0,2071.0,2299.0,2331.0,Balance Sheet
Treasury Stock - Common,,-230.0,-273.0,-318.0,-373.0,-433.0,Balance Sheet
