,2015,2016,2017,2018,2019,2020,Report
high,50.9,55.45,55.08,32.58,22.06,20.8,
low,38.18,33.26,27.46,15.12,13.04,10.44,
change,0.09820000000000001,0.0309,-0.31329999999999997,-0.4021,0.06480000000000001,-0.3613,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,275.0,588.0,486.0,496.0,349.0,,Balance Sheet
"Trade Accts Recvble, Gross",,2785.0,1908.0,2190.0,1870.0,,Balance Sheet
Prov. for Doubtful Accts,,-39.0,-29.0,-27.0,-29.0,,Balance Sheet
"Total Receivables, Net",1251.0,2747.0,1879.0,2164.0,1842.0,,Balance Sheet
Invent. - Finished Goods,497.0,1529.0,1306.0,1347.0,1240.0,,Balance Sheet
Invent. - Work In Progress,108.0,236.0,148.0,151.0,135.0,,Balance Sheet
Invent. - Raw Materials,117.0,351.0,209.0,263.0,231.0,,Balance Sheet
Total Inventory,722.0,2116.0,1662.0,1761.0,1607.0,,Balance Sheet
Prepaid Expenses,148.0,274.0,328.0,295.0,313.0,,Balance Sheet
Discont. Ops.-Curr. Assets,98.0,1746.0,6370.0,1244.0,0.0,,Balance Sheet
Other Current Assets,,14.0,,,,,Balance Sheet
"Other Curr. Assets, Total",98.0,1760.0,6370.0,1244.0,0.0,,Balance Sheet
Total Current Assets,2494.0,7485.0,10726.0,5959.0,4110.0,,Balance Sheet
Buildings,351.0,653.0,491.0,653.0,641.0,,Balance Sheet
Land/Improvements,20.0,108.0,72.0,88.0,86.0,,Balance Sheet
Machinery/Equipment,1744.0,2455.0,,2272.0,2151.0,,Balance Sheet
Other Prop./Plant/Equip.,,,1523.0,0.0,615.0,,Balance Sheet
Prop./Plant/Equip. - Gross,2115.0,3216.0,2087.0,3013.0,3493.0,,Balance Sheet
Accumulated Depreciation,-1516.0,-1673.0,-1114.0,-1787.0,-1723.0,,Balance Sheet
Prop./Plant/Equip. - Net,599.0,1543.0,972.0,1226.0,1770.0,,Balance Sheet
"Goodwill, Gross",,,7733.0,,,,Balance Sheet
Accum. Goodwill Amort.,,,-860.0,,,,Balance Sheet
"Goodwill, Net",2791.0,10219.0,6873.0,3874.0,3709.0,,Balance Sheet
Intangibles - Gross,1544.0,14719.0,10830.0,6935.0,5888.0,,Balance Sheet
Accum. Intangible Amort.,-480.0,-607.0,-630.0,-784.0,-971.0,,Balance Sheet
Intangibles - Net,1064.0,14112.0,10200.0,6151.0,4916.0,,Balance Sheet
Def. Inc. Tax - LT Asset,,95.0,145.0,183.0,776.0,,Balance Sheet
Disct. Ops. - LT Asset,,,3842.0,,,,Balance Sheet
Other Long Term Assets,273.0,384.0,378.0,330.0,361.0,,Balance Sheet
Total Assets,7221.0,33838.0,33136.0,17722.0,15642.0,,Balance Sheet
Accounts Payable,642.0,1519.0,1227.0,1192.0,1101.0,,Balance Sheet
Accrued Expenses,914.0,1827.0,1110.0,1335.0,1430.0,,Balance Sheet
Notes Payable/ST Debt,389.0,0.0,0.0,0.0,329.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,602.0,662.0,319.0,3.0,,Balance Sheet
Income Taxes Payable,,,221.0,166.0,114.0,,Balance Sheet
Discontinued Operations,43.0,341.0,1661.0,292.0,0.0,,Balance Sheet
Other Current Liabilities,,3.0,27.0,,,,Balance Sheet
"Other Curr. Lblts, Total",43.0,344.0,1910.0,458.0,114.0,,Balance Sheet
Total Current Liabilities,1989.0,4292.0,4908.0,3304.0,2978.0,,Balance Sheet
Long Term Debt,2669.0,11291.0,9889.0,6696.0,5382.0,,Balance Sheet
Capital Lease Obligations,,,,,10.0,,Balance Sheet
Total Long Term Debt,2669.0,11291.0,9889.0,6696.0,5391.0,,Balance Sheet
Total Debt,3058.0,11893.0,10551.0,7015.0,5724.0,,Balance Sheet
Deferred Income Tax,188.0,5083.0,2553.0,1090.0,625.0,,Balance Sheet
Minority Interest,4.0,36.0,37.0,35.0,33.0,,Balance Sheet
Other LT Liabilities,549.0,1787.0,1362.0,1379.0,1652.0,,Balance Sheet
Discont. Ops. - Lblts,,,243.0,,,,Balance Sheet
"Other Liabilities, Total",549.0,1787.0,1605.0,1379.0,1652.0,,Balance Sheet
Total Liabilities,5398.0,22489.0,18991.0,12504.0,10679.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,288.0,505.0,508.0,446.0,447.0,,Balance Sheet
Additional Paid-In Capital,801.0,10144.0,10362.0,8781.0,8431.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),2091.0,2290.0,4611.0,-2511.0,-2404.0,,Balance Sheet
Treasury Stock - Common,-523.0,-545.0,-574.0,-585.0,-590.0,,Balance Sheet
Cum. Trans. Adjustment,-412.0,-608.0,-319.0,-493.0,-479.0,,Balance Sheet
Min. Pension Lblty Adj.,-422.0,-400.0,-386.0,-398.0,-399.0,,Balance Sheet
Other Comprehensive Income,0.0,-37.0,-59.0,-22.0,-42.0,,Balance Sheet
"Other Equity, Total",-834.0,-1045.0,-763.0,-913.0,-920.0,,Balance Sheet
Total Equity,1823.0,11349.0,14145.0,5218.0,4963.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,7221.0,33838.0,33136.0,17722.0,15642.0,,Balance Sheet
Ttl Comm. Shares Outs.,267.0,483.0,485.0,423.0,424.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,20.0,22.0,23.0,23.0,24.0,,Balance Sheet
