,2015,2016,2017,2018,2019,2020,Report
high,84.42,88.53,116.2,109.6,126.87,109.5,
low,60.38,65.52,78.11,76.84,77.34,41.33,
change,-0.0587,0.17260000000000003,0.1636,-0.1126,0.32189999999999996,-0.3435,
Date,2015-12-27 00:00:00,2016-12-25 00:00:00,2017-12-31 00:00:00,2018-12-30 00:00:00,2019-12-29 00:00:00,,Balance Sheet
Cash and Short Term Invs,977.0,1282.0,1581.0,1182.0,4580.0,,Balance Sheet
"Trade Accts Recvble, Gross",1233.0,1337.0,1437.0,1197.0,1428.0,,Balance Sheet
Prov. for Doubtful Accts,-15.0,-17.0,-31.0,-9.0,-17.0,,Balance Sheet
"Total Receivables, Net",1218.0,1320.0,1405.0,1188.0,1411.0,,Balance Sheet
Total Inventory,384.0,388.0,433.0,443.0,446.0,,Balance Sheet
Prepaid Expenses,214.0,205.0,211.0,248.0,290.0,,Balance Sheet
"Other Curr. Assets, Total",73.0,32.0,3.0,21.0,20.0,,Balance Sheet
Total Current Assets,2866.0,3228.0,3634.0,3083.0,6748.0,,Balance Sheet
Buildings,177.0,176.0,194.0,191.0,195.0,,Balance Sheet
Land/Improvements,4.0,3.0,3.0,3.0,3.0,,Balance Sheet
Machinery/Equipment,350.0,391.0,405.0,447.0,493.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,154.0,,Balance Sheet
Prop./Plant/Equip. - Gross,531.0,570.0,602.0,641.0,845.0,,Balance Sheet
Accumulated Depreciation,-364.0,-384.0,-422.0,-463.0,-534.0,,Balance Sheet
Prop./Plant/Equip. - Net,238.0,267.0,260.0,256.0,382.0,,Balance Sheet
"Goodwill, Net",593.0,571.0,573.0,486.0,495.0,,Balance Sheet
Intangibles - Gross,1122.0,1122.0,1122.0,1416.0,1415.0,,Balance Sheet
Accum. Intangible Amort.,-841.0,-876.0,-905.0,-722.0,-769.0,,Balance Sheet
Intangibles - Net,281.0,246.0,217.0,694.0,646.0,,Balance Sheet
Deferred Charges,63.0,142.0,132.0,185.0,132.0,,Balance Sheet
Def. Inc. Tax - LT Asset,200.0,212.0,98.0,174.0,92.0,,Balance Sheet
Other Long Term Assets,481.0,426.0,376.0,385.0,360.0,,Balance Sheet
Total Assets,4721.0,5091.0,5290.0,5263.0,8856.0,,Balance Sheet
Accounts Payable,241.0,320.0,348.0,334.0,344.0,,Balance Sheet
Accrued Expenses,600.0,697.0,663.0,850.0,814.0,,Balance Sheet
Notes Payable/ST Debt,165.0,173.0,155.0,10.0,1.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,350.0,0.0,,,,Balance Sheet
Dividends Payable,57.0,64.0,71.0,79.0,93.0,,Balance Sheet
Other Current Liabilities,1.0,16.0,14.0,2.0,6.0,,Balance Sheet
"Other Curr. Lblts, Total",58.0,79.0,85.0,81.0,99.0,,Balance Sheet
Total Current Liabilities,1065.0,1618.0,1252.0,1274.0,1257.0,,Balance Sheet
Total Long Term Debt,1547.0,1199.0,1694.0,1695.0,4046.0,,Balance Sheet
Total Debt,1712.0,1721.0,1849.0,1705.0,4047.0,,Balance Sheet
Deferred Income Tax,9.0,5.0,6.0,6.0,3.0,,Balance Sheet
Minority Interest,40.0,23.0,0.0,,,,Balance Sheet
"Other Liabilities, Total",396.0,384.0,509.0,533.0,554.0,,Balance Sheet
Total Liabilities,3057.0,3229.0,3460.0,3509.0,5860.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,105.0,105.0,105.0,105.0,110.0,,Balance Sheet
Additional Paid-In Capital,894.0,985.0,1051.0,1275.0,2276.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),3852.0,4149.0,4260.0,4184.0,4355.0,,Balance Sheet
Treasury Stock - Common,-3041.0,-3182.0,-3346.0,-3515.0,-3561.0,,Balance Sheet
Unrealized Gain (Loss),,51.0,-33.0,-1.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,,-129.0,-97.0,-152.0,-143.0,,Balance Sheet
Min. Pension Lblty Adj.,,-118.0,-111.0,-143.0,-36.0,,Balance Sheet
Other Comprehensive Income,-146.0,1.0,1.0,2.0,-5.0,,Balance Sheet
"Other Equity, Total",-146.0,-246.0,-207.0,-294.0,-184.0,,Balance Sheet
Total Equity,1664.0,1863.0,1830.0,1754.0,2996.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,4721.0,5091.0,5290.0,5263.0,8856.0,,Balance Sheet
Ttl Comm. Shares Outs.,125.0,124.0,124.0,126.0,137.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,85.0,85.0,85.0,84.0,83.0,,Balance Sheet
Date,2015-12-27 00:00:00,2016-12-25 00:00:00,2017-12-31 00:00:00,2018-12-30 00:00:00,2019-12-29 00:00:00,,Income Statement
Total Revenue,4448.0,5020.0,5210.0,4580.0,4720.0,,Income Statement
