,2015,2016,2017,2018,2019,2020,Report
high,94.74,105.97,100.9,107.75,115.2,106.84,
low,78.76,76.5,79.86,85.8,87.26,49.68,
change,-0.08460000000000001,0.1265,-0.0146,0.005,0.11720000000000001,-0.2829,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,212.0,243.0,315.0,334.0,277.0,,Balance Sheet
"Trade Accts Recvble, Gross",1833.0,17496.0,2439.0,2511.0,2650.0,,Balance Sheet
Prov. for Doubtful Accts,-11.0,-15557.0,-18.0,-17.0,-15.0,,Balance Sheet
"Total Receivables, Net",1822.0,1939.0,2422.0,2494.0,2635.0,,Balance Sheet
Total Inventory,3000.0,3210.0,3771.0,3609.0,3831.0,,Balance Sheet
Prepaid Expenses,521.0,557.0,805.0,1139.0,1195.0,,Balance Sheet
Total Current Assets,5555.0,5948.0,7313.0,7576.0,7939.0,,Balance Sheet
Buildings,550.0,606.0,689.0,726.0,789.0,,Balance Sheet
Land/Improvements,85.0,92.0,104.0,106.0,128.0,,Balance Sheet
Machinery/Equipment,915.0,991.0,1188.0,1404.0,1580.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,1076.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1551.0,1689.0,1981.0,2236.0,3574.0,,Balance Sheet
Accumulated Depreciation,-903.0,-961.0,-1044.0,-1209.0,-1283.0,,Balance Sheet
Prop./Plant/Equip. - Net,648.0,728.0,937.0,1027.0,2291.0,,Balance Sheet
"Goodwill, Net",841.0,956.0,2154.0,2129.0,2294.0,,Balance Sheet
Intangibles - Gross,654.0,789.0,1628.0,1716.0,1924.0,,Balance Sheet
Accum. Intangible Amort.,-132.0,-171.0,-228.0,-305.0,-355.0,,Balance Sheet
Intangibles - Net,521.0,619.0,1400.0,1412.0,1569.0,,Balance Sheet
Long Term Investments,28.0,29.0,42.0,,,,Balance Sheet
Deferred Charges,216.0,224.0,202.0,,,,Balance Sheet
Def. Inc. Tax - LT Asset,119.0,133.0,40.0,30.0,55.0,,Balance Sheet
Other Long Term Assets,216.0,223.0,324.0,510.0,499.0,,Balance Sheet
Total Assets,8145.0,8859.0,12412.0,12683.0,14646.0,,Balance Sheet
Accounts Payable,2822.0,3081.0,3635.0,3996.0,4106.0,,Balance Sheet
Accrued Expenses,148.0,143.0,198.0,,271.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,375.0,325.0,695.0,711.0,624.0,,Balance Sheet
Dividends Payable,93.0,98.0,99.0,105.0,111.0,,Balance Sheet
Other Current Liabilities,503.0,598.0,847.0,1088.0,1282.0,,Balance Sheet
"Other Curr. Lblts, Total",596.0,695.0,946.0,1194.0,1393.0,,Balance Sheet
Total Current Liabilities,3941.0,4244.0,5474.0,5901.0,6394.0,,Balance Sheet
Long Term Debt,250.0,550.0,2550.0,2432.0,2802.0,,Balance Sheet
Capital Lease Obligations,38.0,39.0,56.0,,,,Balance Sheet
Total Long Term Debt,288.0,589.0,2606.0,2432.0,2802.0,,Balance Sheet
Total Debt,663.0,914.0,3301.0,3143.0,3426.0,,Balance Sheet
Deferred Income Tax,51.0,48.0,193.0,197.0,233.0,,Balance Sheet
Minority Interest,13.0,14.0,52.0,22.0,21.0,,Balance Sheet
Reserves,15.0,17.0,48.0,,,,Balance Sheet
Pension Benefits - Underfunded,338.0,398.0,290.0,235.0,250.0,,Balance Sheet
Other LT Liabilities,353.0,355.0,337.0,446.0,1271.0,,Balance Sheet
"Other Liabilities, Total",707.0,770.0,675.0,681.0,1521.0,,Balance Sheet
Total Liabilities,4998.0,5666.0,9000.0,9233.0,10971.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,0.0,0.0,,Balance Sheet
Common Stock,150.0,148.0,147.0,146.0,145.0,,Balance Sheet
Additional Paid-In Capital,41.0,57.0,68.0,78.0,99.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),3886.0,4002.0,4050.0,4341.0,4572.0,,Balance Sheet
Cum. Trans. Adjustment,-395.0,-404.0,-266.0,-499.0,-461.0,,Balance Sheet
Min. Pension Lblty Adj.,-536.0,-609.0,-569.0,-626.0,-704.0,,Balance Sheet
Other Comprehensive Income,,,-17.0,11.0,24.0,,Balance Sheet
"Other Equity, Total",-931.0,-1013.0,-853.0,-1115.0,-1141.0,,Balance Sheet
Total Equity,3147.0,3194.0,3412.0,3450.0,3675.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,8145.0,8859.0,12412.0,12683.0,14646.0,,Balance Sheet
