,2016,2017,2018,2019,2020,2015,Report
high,38.52,57.51,83.86,86.59,96.32,,
low,28.75,35.81,52.92,58.83,39.06,,
change,0.18280000000000002,0.49700000000000005,0.30219999999999997,0.1748,-0.28250000000000003,,
Date,2016-05-29 00:00:00,2017-05-28 00:00:00,2018-05-27 00:00:00,2019-05-26 00:00:00,,2015-05-31 00:00:00,Balance Sheet
Cash and Short Term Invs,36.0,57.0,56.0,12.0,,31.0,Balance Sheet
"Trade Accts Recvble, Gross",187.0,186.0,227.0,341.0,,172.0,Balance Sheet
Prov. for Doubtful Accts,-1.0,-1.0,-1.0,-1.0,,-1.0,Balance Sheet
"Total Receivables, Net",187.0,185.0,226.0,340.0,,171.0,Balance Sheet
Invent. - Finished Goods,384.0,410.0,431.0,371.0,,378.0,Balance Sheet
Invent. - Work In Progress,0.0,,,,,0.0,Balance Sheet
Invent. - Raw Materials,86.0,85.0,87.0,93.0,,85.0,Balance Sheet
Inventories - Other,28.0,31.0,32.0,34.0,,25.0,Balance Sheet
Total Inventory,499.0,525.0,550.0,498.0,,488.0,Balance Sheet
Prepaid Expenses,56.0,91.0,99.0,111.0,,58.0,Balance Sheet
"Other Curr. Assets, Total",2.0,,,,,3.0,Balance Sheet
Total Current Assets,780.0,858.0,930.0,962.0,,752.0,Balance Sheet
Buildings,1776.0,1918.0,2213.0,2542.0,,1688.0,Balance Sheet
Land/Improvements,137.0,140.0,140.0,142.0,,139.0,Balance Sheet
Construction in Progress,69.0,229.0,128.0,85.0,,71.0,Balance Sheet
Other Prop./Plant/Equip.,53.0,63.0,101.0,105.0,,51.0,Balance Sheet
Prop./Plant/Equip. - Gross,2034.0,2350.0,2581.0,2875.0,,1948.0,Balance Sheet
Accumulated Depreciation,-991.0,-1078.0,-1161.0,-1277.0,,-947.0,Balance Sheet
Prop./Plant/Equip. - Net,1043.0,1271.0,1421.0,1598.0,,1001.0,Balance Sheet
"Goodwill, Net",134.0,133.0,135.0,206.0,,135.0,Balance Sheet
Intangibles - Gross,53.0,53.0,53.0,57.0,,53.0,Balance Sheet
Accum. Intangible Amort.,-14.0,-16.0,-18.0,-20.0,,-11.0,Balance Sheet
Intangibles - Net,40.0,37.0,35.0,38.0,,42.0,Balance Sheet
Long Term Investments,,179.0,220.0,225.0,,,Balance Sheet
Other Long Term Assets,162.0,7.0,11.0,21.0,,126.0,Balance Sheet
Total Assets,2159.0,2486.0,2753.0,3048.0,,2056.0,Balance Sheet
Accounts Payable,238.0,295.0,254.0,289.0,,236.0,Balance Sheet
Accrued Expenses,133.0,166.0,184.0,184.0,,111.0,Balance Sheet
Notes Payable/ST Debt,25.0,22.0,10.0,8.0,,4.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,14.0,38.0,39.0,38.0,,39.0,Balance Sheet
Dividends Payable,,27.0,28.0,29.0,,,Balance Sheet
Income Taxes Payable,,5.0,3.0,1.0,,,Balance Sheet
Other Current Liabilities,0.0,2.0,1.0,4.0,,0.0,Balance Sheet
"Other Curr. Lblts, Total",0.0,35.0,33.0,34.0,,0.0,Balance Sheet
Total Current Liabilities,410.0,555.0,519.0,553.0,,389.0,Balance Sheet
Long Term Debt,27.0,2289.0,2258.0,2201.0,,87.0,Balance Sheet
Capital Lease Obligations,78.0,76.0,79.0,79.0,,,Balance Sheet
Total Long Term Debt,105.0,2365.0,2337.0,2280.0,,87.0,Balance Sheet
Total Debt,143.0,2425.0,2385.0,2327.0,,129.0,Balance Sheet
Deferred Income Tax,148.0,91.0,92.0,126.0,,128.0,Balance Sheet
Minority Interest,47.0,51.0,56.0,0.0,,42.0,Balance Sheet
"Other Liabilities, Total",49.0,71.0,84.0,94.0,,54.0,Balance Sheet
Total Liabilities,759.0,3133.0,3087.0,3053.0,,698.0,Balance Sheet
Common Stock,,146.0,146.0,147.0,,,Balance Sheet
Additional Paid-In Capital,,-905.0,-900.0,-890.0,,,Balance Sheet
