,2015,2016,2017,2018,2019,2020,Report
high,128.47,118.57,173.97,177.67,270.42,317.11,
low,100.12,82.8,102.06,146.13,158.08,205.2,
change,-0.09140000000000001,-0.013000000000000001,0.5521,-0.0073,0.5052000000000001,0.21030000000000001,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,118.0,146.0,69.0,143.0,108.0,,Balance Sheet
Short Term Investments,1.0,0.0,,,,,Balance Sheet
Cash and Short Term Invs,119.0,146.0,69.0,143.0,108.0,,Balance Sheet
"Trade Accts Recvble, Gross",85.0,103.0,117.0,135.0,153.0,,Balance Sheet
Prov. for Doubtful Accts,-2.0,-25.0,-26.0,-24.0,-21.0,,Balance Sheet
"Trade Accts Recvble, Net",100.0,89.0,108.0,135.0,158.0,,Balance Sheet
Notes Recvble - Short Term,,,,11.0,0.0,,Balance Sheet
"Total Receivables, Net",100.0,89.0,108.0,146.0,158.0,,Balance Sheet
Prepaid Expenses,50.0,52.0,33.0,34.0,5.0,,Balance Sheet
Restricted Cash - Current,25.0,37.0,33.0,32.0,30.0,,Balance Sheet
Other Current Assets,,,17.0,18.0,33.0,,Balance Sheet
"Other Curr. Assets, Total",25.0,37.0,50.0,50.0,63.0,,Balance Sheet
Total Current Assets,294.0,325.0,260.0,374.0,334.0,,Balance Sheet
Land/Improvements,525.0,579.0,630.0,668.0,736.0,,Balance Sheet
Machinery/Equipment,4371.0,4564.0,4773.0,4951.0,5164.0,,Balance Sheet
Construction in Progress,33.0,39.0,35.0,36.0,34.0,,Balance Sheet
Other Prop./Plant/Equip.,48.0,51.0,53.0,55.0,2624.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4976.0,5232.0,5491.0,5710.0,8558.0,,Balance Sheet
Accumulated Depreciation,-2194.0,-2440.0,-2679.0,-2924.0,-3191.0,,Balance Sheet
Prop./Plant/Equip. - Net,2782.0,2792.0,2812.0,2786.0,5367.0,,Balance Sheet
Intangibles - Gross,5351.0,5657.0,5973.0,6064.0,6761.0,,Balance Sheet
Accum. Intangible Amort.,-1616.0,-2000.0,-2374.0,-2733.0,-3134.0,,Balance Sheet
Intangibles - Net,3735.0,3657.0,3598.0,3331.0,3627.0,,Balance Sheet
Long Term Investments,8.0,8.0,,,,,Balance Sheet
Note Rcvble - Long Term,268.0,303.0,,371.0,339.0,,Balance Sheet
Deferred Charges,162.0,195.0,,291.0,5.0,,Balance Sheet
Def. Inc. Tax - LT Asset,31.0,30.0,,18.0,4.0,,Balance Sheet
Other Long Term Assets,33.0,52.0,650.0,42.0,84.0,,Balance Sheet
Total Assets,7313.0,7361.0,7320.0,7214.0,9760.0,,Balance Sheet
Accounts Payable,27.0,28.0,33.0,34.0,32.0,,Balance Sheet
Accrued Expenses,117.0,106.0,119.0,100.0,348.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,20.0,627.0,20.0,942.0,523.0,,Balance Sheet
Customer Advances,97.0,101.0,98.0,108.0,114.0,,Balance Sheet
Other Current Liabilities,12.0,11.0,9.0,22.0,32.0,,Balance Sheet
"Other Curr. Lblts, Total",109.0,112.0,107.0,130.0,145.0,,Balance Sheet
Total Current Liabilities,273.0,873.0,279.0,1206.0,1048.0,,Balance Sheet
Long Term Debt,8432.0,8148.0,9291.0,8997.0,9812.0,,Balance Sheet
Capital Lease Obligations,,,,,3.0,,Balance Sheet
Total Long Term Debt,8432.0,8148.0,9291.0,8997.0,9815.0,,Balance Sheet
Total Debt,8452.0,8776.0,9311.0,9939.0,10338.0,,Balance Sheet
Minority Interest,,,,0.0,16.0,,Balance Sheet
"Other Liabilities, Total",314.0,335.0,350.0,387.0,2548.0,,Balance Sheet
Total Liabilities,9019.0,9357.0,9919.0,10591.0,13427.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,0.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,1963.0,2011.0,2167.0,2270.0,2461.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-3168.0,-3637.0,-4388.0,-5136.0,-5561.0,,Balance Sheet
"Other Equity, Total",-502.0,-370.0,-379.0,-512.0,-569.0,,Balance Sheet
Total Equity,-1706.0,-1996.0,-2599.0,-3377.0,-3667.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,7313.0,7361.0,7320.0,7214.0,9760.0,,Balance Sheet
Ttl Comm. Shares Outs.,126.0,121.0,116.0,112.0,112.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,1638.0,1633.0,1728.0,1866.0,2015.0,,Income Statement
"Cost of Revenue, Total",444.0,421.0,446.0,469.0,493.0,,Income Statement
Selling/Gen/Admin Expense,87.0,115.0,93.0,101.0,122.0,,Income Statement
Labor & Related Expense,28.0,28.0,37.0,41.0,71.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",115.0,143.0,131.0,143.0,193.0,,Income Statement
Depreciation/Amortization,660.0,638.0,643.0,672.0,697.0,,Income Statement
Impair-Assets Held for Use,95.0,30.0,37.0,27.0,33.0,,Income Statement
Other Unusual Expnse (In),13.0,66.0,14.0,25.0,16.0,,Income Statement
Unusual Expense (Income),107.0,96.0,51.0,53.0,49.0,,Income Statement
Total Operating Expense,1327.0,1299.0,1271.0,1336.0,1432.0,,Income Statement
Total Operating Income,312.0,335.0,457.0,530.0,583.0,,Income Statement
"Inter Expse,Net Non-Operat",-343.0,-353.0,-349.0,-399.0,-416.0,,Income Statement
"Inter/Invest Inc, Non-Oper",4.0,11.0,11.0,7.0,6.0,,Income Statement
OtherNon-OperatInc (Expnse),-139.0,94.0,-2.0,-86.0,14.0,,Income Statement
"Other, Net",-139.0,94.0,-2.0,-86.0,14.0,,Income Statement
Income Before Tax,-167.0,87.0,117.0,52.0,187.0,,Income Statement
Income Tax - Total,9.0,11.0,-18.0,10.0,40.0,,Income Statement
Income After Tax,-176.0,76.0,135.0,41.0,147.0,,Income Statement
Minority Interest,,,,,0.0,,Income Statement
Net Inc Before Extra Items,-176.0,76.0,135.0,41.0,147.0,,Income Statement
Total Extraordinary Items,,,-32.0,6.0,,,Income Statement
Total Net Income,-176.0,76.0,104.0,47.0,147.0,,Income Statement
Income Available to Common Excl. Extra. Items,-176.0,76.0,135.0,41.0,147.0,,Income Statement
Income Available to Common Incl. Extra. Items,-176.0,76.0,104.0,47.0,147.0,,Income Statement
Basic/Primary Weighted Average Shares,128.0,124.0,120.0,115.0,113.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,-1.37,0.61,1.13,0.36,1.3,,Income Statement
Basic/Primary EPS Incl. Extra. Items,-1.37,0.61,0.86,0.41,1.3,,Income Statement
Dilution Adjustment,0.0,0.0,,0.0,0.0,,Income Statement
Diluted Weighted Average Shares,128.0,125.0,121.0,117.0,115.0,,Income Statement
Diluted EPS Excl. Extra. Items,-1.37,0.61,1.12,0.36,1.28,,Income Statement
Diluted EPS Incl. Extra. Items,-1.37,0.61,0.86,0.41,1.28,,Income Statement
Div/Share-ComStockPrimIssue,0.0,,,,0.74,,Income Statement
Gross Divid - Common Stock,0.0,0.0,0.0,0.0,83.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",342.0,350.0,349.0,399.0,416.0,,Income Statement
"Depreciat/Amort, Suppl",660.0,268.0,259.0,270.0,283.0,,Income Statement
Total Special Items,107.0,96.0,51.0,53.0,49.0,,Income Statement
Normalzd Income Before Tax,-59.0,183.0,168.0,104.0,236.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),38.0,12.0,18.0,10.0,10.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,47.0,23.0,0.0,21.0,50.0,,Income Statement
Normalized Income After Tax,-106.0,160.0,168.0,84.0,186.0,,Income Statement
Normalzd Inc Avail to Common,-106.0,160.0,168.0,84.0,185.0,,Income Statement
Basic Normalized EPS,-0.83,1.29,1.4,0.73,1.64,,Income Statement
Diluted Normalized EPS,-0.83,1.28,1.39,0.72,1.62,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,-176.0,76.0,104.0,47.0,147.0,,Cash Flow
Depreciation/Depletion,660.0,638.0,643.0,672.0,697.0,,Cash Flow
Deferred Taxes,0.0,1.0,,,,,Cash Flow
Unusual Items,231.0,-12.0,43.0,129.0,19.0,,Cash Flow
Other Non-Cash Items,44.0,74.0,58.0,49.0,111.0,,Cash Flow
Non-Cash Items,274.0,62.0,101.0,178.0,130.0,,Cash Flow
"Cash Taxes Pd, Supplemental",9.0,10.0,15.0,22.0,22.0,,Cash Flow
