,2015,2016,2017,2018,2019,2020,Report
high,105.89,86.83,31.06,24.96,27.72,21.96,
low,76.51,29.0,11.4,12.5,16.74,7.39,
change,0.0201,-0.6354,-0.5082,0.2111,0.23850000000000002,-0.5428000000000001,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,130.0,250.0,312.0,557.0,788.0,,Balance Sheet
"Trade Accts Recvble, Gross",440.0,634.0,629.0,675.0,724.0,,Balance Sheet
Prov. for Doubtful Accts,-6.0,-11.0,-20.0,-22.0,-15.0,,Balance Sheet
"Total Receivables, Net",434.0,623.0,610.0,653.0,709.0,,Balance Sheet
Total Inventory,783.0,917.0,1159.0,1019.0,892.0,,Balance Sheet
Prepaid Expenses,148.0,159.0,264.0,345.0,307.0,,Balance Sheet
"Other Curr. Assets, Total",4.0,15.0,-7.0,20.0,6.0,,Balance Sheet
Total Current Assets,1499.0,1965.0,2338.0,2594.0,2702.0,,Balance Sheet
Buildings,262.0,374.0,479.0,495.0,615.0,,Balance Sheet
Machinery/Equipment,268.0,350.0,476.0,546.0,609.0,,Balance Sheet
Construction in Progress,148.0,204.0,148.0,137.0,55.0,,Balance Sheet
Other Prop./Plant/Equip.,137.0,189.0,225.0,221.0,832.0,,Balance Sheet
Prop./Plant/Equip. - Gross,814.0,1118.0,1329.0,1399.0,2111.0,,Balance Sheet
Accumulated Depreciation,-293.0,-397.0,-527.0,-656.0,-810.0,,Balance Sheet
Prop./Plant/Equip. - Net,539.0,804.0,886.0,827.0,1384.0,,Balance Sheet
"Goodwill, Net",585.0,564.0,556.0,546.0,550.0,,Balance Sheet
Intangibles - Gross,99.0,96.0,103.0,77.0,66.0,,Balance Sheet
Accum. Intangible Amort.,-24.0,-35.0,-56.0,-35.0,-30.0,,Balance Sheet
Intangibles - Net,76.0,64.0,47.0,42.0,36.0,,Balance Sheet
Other Long Term Assets,76.0,110.0,97.0,124.0,88.0,,Balance Sheet
Total Assets,2866.0,3644.0,4006.0,4245.0,4844.0,,Balance Sheet
Accounts Payable,200.0,410.0,561.0,561.0,618.0,,Balance Sheet
Accrued Expenses,193.0,209.0,297.0,340.0,501.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,125.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,42.0,27.0,27.0,25.0,0.0,,Balance Sheet
Security Deposits,,,0.0,301.0,219.0,,Balance Sheet
Other Current Liabilities,43.0,40.0,50.0,88.0,84.0,,Balance Sheet
"Other Curr. Lblts, Total",43.0,40.0,50.0,390.0,303.0,,Balance Sheet
Total Current Liabilities,479.0,686.0,1060.0,1316.0,1422.0,,Balance Sheet
Total Long Term Debt,624.0,790.0,765.0,704.0,593.0,,Balance Sheet
Total Debt,666.0,817.0,917.0,729.0,593.0,,Balance Sheet
"Other Liabilities, Total",95.0,137.0,162.0,208.0,679.0,,Balance Sheet
Total Liabilities,1198.0,1613.0,1988.0,2228.0,2693.0,,Balance Sheet
Common Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,637.0,823.0,872.0,917.0,974.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1077.0,1259.0,1184.0,1139.0,1227.0,,Balance Sheet
"Other Equity, Total",-45.0,-52.0,-38.0,-39.0,-51.0,,Balance Sheet
Total Equity,1668.0,2031.0,2019.0,2017.0,2150.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,2866.0,3644.0,4006.0,4245.0,4844.0,,Balance Sheet
Shr Outs.-Com. Primary Iss.,182.0,184.0,185.0,188.0,188.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,34.0,34.0,34.0,34.0,34.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,216.0,220.0,222.0,226.0,229.0,,Balance Sheet
Ttl Comm. Shares Outs.,432.0,438.0,442.0,449.0,452.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,3963.0,4825.0,4989.0,5193.0,5267.0,,Income Statement
"Cost of Revenue, Total",2058.0,2585.0,2738.0,2853.0,2797.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1483.0,1810.0,2091.0,2176.0,2228.0,,Income Statement
Depreciation/Amortization,14.0,13.0,8.0,6.0,6.0,,Income Statement
Unusual Expense (Income),,,124.0,183.0,0.0,,Income Statement
Total Operating Expense,3555.0,4408.0,4961.0,5218.0,5030.0,,Income Statement
Total Operating Income,409.0,417.0,28.0,-25.0,237.0,,Income Statement
"Inter Expse, Non-Operating",-16.0,-28.0,-37.0,-35.0,-24.0,,Income Statement
"Inter Capital, Non-Operat",1.0,2.0,2.0,2.0,2.0,,Income Statement
"Inter Expse,Net Non-Operat",-15.0,-26.0,-35.0,-34.0,-23.0,,Income Statement
"Inter/Invest Inc, Non-Oper",-9.0,11.0,2.0,11.0,-4.0,,Income Statement
OtherNon-OperatInc (Expnse),2.0,-14.0,-6.0,-20.0,0.0,,Income Statement
"Other, Net",2.0,-14.0,-6.0,-20.0,0.0,,Income Statement
Income Before Tax,387.0,388.0,-10.0,-68.0,210.0,,Income Statement
Income Tax - Total,154.0,131.0,-1.0,-58.0,70.0,,Income Statement
Income After Tax,233.0,257.0,-9.0,-9.0,140.0,,Income Statement
Equity In Affiliates,,,0.0,1.0,-48.0,,Income Statement
Net Inc Before Extra Items,233.0,257.0,-9.0,-8.0,92.0,,Income Statement
Total Extraordinary Items,,,-39.0,-38.0,,,Income Statement
Total Net Income,233.0,257.0,-48.0,-46.0,92.0,,Income Statement
Total Adjust to Net Income,,-59.0,0.0,0.0,,,Income Statement
Income Available to Common Excl. Extra. Items,233.0,198.0,-9.0,-8.0,92.0,,Income Statement
Income Available to Common Incl. Extra. Items,233.0,198.0,-48.0,-46.0,92.0,,Income Statement
Basic/Primary Weighted Average Shares,215.0,436.0,441.0,446.0,451.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,1.08,0.45,-0.02,-0.02,0.2,,Income Statement
Basic/Primary EPS Incl. Extra. Items,1.08,0.45,-0.11,-0.1,0.2,,Income Statement
Diluted Weighted Average Shares,221.0,445.0,441.0,446.0,454.0,,Income Statement
Diluted EPS Excl. Extra. Items,1.05,0.45,-0.02,-0.02,0.2,,Income Statement
Diluted EPS Incl. Extra. Items,1.05,0.45,-0.11,-0.1,0.2,,Income Statement
Gross Divid - Common Stock,0.0,0.0,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",15.0,26.0,35.0,34.0,23.0,,Income Statement
"Interest Capitalized, Suppl",-1.0,-2.0,-2.0,-2.0,-2.0,,Income Statement
"Depreciat/Amort, Suppl",87.0,132.0,166.0,176.0,180.0,,Income Statement
Total Special Items,,,124.0,183.0,0.0,,Income Statement
Normalzd Income Before Tax,387.0,388.0,114.0,115.0,210.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),,,43.0,64.0,0.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,154.0,131.0,43.0,6.0,70.0,,Income Statement
Normalized Income After Tax,233.0,257.0,71.0,110.0,140.0,,Income Statement
Normalzd Inc Avail to Common,233.0,198.0,71.0,111.0,92.0,,Income Statement
Basic Normalized EPS,1.08,0.45,0.16,0.25,0.2,,Income Statement
Diluted Normalized EPS,1.05,0.45,0.16,0.25,0.2,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,233.0,257.0,-48.0,-46.0,92.0,,Cash Flow
Depreciation/Depletion,101.0,145.0,174.0,182.0,186.0,,Cash Flow
Deferred Taxes,-4.0,-43.0,56.0,-39.0,38.0,,Cash Flow
Unusual Items,1.0,2.0,74.0,14.0,44.0,,Cash Flow
Other Non-Cash Items,134.0,129.0,120.0,-179.0,22.0,,Cash Flow
Non-Cash Items,135.0,131.0,193.0,-165.0,65.0,,Cash Flow
"Cash Taxes Pd, Supplemental",100.0,136.0,37.0,-17.0,23.0,,Cash Flow
"Cash Interest Pd, Suppl",11.0,21.0,30.0,29.0,18.0,,Cash Flow
Accounts Receivable,-192.0,-250.0,-79.0,187.0,-45.0,,Cash Flow
Inventories,-279.0,-148.0,-222.0,110.0,150.0,,Cash Flow
Prepaid Expenses,-76.0,-25.0,-56.0,-108.0,24.0,,Cash Flow
Other Assets,,,,,20.0,,Cash Flow
Accounts Payable,-23.0,202.0,146.0,26.0,59.0,,Cash Flow
Accrued Expenses,64.0,53.0,110.0,135.0,-19.0,,Cash Flow
Changes in Working Capital,-508.0,-185.0,-141.0,696.0,127.0,,Cash Flow
Total Cash from Operations,-44.0,304.0,234.0,628.0,509.0,,Cash Flow
Capital Expenditures,-301.0,-388.0,-283.0,-175.0,-147.0,,Cash Flow
Acquisition of Business,-539.0,0.0,0.0,,,,Cash Flow
Sale of Fixed Assets,,,,11.0,0.0,,Cash Flow
Sale/Maturity of Investment,97.0,31.0,0.0,0.0,0.0,,Cash Flow
Purchase of Investments,-103.0,-24.0,0.0,-39.0,,,Cash Flow
Other Investing Cash Flow,0.0,,,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",-546.0,6.0,0.0,-28.0,0.0,,Cash Flow
Total Cash from Investing,-847.0,-381.0,-283.0,-203.0,-147.0,,Cash Flow
Financing Cash Flow Items,45.0,37.0,-3.0,-2.0,-7.0,,Cash Flow
Total Cash Dividends Paid,,-3.0,0.0,0.0,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",10.0,15.0,12.0,3.0,7.0,,Cash Flow
Short Term Debt Issued,500.0,,,,,,Cash Flow
Short Term Debt Reduction,-225.0,,,,,,Cash Flow
"Short Term Debt, Net",275.0,,,,,,Cash Flow
Long Term Debt Issued,150.0,1328.0,763.0,505.0,25.0,,Cash Flow
Long Term Debt Reduction,-40.0,-1171.0,-665.0,-695.0,-163.0,,Cash Flow
"Long Term Debt, Net",110.0,157.0,98.0,-190.0,-138.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",385.0,157.0,98.0,-190.0,-138.0,,Cash Flow
Total Cash From Financing,440.0,206.0,107.0,-190.0,-137.0,,Cash Flow
Foreign Exchange Effects,-12.0,-9.0,4.0,12.0,5.0,,Cash Flow
Net Change in Cash,-463.0,121.0,62.0,248.0,230.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,593.0,130.0,250.0,318.0,566.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,130.0,250.0,312.0,566.0,796.0,,Cash Flow
"Depreciation, Supplemental",101.0,145.0,174.0,182.0,186.0,,Cash Flow
Free Cash Flow,-345.0,-84.0,-49.0,453.0,362.0,,
FCF Growth,,-0.7565217391304347,-0.41666666666666663,-10.244897959183673,-0.20088300220750555,0.0,
