,2015,2016,2017,2018,2019,2020,Report
high,37.53,35.14,31.8,29.81,29.62,25.11,
low,29.15,19.18,19.85,22.45,22.79,11.29,
change,0.0759,-0.29760000000000003,0.1356,-0.0408,-0.06230000000000001,-0.3127,
Date,2015-04-30 00:00:00,2016-04-30 00:00:00,2017-04-30 00:00:00,2018-04-30 00:00:00,2019-04-30 00:00:00,,Balance Sheet
Cash & Equivalents,2007.0,897.0,1011.0,1545.0,1572.0,,Balance Sheet
Short Term Investments,440.0,1.0,,,,,Balance Sheet
Cash and Short Term Invs,2447.0,898.0,1011.0,1545.0,1572.0,,Balance Sheet
"Trade Accts Recvble, Gross",222.0,210.0,218.0,229.0,206.0,,Balance Sheet
Prov. for Doubtful Accts,-55.0,-57.0,-55.0,-82.0,-67.0,,Balance Sheet
"Trade Accts Recvble, Net",168.0,153.0,163.0,147.0,139.0,,Balance Sheet
Other Receivables,174.0,0.0,,12.0,,,Balance Sheet
"Total Receivables, Net",342.0,153.0,163.0,159.0,139.0,,Balance Sheet
Prepaid Expenses,70.0,65.0,66.0,69.0,147.0,,Balance Sheet
"Other Curr. Assets, Total",92.0,104.0,106.0,119.0,136.0,,Balance Sheet
Total Current Assets,2951.0,1221.0,1346.0,1892.0,1993.0,,Balance Sheet
Prop./Plant/Equip. - Gross,830.0,895.0,942.0,977.0,958.0,,Balance Sheet
Accumulated Depreciation,-519.0,-601.0,-678.0,-745.0,-746.0,,Balance Sheet
Prop./Plant/Equip. - Net,311.0,294.0,264.0,232.0,212.0,,Balance Sheet
"Goodwill, Gross",474.0,503.0,524.0,540.0,552.0,,Balance Sheet
Accum. Goodwill Amort.,-32.0,-32.0,-32.0,-32.0,-32.0,,Balance Sheet
"Goodwill, Net",442.0,471.0,491.0,508.0,520.0,,Balance Sheet
Intangibles - Gross,689.0,763.0,812.0,843.0,872.0,,Balance Sheet
Accum. Intangible Amort.,-257.0,-329.0,-403.0,-469.0,-530.0,,Balance Sheet
Intangibles - Net,432.0,434.0,409.0,374.0,342.0,,Balance Sheet
Long Term Investments,239.0,202.0,0.0,,,,Balance Sheet
Other Long Term Assets,126.0,106.0,100.0,101.0,90.0,,Balance Sheet
