,2015,2016,2017,2018,2019,2020,Report
high,170.68,148.99,212.46,227.13,207.28,224.64,
low,124.17,115.03,133.52,163.02,141.95,118.5,
change,0.13820000000000002,-0.0782,0.5166,-0.0697,0.0895,-0.0785,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1968.0,3185.0,2972.0,3855.0,4619.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4016.0,4364.0,,7958.0,9567.0,,Balance Sheet
Accumulated Depreciation,-2482.0,-2828.0,,-3396.0,-4527.0,,Balance Sheet
Prop./Plant/Equip. - Net,3068.0,1536.0,1563.0,4562.0,4953.0,,Balance Sheet
"Goodwill, Net",6019.0,5980.0,6164.0,44505.0,44602.0,,Balance Sheet
Intangibles - Gross,1566.0,1540.0,,41076.0,39967.0,,Balance Sheet
Accum. Intangible Amort.,-998.0,-1116.0,,-1510.0,-3405.0,,Balance Sheet
Intangibles - Net,568.0,424.0,,39566.0,36562.0,,Balance Sheet
Long Term Investments,24713.0,26815.0,28619.0,28974.0,22479.0,,Balance Sheet
Insurance Receivables,3694.0,3077.0,3380.0,,,,Balance Sheet
Note Rcvble - Long Term,,,,10473.0,10716.0,,Balance Sheet
Def. Inc. Tax - LT Asset,379.0,304.0,39.0,0.0,,,Balance Sheet
Disct. Ops. - LT Asset,,,,,9512.0,,Balance Sheet
Def. Policy Acq. Costs,125.0,1818.0,2237.0,2821.0,2958.0,,Balance Sheet
Reinsurance - Asset,6813.0,6478.0,6046.0,5507.0,5100.0,,Balance Sheet
Separate Accounts - Assets,7833.0,7940.0,8423.0,7839.0,8465.0,,Balance Sheet
Other Assets,1908.0,1803.0,2316.0,5124.0,5808.0,,Balance Sheet
"Other Assets, Total",16554.0,16221.0,16785.0,18470.0,19373.0,,Balance Sheet
Total Assets,57088.0,59360.0,61759.0,153226.0,155774.0,,Balance Sheet
Accounts Payable,6493.0,6414.0,7290.0,4366.0,5090.0,,Balance Sheet
Accrued Expenses,,,,7071.0,7812.0,,Balance Sheet
Policy Liabilities,30958.0,31597.0,32551.0,34614.0,29438.0,,Balance Sheet
Insurance Reserves,8443.0,8458.0,8196.0,26775.0,20973.0,,Balance Sheet
Unearned Prem. Or Rev.,629.0,634.0,724.0,,,,Balance Sheet
Sep. Accounts - Liability,7833.0,7940.0,8423.0,7839.0,8465.0,,Balance Sheet
Notes Payable/ST Debt,100.0,0.0,100.0,0.0,944.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,49.0,276.0,140.0,2955.0,4570.0,,Balance Sheet
"Other Curr. Lblts, Total",2355.0,2532.0,2719.0,10702.0,10454.0,,Balance Sheet
Long Term Debt,5020.0,4756.0,5199.0,39523.0,31832.0,,Balance Sheet
Capital Lease Obligations,,,,,61.0,,Balance Sheet
Total Long Term Debt,5020.0,4756.0,5199.0,39523.0,31893.0,,Balance Sheet
Total Debt,5169.0,5032.0,5439.0,42478.0,37407.0,,Balance Sheet
Deferred Income Tax,,,,9453.0,9387.0,,Balance Sheet
Minority Interest,78.0,62.0,49.0,44.0,41.0,,Balance Sheet
Discont. Ops. - Lblts,,,,,6812.0,,Balance Sheet
Other Liabilities,,,,3470.0,3995.0,,Balance Sheet
"Other Liabilities, Total",,,,3470.0,10807.0,,Balance Sheet
Total Liabilities,45053.0,45637.0,48048.0,112198.0,110436.0,,Balance Sheet
Common Stock,74.0,74.0,74.0,4.0,4.0,,Balance Sheet
Additional Paid-In Capital,2859.0,2892.0,2940.0,27751.0,28306.0,,Balance Sheet
