,2015,2016,2017,2018,2019,2020,Report
high,52.41,72.3,63.6,66.91,82.17,84.92,
low,43.15,50.47,52.85,47.25,61.59,38.0,
change,0.09390000000000001,0.12400000000000001,-0.0125,0.10560000000000001,0.17600000000000002,-0.2571,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,40.0,9.0,7.0,10.0,54.0,,Balance Sheet
"Trade Accts Recvble, Gross",82.0,179.0,457.0,,,,Balance Sheet
Prov. for Doubtful Accts,0.0,-74.0,-337.0,,,,Balance Sheet
"Total Receivables, Net",82.0,105.0,120.0,145.0,182.0,,Balance Sheet
Total Inventory,10.0,27.0,7.0,17.0,97.0,,Balance Sheet
Prepaid Expenses,14.0,14.0,13.0,15.0,12.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Other Prop./Plant/Equip.,12297.0,13864.0,15016.0,16541.0,19518.0,,Balance Sheet
Prop./Plant/Equip. - Gross,12297.0,13864.0,15016.0,16541.0,19518.0,,Balance Sheet
Accumulated Depreciation,-1688.0,-1987.0,-2347.0,-2715.0,-3118.0,,Balance Sheet
Prop./Plant/Equip. - Net,10609.0,11877.0,12670.0,13827.0,16557.0,,Balance Sheet
"Goodwill, Net",15.0,15.0,15.0,15.0,14.0,,Balance Sheet
Intangibles - Gross,1361.0,1529.0,1761.0,1905.0,2322.0,,Balance Sheet
Accum. Intangible Amort.,-327.0,-447.0,-566.0,-705.0,-829.0,,Balance Sheet
Intangibles - Net,1034.0,1082.0,1195.0,1200.0,1493.0,,Balance Sheet
Note Rcvble - Long Term,18.0,5.0,9.0,0.0,82.0,,Balance Sheet
Restricted Cash - LT,4.0,4.0,1.0,1.0,5.0,,Balance Sheet
Other Assets,18.0,14.0,23.0,32.0,59.0,,Balance Sheet
"Other Assets, Total",18.0,14.0,23.0,32.0,59.0,,Balance Sheet
Total Assets,11845.0,13153.0,14058.0,15260.0,18555.0,,Balance Sheet
Accrued Expenses,78.0,75.0,69.0,90.0,205.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Dividends Payable,50.0,55.0,61.0,68.0,77.0,,Balance Sheet
Customer Advances,43.0,74.0,105.0,115.0,128.0,,Balance Sheet
Security Deposits,6.0,7.0,6.0,6.0,6.0,,Balance Sheet
Income Taxes Payable,13.0,17.0,12.0,15.0,32.0,,Balance Sheet
Other Payables,24.0,29.0,29.0,29.0,36.0,,Balance Sheet
"Other Curr. Lblts, Total",137.0,182.0,213.0,233.0,279.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Long Term Debt,4821.0,5840.0,6111.0,6500.0,7902.0,,Balance Sheet
Capital Lease Obligations,5.0,5.0,5.0,6.0,6.0,,Balance Sheet
Total Long Term Debt,4826.0,5845.0,6117.0,6506.0,7907.0,,Balance Sheet
Total Debt,4826.0,5845.0,6117.0,6506.0,7907.0,,Balance Sheet
Minority Interest,22.0,20.0,19.0,32.0,30.0,,Balance Sheet
"Other Liabilities, Total",251.0,264.0,269.0,311.0,359.0,,Balance Sheet
Total Liabilities,5314.0,6386.0,6687.0,7172.0,8780.0,,Balance Sheet
Redeemable Preferred Stock,395.0,395.0,0.0,,,,Balance Sheet
