,2015,2016,2017,2018,2019,2020,Report
high,48.58,46.4,47.23,46.54,56.72,59.96,
low,38.91,35.88,39.19,37.42,39.46,41.19,
change,0.1401,0.0054,-0.042699999999999995,-0.0738,0.3874,-0.0756,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,1870.0,1741.0,761.0,1100.0,1291.0,,Balance Sheet
"Trade Accts Recvble, Gross",2688.0,2669.0,2741.0,2302.0,2247.0,,Balance Sheet
Prov. for Doubtful Accts,-54.0,-58.0,-50.0,-40.0,-35.0,,Balance Sheet
"Trade Accts Recvble, Net",2634.0,2611.0,2691.0,2262.0,2212.0,,Balance Sheet
Other Receivables,1212.0,859.0,835.0,744.0,715.0,,Balance Sheet
"Total Receivables, Net",3846.0,3470.0,3526.0,3006.0,2927.0,,Balance Sheet
Invent. - Finished Goods,1930.0,1865.0,1975.0,1987.0,1953.0,,Balance Sheet
Invent. - Raw Materials,782.0,722.0,711.0,726.0,707.0,,Balance Sheet
Inventories - Other,-103.0,-118.0,-129.0,-121.0,-114.0,,Balance Sheet
Total Inventory,2609.0,2469.0,2557.0,2592.0,2546.0,,Balance Sheet
Deferred Income Tax,4750.0,4721.0,3341.0,3552.0,3338.0,,Balance Sheet
Other Current Assets,633.0,800.0,676.0,906.0,866.0,,Balance Sheet
"Other Curr. Assets, Total",633.0,800.0,676.0,906.0,866.0,,Balance Sheet
Total Current Assets,8958.0,8480.0,7520.0,7604.0,7630.0,,Balance Sheet
Buildings,2753.0,2801.0,2979.0,2984.0,3140.0,,Balance Sheet
Land/Improvements,495.0,471.0,458.0,424.0,422.0,,Balance Sheet
Machinery/Equipment,10044.0,10302.0,11195.0,10943.0,11295.0,,Balance Sheet
Construction in Progress,1262.0,1113.0,1048.0,894.0,680.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,568.0,,Balance Sheet
Prop./Plant/Equip. - Gross,14554.0,14687.0,15680.0,15245.0,16105.0,,Balance Sheet
Accumulated Depreciation,-6192.0,-6458.0,-7003.0,-6763.0,-6804.0,,Balance Sheet
